id,name,description,causality_description,aim_target,increase_rate,lv_bonus,is_inactive
3320,Energy Wave (Extreme),"Causes supreme damage to enemy, 
seals Super Attack and 
raises ATK & DEF by 30% for 6 turns",,0,120,20,0
3321,Crusher Ball (Extreme),"Raises DEF for 1 turn and 
causes supreme damage to enemy; 
raises allies' ATK & DEF by 20% for 1 turn",,0,130,20,0
3322,Blue Impulse (Extreme),"Raises DEF, raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3323,Milky Cannon (Extreme),"Raises ATK, raises DEF for 1 turn, 
causes supreme damage to enemy 
and seals Super Attack",,0,120,20,0
3324,Super Kamehameha,"Causes immense damage to enemy 
and lowers DEF",,0,180,25,0
3325,Violent Tease (Extreme),"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0
3326,Dastard Impact,Causes supreme damage to enemy,,0,150,20,0
3327,Elegant Blaster,Causes immense damage to enemy,,0,180,25,0
3329,Crazy Finger Beam,Causes immense damage to enemy,,0,180,25,0
3330,Death Ball,Causes immense damage to enemy,,0,180,25,0
3331,Full Power Death Ball,Causes immense damage to enemy,,0,180,25,0
3332,Kamehameha Barrage (Extreme),"Causes supreme damage to enemy and 
raises ATK & DEF by 30% for 3 turns",,0,120,20,0
3333,None,None,,0,0,0,1
3334,Final Spirit Cannon (Extreme),"Greatly raises ATK & DEF for 1 turn, 
causes colossal damage to enemy 
and greatly lowers DEF",,0,200,5,0
3335,Kamehameha Barrage,Causes supreme damage to enemy,,0,150,20,0
3336,Kamehameha Barrage,Causes supreme damage to enemy,,0,150,20,0
3337,Spirit of Saiyans (Extreme),"Raises DEF for 1 turn, causes 
mega-colossal damage to enemy 
and seals Super Attack",,0,250,10,0
3338,Quick Combo,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3339,Quick Combo,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3340,Quick Combo,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0
3341,Kamehameha & Masenko,"Greatly raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0
3342,Quick Combo,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0
3343,Kamehameha & Masenko,"Greatly raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0
3344,Massacre Breaker,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3345,Massacre Breaker,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3346,Massacre Breaker,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0
3347,Amazing Impact,"Raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0
3348,Ki Blast Cannon,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0
3349,Feint Kamehameha,"Greatly raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0
3350,Angry Kamehameha,Causes supreme damage to enemy,,0,150,20,0
3351,Union Shot,"Raises ATK and 
causes immense damage to enemy",,0,150,25,0
3352,Union Shot,"Raises ATK & DEF and 
causes immense damage to enemy",,0,160,25,0
3353,Gigantic Blast,"Raises ATK and 
causes immense damage to enemy",,0,150,25,0
3354,Galick Cannon,Causes supreme damage to enemy,,0,150,20,0
3355,Galick Cannon,"Raises ATK and 
causes supreme damage to enemy",,0,120,20,0
3356,Master and Disciple Galick Gun,"Raises ATK & DEF and 
causes supreme damage to enemy","Activated when there is an ally 
whose name includes ""Vegeta"" 
(Kid, Jr., etc. excluded) on the team",0,130,20,0
3357,Gigantic Blast (Extreme),"Raises DEF, causes immense damage 
to enemy and greatly lowers DEF",,0,180,25,0
3358,Tri-Beam,"Raises DEF for 1 turn, 
causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0
3359,Break Cannon,"Greatly raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3360,Time Skip,"Raises ATK and causes supreme damage 
with a medium chance of stunning the enemy",,0,120,20,0
3361,Union Shot,Causes immense damage to enemy,,0,180,25,0
3362,Union Shot,Causes immense damage to enemy,,0,180,25,0
3363,Gigantic Blast,Causes immense damage to enemy,,0,180,25,0
3364,None,None,,0,0,0,1
3365,Cage of Time (Extreme),"Raises DEF for 1 turn and 
causes immense damage with 
a medium chance of stunning the enemy",,0,180,25,0
3366,Kamehameha (Extreme),"Raises ATK & DEF and 
causes supreme damage to enemy",,0,130,20,0
3367,Super Flame Cannon (Extreme),"Causes destructive damage with 
a medium chance of stunning the enemy",,0,100,10,0
3368,Galick Gun (Extreme),"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3369,Super Breath Cannon (Extreme),"Massively raises ATK temporarily and 
causes destructive damage with 
a medium chance of stunning the enemy",,0,100,10,0
3370,Double Sunday (Extreme),"Greatly raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3371,Gigant Rock Throw (Extreme),"Massively raises ATK temporarily and 
causes destructive damage with 
a medium chance of stunning the enemy",,0,100,10,0
3372,Goku and Hit's United Front,"Raises ATK & DEF for 1 turn and 
causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0
3373,Goku and Hit's United Front,"Raises ATK & DEF for 1 turn and 
causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0
3374,Goku and Hit's United Front,"Raises ATK & DEF for 1 turn and 
causes colossal damage with 
a high chance of stunning the enemy",,0,200,5,0
3375,Transcendent Light-Speed Combo,"Greatly raises ATK & DEF for 1 turn and 
causes mega-colossal damage with 
a high chance of stunning the enemy",,0,250,10,0
3376,Double Sunday,Causes supreme damage to enemy,,0,150,20,0
3377,Super Breath Cannon,Causes destructive damage to enemy,,0,100,10,0
3378,Super Breath Cannon,Causes destructive damage to enemy,,0,100,10,0
3379,Galick Gun,Causes supreme damage to enemy,,0,150,20,0
3380,Wolf Fang Fist,Causes mega-colossal damage to enemy,,0,250,10,0
3381,Strike of Bond,Causes mega-colossal damage to enemy,,0,250,10,0
3382,Burning Justice,"Causes mega-colossal damage to enemy 
and seals Super Attack",,0,250,10,0
3383,Double Kamehameha,Causes immense damage to enemy,,0,180,25,0
3384,Limit Break Blaster,"Causes mega-colossal damage to enemy 
and lowers DEF",,0,250,10,0
3385,Kamehameha & Final Flash,"Causes mega-colossal damage to enemy 
and lowers ATK & DEF",,0,250,10,0
3386,Galaxy Tri-Attack,"Causes mega-colossal damage to enemy 
and greatly lowers ATK",,0,250,10,0
3387,Monstrous Crush,"Causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0
3388,Double Mission 8+17,"Raises ATK for 1 turn and 
causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0
3389,Saiyan Grit (Extreme),"Raises DEF for 1 turn and 
causes supreme damage to enemy; 
raises allies' DEF by 30% for 1 turn",,0,150,20,0
3390,Energy Blast (Extreme),"Causes supreme damage to enemy 
and raises DEF by 30% for 3 turns",,0,150,20,0
3391,Resist Blast (Extreme),"Raises ATK for 1 turn, 
causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
3392,Kamehameha,Causes supreme damage to enemy,,0,1500,20,0
3393,Power Blitz (Extreme),"Greatly raises ATK, raises DEF and 
causes supreme damage to enemy",,0,100,20,0
3394,Energy Wave (Extreme),"Greatly raises ATK, raises DEF and 
causes supreme damage to enemy",,0,100,20,0
3395,Flash Blade,Causes immense damage to enemy,,0,180,25,0
3396,Flash Blade,"Raises DEF for 1 turn and 
causes immense damage to enemy",,0,180,25,0
3397,Shining Sword Attack,"Greatly raises ATK & DEF for 1 turn and 
causes immense damage to enemy",,0,180,25,0
3398,Chaotic Meteor Smash,"Raises ATK and 
causes immense damage to enemy 
with a high chance of sacrificing 7% HP",,0,150,25,0
3399,Chaotic Meteor Smash,"Greatly raises ATK and 
causes immense damage to enemy 
with a high chance of sacrificing 7% HP",,0,130,25,0
3400,Time Skip,Causes supreme damage to enemy,,0,150,20,0
3401,Cage of Time,Causes supreme damage to enemy,,0,150,20,0
3402,Burning Breaker,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3403,Key Sword Breaker,"Raises ATK & DEF for 1 turn, 
causes immense damage to enemy 
and seals Super Attack",,0,180,25,0
3404,Maiden Strike,"Causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0
3405,Maiden Strike,"Raises ATK for 1 turn and 
causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0
3406,Darkness Execution,"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0
3407,Darkness Execution,"Raises ATK, 
causes supreme damage to enemy 
and lowers ATK & DEF",,0,120,20,0
3408,Dark Judgment,"Massively raises DEF for 1 turn, 
causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0
3409,Elegance Bolt,"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0
3410,Icicle Illusion,"Causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0
3411,Icicle Trick,"Raises ATK & DEF for 1 turn and 
causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0
3412,Instant Transmission Kamehameha,"Greatly raises ATK & DEF and 
causes supreme damage with 
a high chance of stunning the enemy",,0,100,20,0
3413,Big Bang Attack,"Greatly raises ATK & DEF, 
causes supreme damage to enemy 
and lowers ATK",,0,100,20,0
3414,Burning Impact,"Raises DEF, raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3415,Super Explosive Barrage Slash,"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0
3416,Super Ultra Burning Kamehameha,"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0
3417,Change the Future,Causes supreme damage to enemy,,0,150,20,0
3418,Burning Attack (Extreme),"Raises DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0
3419,Change the Future (Extreme),"Massively raises ATK for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0
3420,Galick Gun,"Causes supreme damage to enemy and 
raises ATK by 50% and DEF by 30% for 6 turns",,0,100,20,0
3421,Galick Shooting,"Causes supreme damage to enemy and 
raises ATK by 50% and DEF by 30% for 6 turns",,0,100,20,0
3422,Burning Attack,"Causes supreme damage to enemy and 
raises ATK & DEF for 3 turns",,0,100,20,0
3423,Flash Blade,Causes immense damage to enemy,,0,180,25,0
3424,Flash Blade,Causes immense damage to enemy,,0,180,25,0
3425,Shining Sword Attack,Causes immense damage to enemy,,0,180,25,0
3426,Hell Flash (Extreme),"Greatly raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3427,Photon Wave (Extreme),"Causes immense damage to enemy and 
recovers 12% HP",,0,180,25,0
3428,Danger Time (Extreme),"Raises ATK, causes immense damage 
to enemy and lowers ATK & DEF",,0,150,25,0
3429,S.S. Deadly Bomber (Extreme),"Raises ATK & DEF, 
causes supreme damage to enemy 
and lowers DEF",,0,130,20,0
3430,Murderous Combination (Extreme),"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0
3431,Burning Breaker,Causes immense damage to enemy,,0,180,25,0
3432,Key Sword Breaker,Causes immense damage to enemy,,0,180,25,0
3433,Dark Judgment,Causes supreme damage to enemy,,0,150,20,0
3434,Darkness Execution,Causes supreme damage to enemy,,0,150,20,0
3435,Minus Energy Zone,Causes supreme damage to enemy,,0,150,20,0
3436,Hell Gate,Causes supreme damage to enemy,,0,150,20,0
3437,Demon Eye,Causes supreme damage to enemy,,0,150,20,0
3438,Thunder Flash,Causes supreme damage to enemy,,0,150,20,0
3439,Burning Attack,Causes supreme damage to enemy,,0,150,20,0
3440,Hyper Masenko Wave,Causes supreme damage to enemy,,0,150,20,0
3441,Burning Kamehameha,Causes supreme damage to enemy,,0,150,20,0
3442,Faster than Lightning,Causes supreme damage to enemy,,0,150,20,0
3443,Dragon Light Bullet,Causes supreme damage to enemy,,0,150,20,0
3444,Dodon Ray,Causes supreme damage to enemy,,0,150,20,0
3445,Tri-Beam,Causes supreme damage to enemy,,0,150,20,0
3446,Wolf Fang Fist,Causes supreme damage to enemy,,0,150,20,0
3447,Clean Cleave,Causes supreme damage to enemy,,0,150,20,0
3448,Chain Destructo-Disc Barrage,Causes supreme damage to enemy,,0,150,20,0
3449,Buster Cannon,Causes supreme damage to enemy,,0,150,20,0
3450,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
3451,Final Flash,Causes supreme damage to enemy,,0,150,20,0
3452,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0
3453,Thunder Flash (Extreme),"Raises ATK & DEF, 
causes supreme damage to enemy and 
greatly lowers ATK",,0,130,20,0
3454,Burning Kamehameha (Extreme),"Causes supreme damage to enemy and 
raises ATK & DEF for 6 turns",,0,100,20,0
3455,Hell Gate (Extreme),"Raises ATK for 1 turn, 
causes supreme damage to enemy and 
massively lowers DEF",,0,150,20,0
3456,Demon Eye (Extreme),"Greatly raises DEF for 1 turn and 
causes supreme damage 
with a high chance of stunning the enemy",,0,150,20,0
3457,Burning Attack (Extreme),"Causes supreme damage to enemy and 
raises ATK & DEF by 30% for 9 turns",,0,120,20,0
3458,Hyper Masenko Wave (Extreme),"Causes supreme damage to enemy and 
seals Super Attack; raises ATK for 9 turns",,0,100,20,0
3459,Minus Energy Zone (Extreme),"Causes supreme damage to enemy and 
greatly lowers ATK & DEF",,0,150,20,0
3460,Masenko (Extreme),"Causes supreme damage to enemy 
and raises ATK & DEF for 6 turns",,0,100,20,0
3461,Fierce God Slicer (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
3462,Burning Attack,Causes supreme damage to enemy,,0,150,20,0
3463,Shining Sword Attack,Causes supreme damage to enemy,,0,150,20,0
3464,None,None,,0,0,0,1
3465,Burning Attack (Extreme),"Causes colossal damage to enemy and 
raises DEF by 30% for 6 turns",,0,200,5,0
3466,Shining Sword Attack (Extreme),"Causes mega-colossal damage to enemy and 
raises DEF by 30% for 6 turns",,0,250,10,0
3467,Elegant Blaster,Causes supreme damage to enemy,,0,150,20,0
3468,Milky Cannon,Causes supreme damage to enemy,,0,150,20,0
3469,Recoome Eraser Gun,Causes supreme damage to enemy,,0,150,20,0
3470,Psycho Javelin,Causes supreme damage to enemy,,0,150,20,0
3471,Blue Impulse,Causes supreme damage to enemy,,0,150,20,0
3472,Crusher Ball,Causes supreme damage to enemy,,0,150,20,0
3473,Death Ball,Causes immense damage to enemy,,0,180,25,0
3475,Bending Kamehameha,Causes supreme damage to enemy,,0,150,20,0
3476,Explosive Demon Wave,Causes supreme damage to enemy,,0,150,20,0
3477,Final Flash,Causes supreme damage to enemy,,0,150,20,0
3478,Finish Buster,Causes supreme damage to enemy,,0,150,20,0
3479,Dirty Burst,Causes immense damage to enemy,,0,180,25,0
3480,Saiyan Grit,Causes immense damage to enemy,,0,180,25,0
3481,Energy Blast,Causes immense damage to enemy,,0,180,25,0
3482,Resist Blast,Causes immense damage to enemy,,0,180,25,0
3483,Non-stop Violence,"Raises ATK & DEF for 1 turn and 
causes immense damage to enemy",,0,180,25,0
3484,Non-stop Violence,"Raises ATK & DEF for 1 turn, 
causes immense damage to enemy 
and seals Super Attack",,0,180,25,0
3485,Bionic Punisher,"Causes supreme damage to enemy 
and recovers 10% HP",,0,150,20,0
3486,Bionic Punisher,"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and recovers 10% HP",,0,150,20,0
3487,Non-stop Violence,Causes supreme damage to enemy,,0,150,20,0
3488,Non-stop Violence,Causes supreme damage to enemy,,0,150,20,0
3489,Explosive Dance,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3490,Explosive Dance,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3491,Explosive Dance,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0
3492,Double Masenko,"Greatly raises DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0
3493,Raging Masenko,"Greatly raises ATK for 1 turn and 
causes colossal damage to enemy",,0,200,5,0
3494,Explosive Demon Flash,"Greatly raises ATK for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0
3495,Accel Dance (Extreme),"Raises ATK & DEF for 1 turn, 
causes colossal damage to enemy 
and lowers ATK & DEF",,0,200,5,0
3496,Non-stop Violence (Extreme),"Greatly raises ATK & DEF for 1 turn, 
causes mega-colossal damage to enemy 
and lowers ATK & DEF",,0,250,10,0
3497,Power Blitz (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
3498,Hell Breaker (Extreme),"Raises ATK & DEF for 1 turn and 
causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0
3499,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
3500,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
3501,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
3502,Four Witches Technique,Causes supreme damage to enemy,,0,150,20,0
3503,Telekinesis,Causes supreme damage to enemy,,0,150,20,0
3504,Special Beam Cannon,Causes immense damage to enemy,,0,180,25,0
3505,Clean Cleave,Causes immense damage to enemy,,0,180,25,0
3506,Destructo-Disc,"Causes supreme damage to enemy and 
raises ATK & DEF by 30% for 3 turns",,0,120,20,0
3507,Super Explosive Wave,"Raises DEF for 1 turn and 
causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0
3508,Revenge Blast,"Raises DEF for 1 turn, 
causes supreme damage to enemy 
and lowers ATK",,0,150,20,0
3509,None,None,,0,0,0,1
3510,Don't Underestimate Earth!,Causes mega-colossal damage to enemy,,0,250,10,0
3511,Masenko,Causes supreme damage to enemy,,0,150,20,0
3512,Explosive Dance,Causes immense damage to enemy,,0,180,25,0
3513,Burning Attack,"Causes immense damage to enemy 
and lowers ATK",,0,180,25,0
3514,Angelic Induction,"Causes immense damage to enemy 
and seals Super Attack",,0,180,25,0
3515,God of Destruction's Edict,"Causes mega-colossal damage to enemy 
and greatly lowers DEF",,0,250,10,0
3516,Maiden Blast,Causes supreme damage to enemy,,0,150,20,0
3517,Galick Gun,Causes supreme damage to enemy,,0,150,20,0
3518,Gigantic Spirit Bomb,Causes supreme damage to enemy,,0,150,20,0
3519,Maiden Blast (Extreme),"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0
3520,Galick Gun (Extreme),"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3521,Gigantic Spirit Bomb (Extreme),"Causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0
3522,Spirit Cannon (Extreme),"Greatly raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3523,Divine Dance of Fire,"Raises ATK & DEF and 
causes supreme damage to enemy",,0,130,20,0
3524,Divine Dance of Fire,"Raises ATK & DEF and 
causes supreme damage to enemy",,0,130,20,0
3525,Divine Dance of Fire,"Raises ATK & DEF and 
causes colossal damage to enemy",,0,180,5,0
3526,Kamehameha & Big Bang Attack,"Raises ATK & DEF and 
causes mega-colossal damage to enemy",,0,230,10,0
3527,Divine Fang of Azure Light,"Greatly raises ATK & DEF for 1 turn 
and causes colossal damage to enemy",,0,200,5,0
3528,Kamehameha & Galick Gun,"Massively raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy; 
disables enemy's action once within the turn",,0,250,10,0
3529,Kamehameha & Final Flash,"Raises ATK & DEF and 
causes supreme damage to enemy",,0,130,20,0
3530,Kamehameha & Final Flash,"Raises ATK & DEF and 
causes supreme damage to enemy",,0,130,20,0
3531,Kamehameha & Final Flash,"Raises ATK & DEF and 
causes colossal damage to enemy",,0,180,5,0
3532,Dragon Fist & Final Shine Attack,"Raises ATK & DEF and 
causes mega-colossal damage to enemy",,0,230,10,0
3533,Clone Kamehameha,"Greatly raises ATK & DEF for 1 turn 
and causes colossal damage to enemy",,0,200,5,0
3534,Big Bang Kamehameha,"Massively raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy; 
disables enemy's action once within the turn",,0,250,10,0
3535,Hell Gate,Causes immense damage to enemy,,0,180,25,0
3536,Explosive Dance (Extreme),"Greatly raises ATK & DEF for 1 turn and 
causes immense damage to enemy",,0,180,25,0
3537,Kamehameha,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
3538,Galick Gun,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
3539,Dodohameha,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0
3540,Kamehameha (Extreme),"Raises ATK for 1 turn, 
causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
3541,Galick Gun (Extreme),"Raises ATK for 1 turn, 
causes supreme damage to enemy 
and lowers DEF",,0,150,20,0
3542,Dodohameha (Extreme),"Greatly raises ATK for 1 turn, 
causes supreme damage to enemy 
and lowers ATK",,0,150,20,0
3543,Instant Transmission Kamehameha,"Raises ATK for 1 turn and 
causes immense damage with 
a medium chance of stunning the enemy",,0,180,25,0
3544,Meteor Blast,"Raises ATK & DEF for 1 turn and 
causes immense damage with 
a medium chance of stunning the enemy",,0,180,25,0
3545,Super Kamehameha,"Greatly raises ATK and raises DEF for 1 turn 
and causes immense damage with 
a medium chance of stunning the enemy",,0,180,25,0
3546,Elimination Burst,"Raises ATK for 1 turn and 
causes immense damage with 
a medium chance of stunning the enemy",,0,180,25,0
3547,Elimination Burst,"Raises ATK & DEF for 1 turn and 
causes immense damage with 
a medium chance of stunning the enemy",,0,180,25,0
3548,Kamehameha,Causes supreme damage to enemy,,0,150,20,0
3549,Galick Gun,Causes supreme damage to enemy,,0,150,20,0
3550,Bouncing Spear,Causes extreme damage to enemy,,0,120,15,0
3551,Plasma Whip,Causes extreme damage to enemy,,0,120,15,0
3552,Crimson Scream,Causes extreme damage to enemy,,0,120,15,0
3553,Sigma Drill Attack,Causes supreme damage to enemy,,0,150,20,0
3554,Instant Transmission Kamehameha,Causes supreme damage to enemy,,0,150,20,0
3555,Meteor Blast,Causes supreme damage to enemy,,0,150,20,0
3556,Instant Transmission Kamehameha,Causes colossal damage to enemy,,0,200,5,0
3557,Super Kamehameha,Causes explosive damage to enemy,,0,1430,25,0
3558,Elimination Burst,Causes supreme damage to enemy,,0,150,20,0
3559,Planet Burst,Causes supreme damage to enemy,,0,150,20,0
3560,Elimination Burst,Causes immense damage to enemy,,0,180,25,0
3561,Supreme Kai's Hyper Dance (Extreme),"Causes supreme damage to enemy 
and raises Super Class allies' 
ATK & DEF by 30% for 1 turn",,0,120,20,0
3562,No Forgiveness for Evil! (Extreme),"Causes supreme damage to enemy 
and raises ATK for 9 turns",,0,100,20,0
3563,Justice Eagle (Extreme),"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0
3564,Justice Rush (Extreme),"Greatly raises ATK & DEF for 1 turn 
and causes supreme damage to enemy",,0,150,20,0
3565,Supreme Kai's Hyper Dance,Causes supreme damage to enemy,,0,150,20,0
3566,Supernova,"Raises ATK & DEF and 
causes supreme damage to enemy",,0,130,20,0
3567,Massive Explosion,"Causes supreme damage to all enemies 
while sacrificing 10% HP",,1,150,20,0
3568,Lightning Shower Rain,"Raises DEF, causes supreme damage 
to enemy and lowers DEF",,0,150,20,0
3569,Sphere of Destruction,"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
3570,Death Ball,"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
3571,Dodohameha,Causes supreme damage to enemy,,0,150,20,0
3572,Photon Wave,Causes supreme damage to enemy,,0,150,20,0
3573,Eye Beam,Causes supreme damage to enemy,,0,150,20,0
3574,Perfect Attack,Causes immense damage to enemy,,0,180,25,0
3575,Supernova (Extreme),"Greatly raises ATK, raises DEF and 
causes supreme damage to enemy",,0,100,20,0
3576,Massive Explosion (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to all enemies 
while sacrificing 10% HP",,1,150,20,0
3577,Lightning Shower Rain (Extreme),"Raises DEF, causes supreme damage 
to enemy and greatly lowers DEF",,0,150,20,0
3578,Sphere of Destruction (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
3579,Death Ball (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
3580,Lightning Shower Rain,Causes supreme damage to enemy,,0,150,20,0
3581,Massive Explosion,Causes supreme damage to enemy,,0,150,20,0
3582,Supernova,Causes supreme damage to enemy,,0,150,20,0
3583,Powered Tackle,Causes supreme damage to enemy,,0,150,20,0
3584,Videl Rush,Causes supreme damage to enemy,,0,150,20,0
3585,Super Kamehameha,"Causes immense damage to enemy 
and lowers ATK & DEF",,0,180,25,0
3586,Knuckle Blow,Causes supreme damage to enemy,,0,150,20,0
3587,Diamond Chop,Causes supreme damage to enemy,,0,150,20,0
3588,Final Cannon,"Causes immense damage to enemy 
and greatly lowers DEF",,0,180,25,0
3589,Destructo-Disc,"Causes immense damage to enemy 
and greatly lowers ATK",,0,180,25,0
3590,Hercule Miracle... Punch,Causes supreme damage to enemy,,0,150,20,0
3591,Final Cannon,"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
3592,Final Cannon (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0
3593,Fusion (Extreme),"Causes colossal damage to enemy 
and raises DEF by 30% for 1 turn",,0,200,5,0
3594,Fusion (Extreme),"Causes mega-colossal damage to enemy 
and raises DEF by 30% for 1 turn",,0,250,10,0
3595,Final Cannon,Causes immense damage to enemy,,0,180,25,0
3596,Final Cannon,Causes supreme damage to enemy,,0,150,20,0
3597,Final Cannon,Causes supreme damage to enemy,,0,150,20,0
3598,Big Bang Attack (Extreme),"Causes supreme damage to enemy and 
raises allies' ATK & DEF by 30% for 1 turn",,0,120,20,0
3599,Big Bang Attack (Extreme),"Causes supreme damage to enemy and 
raises allies' ATK & DEF by 30% for 1 turn",,0,120,20,0
3600,Assault Rain (Extreme),"Raises ATK for 1 turn and 
causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0
3601,Super Spirit Bomb (Extreme),"Causes supreme damage to enemy and 
raises allies' ATK by 30% for 2 turns",,0,120,20,0
3602,Big Bang Attack (Extreme),"Causes supreme damage to enemy 
and raises ATK & DEF for 3 turns",,0,100,20,0
3603,Final Cannon,Causes supreme damage to enemy,,0,150,20,0
3604,Gigantic Strike,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3605,Gigantic Strike,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3606,Dark Destructive Blast,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3607,Dark Destructive Blast,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3608,Shock Wave,Causes supreme damage to enemy,,0,150,20,0
3609,Brotherhood Combo,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3610,Turtle School Dance,Causes supreme damage to enemy,,0,150,20,0
3611,Super Dash,Causes supreme damage to enemy,,0,150,20,0
3612,Husband-and-Wife Combo,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0
3613,Final Bullet Attack,Causes supreme damage to enemy,,0,150,20,0
3614,Final Bullet Attack,Causes supreme damage to enemy,,0,150,20,0
3615,Rising Attack,"Raises ATK for 1 turn and 
causes colossal damage to enemy",,0,200,5,0
