id,name,character_id,card_unique_info_id,cost,rarity,hp_init,hp_max,atk_init,atk_max,def_init,def_max,element,lv_max,skill_lv_max,grow_type,optimal_awakening_grow_type,price,exp_type,training_exp,special_motion,passive_skill_set_id,leader_skill_set_id,link_skill1_id,link_skill2_id,link_skill3_id,link_skill4_id,link_skill5_id,link_skill6_id,link_skill7_id,eball_mod_min,eball_mod_num100,eball_mod_mid,eball_mod_mid_num,eball_mod_max,eball_mod_max_num,max_level_reward_id,max_level_reward_type,collectable_type,face_x,face_y,aura_id,aura_scale,aura_offset_x,aura_offset_y,is_aura_front,is_selling_only,awakening_number,resource_id,bg_effect_id,selling_exchange_point,awakening_element_type,potential_board_id,open_at
7020681,Super Saiyan 4 Bardock,1118,582,1,4,150,500,150,500,150,500,14,100,10,40,,29466,5,6045,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7020690,Super Saiyan 4 Gohan,1119,583,1,3,150,500,150,500,150,500,1,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7020691,Super Saiyan 4 Gohan,1119,583,1,4,150,500,150,500,150,500,11,100,10,40,,29466,5,6045,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7020820,Demigra (Makyouka Form),908,436,1,4,150,500,150,500,150,500,24,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020821,Demigra (Makyouka Form),908,436,1,4,150,500,150,500,150,500,24,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020830,Black Masked Saiyan,910,438,1,4,150,500,150,500,150,500,20,100,10,40,,29466,15,6045,1,,,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020831,Black Masked Saiyan,910,438,1,4,150,500,150,500,150,500,20,120,10,41,,29466,15,6045,1,,,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020840,Dark Masked King,1124,437,1,4,150,500,150,500,150,500,22,100,10,40,,29466,15,6045,1,,,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020841,Dark Masked King,1124,437,1,4,150,500,150,500,150,500,22,120,10,41,,29466,15,6045,1,,,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020850,Super Mira,907,435,1,4,150,500,150,500,150,500,23,100,10,40,,29466,15,6045,1,,,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020851,Super Mira,907,435,1,4,150,500,150,500,150,500,23,120,10,41,,29466,15,6045,1,,,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020880,Demon God Salsa,1115,586,1,3,150,500,150,500,150,500,1,80,10,30,,13825,5,4320,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020881,Demon God Salsa,1115,586,1,4,150,500,150,500,150,500,21,100,10,40,,29466,5,6045,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020890,Demon God Salsa,1115,586,1,4,150,500,150,500,150,500,21,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020891,Demon God Salsa,1115,586,1,4,150,500,150,500,150,500,21,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020900,Demon God Dabura (Xeno),1116,585,1,3,150,500,150,500,150,500,4,80,10,33,,13825,5,4320,1,,,,,,,,,,40,3,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020901,Demon God Dabura (Xeno),1116,585,1,4,150,500,150,500,150,500,24,100,10,40,,29466,5,6045,1,,,,,,,,,,40,3,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020910,Demon God Dabura (Xeno),1116,585,1,4,150,500,150,500,150,500,24,100,10,40,,29466,15,6045,1,,,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020911,Demon God Dabura (Xeno),1116,585,1,4,150,500,150,500,150,500,24,120,10,41,,29466,15,6045,1,,,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020920,Demigra,436,226,1,4,150,500,150,500,150,500,22,100,10,40,,29466,15,6045,2,,,,,,,,,,40,3,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020921,Demigra,436,226,1,4,150,500,150,500,150,500,22,120,10,41,,29466,15,6045,2,,,,,,,,,,40,3,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020930,Towa,434,224,1,4,150,500,150,500,150,500,21,100,10,40,,29466,15,6045,2,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7020931,Towa,434,224,1,4,150,500,150,500,150,500,21,120,10,41,,29466,15,6045,2,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7022630,Super Saiyan Goku,889,1,1,5,150,500,150,500,150,500,12,150,20,50,,50176,25,7980,1,,,,,,,,,,40,3,160,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1022630.0,10,1.0,,2038-01-01 00:00:00
7022631,Super Saiyan Goku,889,1,1,5,150,500,150,500,150,500,12,150,20,50,,50176,25,7980,1,,,,,,,,,,40,3,160,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1022630.0,10,1.0,,2038-01-01 00:00:00
7022750,Frieza (Full Power),920,233,1,5,150,500,150,500,150,500,20,150,20,50,,50176,25,7980,3,,,,,,,,,,40,3,160,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1022750.0,10,2.0,,2038-01-01 00:00:00
7022751,Frieza (Full Power),920,233,1,5,150,500,150,500,150,500,20,150,20,50,,50176,25,7980,3,,,,,,,,,,40,3,160,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1022750.0,10,2.0,,2038-01-01 00:00:00
7023180,Dark King Mechikabura (Power of Time Unleashed),1217,649,24,3,2120,7066,2103,7009,826,2753,0,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023181,Dark King Mechikabura (Power of Time Unleashed),1217,649,32,4,7066,7434,7009,7743,2753,2877,20,100,10,40,,29466,5,6045,1,,,,,,,,,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023190,Dark King Mechikabura (Power of Time Unleashed),1217,649,40,4,2783,9278,2674,8914,1050,3499,20,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023191,Dark King Mechikabura (Power of Time Unleashed),1217,649,40,4,3089,10194,2877,9495,1153,3807,20,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,145,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023200,Robelu,1215,653,24,3,1873,6242,2029,6762,1042,3474,4,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023201,Robelu,1215,653,32,4,6242,6562,6762,7481,3474,3640,24,100,10,40,,29466,5,6045,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023210,Supreme Kai of Time (Brainwashed),1218,648,24,3,1728,5761,2086,6954,1042,3474,3,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023211,Supreme Kai of Time (Brainwashed),1218,648,32,4,5761,6053,6954,7685,3474,3640,23,100,10,40,,29466,5,6045,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023230,Super Saiyan God Trunks (Xeno),1213,650,24,3,1955,6517,2177,7256,816,2719,1,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,2.0,2.0,,45.0,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023231,Super Saiyan God Trunks (Xeno),1213,650,32,4,6517,6853,7256,8004,2719,2841,11,100,10,40,,29466,5,6045,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,2.0,2.0,,45.0,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023240,Super Saiyan God Trunks (Xeno),1213,650,40,4,2561,8537,2774,9247,1036,3452,11,100,10,40,,29466,15,6045,2,,,,,,,,,,40,3,0,0,150,12,1.0,1,1,336,769,2.0,2.0,,45.0,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023241,Super Saiyan God Trunks (Xeno),1213,650,40,4,2840,9373,2989,9864,1138,3756,11,120,10,41,,29466,15,6045,2,,,,,,,,,,40,3,0,0,150,12,1.0,1,1,336,769,2.0,2.0,,45.0,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023250,Pan (Xeno),1216,652,24,3,1646,5487,2128,7092,1032,3440,2,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023251,Pan (Xeno),1216,652,32,4,5487,5763,7092,7830,3440,3604,12,100,10,40,,29466,5,6045,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023260,Pan (Xeno),1216,652,40,4,2144,7146,2708,9025,1328,4426,12,100,10,40,,29466,15,6045,1,,,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023261,Pan (Xeno),1216,652,40,4,2373,7833,2914,9618,1464,4834,12,120,10,41,,29466,15,6045,1,,,,,,,,,,40,3,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023270,Super Saiyan Vegeks (Xeno),1221,656,40,4,2180,7267,2543,8478,1406,4686,13,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023271,Super Saiyan Vegeks (Xeno),1221,656,40,4,2410,7954,2895,9555,1549,5114,13,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023280,Super Saiyan 3 Gotenks (Xeno),1223,658,40,4,2265,7550,2464,8214,1463,4875,10,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023281,Super Saiyan 3 Gotenks (Xeno),1223,658,40,4,2505,8267,2806,9263,1613,5323,10,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023290,Super Saiyan 3 Gohanks (Xeno),1222,657,40,4,2152,7173,2498,8327,1477,4922,12,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023291,Super Saiyan 3 Gohanks (Xeno),1222,657,40,4,2379,7851,2845,9390,1629,5376,12,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023300,Super Saiyan Goku (Xeno),1219,654,40,4,2479,8263,2436,8120,1314,4381,14,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023301,Super Saiyan Goku (Xeno),1219,654,40,4,2748,9069,2778,9169,1449,4784,14,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023310,Super Saiyan Vegeta (Xeno),1220,655,40,4,2590,8634,2347,7823,1370,4567,12,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023311,Super Saiyan Vegeta (Xeno),1220,655,40,4,2872,9480,2678,8840,1512,4990,12,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023320,Demon Goddess Putine,1214,651,13,3,1940,6466,1720,5734,1101,3669,4,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023321,Demon Goddess Putine,1214,651,18,4,6466,7271,5734,6619,3669,4098,24,100,10,40,,29466,5,6045,1,,,,,,,,,,40,4,0,0,130,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023330,Demon Goddess Putine,1214,651,32,4,2202,7340,1996,6652,1241,4135,24,100,10,40,,29466,15,6045,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023331,Demon Goddess Putine,1214,651,32,4,2398,7915,2099,6927,1345,4441,24,120,10,41,,29466,15,6045,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023620,Goku (Kaioken),1231,9999,1,5,150,500,150,500,150,500,13,80,20,33,,13825,25,4320,1,,,,,,,,,,40,4,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1023620.0,10,1.0,,2022-07-26 05:00:00
7023621,Goku (Kaioken),1231,9999,1,5,150,500,150,500,150,500,13,100,20,40,,13825,25,4320,1,,,,,,,,,,40,4,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1023620.0,10,1.0,23.0,2022-07-26 05:00:00
7023640,Yamhan,613,274,18,4,2316,7719,1851,6170,1028,3426,14,100,10,40,,29466,15,6045,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023641,Yamhan,613,274,26,4,2339,8484,1869,7018,1038,3734,14,120,10,41,,29466,15,6045,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,14.0,2038-01-01 00:00:00
7023650,Cellza,764,9999,40,4,150,500,150,500,150,500,22,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023651,Cellza,764,9999,40,4,150,500,150,500,150,500,22,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023660,Whirus,763,9999,40,4,150,500,150,500,150,500,14,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023661,Whirus,763,9999,40,4,150,500,150,500,150,500,14,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023670,Janembu,632,9999,40,4,150,500,150,500,150,500,21,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023671,Janembu,632,9999,40,4,150,500,150,500,150,500,21,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023680,Chiaoman,630,9999,40,4,150,500,150,500,150,500,14,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023681,Chiaoman,630,9999,40,4,150,500,150,500,150,500,14,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023690,Tekka,633,303,18,4,2075,6918,1756,5854,913,3044,14,100,10,40,,29466,15,6045,1,,,,,,,,,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023691,Tekka,633,303,26,4,2096,8227,1773,6960,922,3557,14,120,10,41,,29466,15,6045,1,,,,,,,,,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,14.0,2038-01-01 00:00:00
7023700,Pinich,634,304,18,4,1985,6616,1807,6024,895,2984,10,100,10,40,,29466,15,6045,1,,,,,,,,,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2038-01-01 00:00:00
7023701,Pinich,634,304,26,4,2004,7860,1825,7165,904,3484,10,120,10,41,,29466,15,6045,1,,,,,,,,,,40,4,0,0,135,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,10.0,2038-01-01 00:00:00
7023710,Coolieza,627,9999,40,4,150,500,150,500,150,500,23,100,10,40,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7023711,Coolieza,627,9999,40,4,150,500,150,500,150,500,23,120,10,41,,29466,15,6045,1,,,,,,,,,,50,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2038-01-01 00:00:00
7024150,Piccolo,1204,9999,1,5,150,500,150,500,150,500,14,150,20,50,,50176,25,7980,2,,,,,,,,,,40,4,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,4024150.0,10,1.0,,2038-01-01 00:00:00
7024151,Piccolo,1204,9999,1,5,150,500,150,500,150,500,14,150,20,50,,50176,25,7980,2,,,,,,,,,,40,4,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,4024150.0,10,1.0,,2038-01-01 00:00:00
7024350,Super Saiyan Goku & Super Saiyan Gohan (Youth),1251,9999,1,5,150,500,150,500,150,500,12,80,20,33,,13825,25,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,1024350.0,10,1.0,,2038-01-01 00:00:00
7024351,Super Saiyan Goku & Super Saiyan Gohan (Youth),1251,9999,1,5,150,500,150,500,150,500,12,100,20,40,,13825,25,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,1024350.0,10,1.0,,2038-01-01 00:00:00
7024880,Super Saiyan Goku & Super Saiyan Vegeta,1266,374,1,5,150,500,150,500,150,500,10,150,20,50,,50176,25,7980,2,,,,,,,,,,40,3,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1024890.0,15000,1.0,,2022-09-15 04:00:00
7024881,Super Saiyan Goku & Super Saiyan Vegeta,1266,374,1,5,150,500,150,500,150,500,10,150,20,50,,50176,25,7980,2,,,,,,,,,,40,3,150,12,200,24,1.0,1,1,336,769,,,,,0,0,,,1024890.0,15000,1.0,,2022-09-15 04:00:00
7025300,Super Full Power Saiyan 4 Limit Breaker Goku (Xeno),1286,9999,1,3,150,500,150,500,150,500,4,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025301,Super Full Power Saiyan 4 Limit Breaker Goku (Xeno),1286,9999,1,4,150,500,150,500,150,500,14,100,10,40,,13825,5,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025310,Super Full Power Saiyan 4 Limit Breaker Goku (Xeno),1286,9999,1,4,150,500,150,500,150,500,14,80,10,33,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025311,Super Full Power Saiyan 4 Limit Breaker Goku (Xeno),1286,9999,1,4,150,500,150,500,150,500,14,100,10,40,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025320,Super Full Power Saiyan 4 Limit Breaker Vegeta (Xeno),1287,9999,1,3,150,500,150,500,150,500,1,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025321,Super Full Power Saiyan 4 Limit Breaker Vegeta (Xeno),1287,9999,1,4,150,500,150,500,150,500,11,100,10,40,,13825,5,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025330,Super Full Power Saiyan 4 Limit Breaker Vegeta (Xeno),1287,9999,1,4,150,500,150,500,150,500,11,80,10,33,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025331,Super Full Power Saiyan 4 Limit Breaker Vegeta (Xeno),1287,9999,1,4,150,500,150,500,150,500,11,100,10,40,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025340,Super Saiyan 4 Bardock,1118,9999,1,4,150,500,150,500,150,500,13,80,10,33,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025341,Super Saiyan 4 Bardock,1118,9999,1,4,150,500,150,500,150,500,13,100,10,40,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025350,Super Saiyan 4 Gohan,1119,9999,1,4,150,500,150,500,150,500,12,80,10,33,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025351,Super Saiyan 4 Gohan,1119,9999,1,4,150,500,150,500,150,500,12,100,10,40,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,1.0,,2022-11-22 06:00:00
7025360,Robelu,1215,9999,1,4,150,500,150,500,150,500,24,80,10,33,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025361,Robelu,1215,9999,1,4,150,500,150,500,150,500,24,100,10,40,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025370,Supreme Kai of Time (Brainwashed),1218,9999,1,4,150,500,150,500,150,500,23,80,10,33,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025371,Supreme Kai of Time (Brainwashed),1218,9999,1,4,150,500,150,500,150,500,23,100,10,40,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025400,Super Hearts,1289,9999,1,3,150,500,150,500,150,500,4,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025401,Super Hearts,1289,9999,1,4,150,500,150,500,150,500,24,100,10,40,,13825,5,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025410,Super Hearts,1289,9999,1,4,150,500,150,500,150,500,24,80,10,33,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025411,Super Hearts,1289,9999,1,4,150,500,150,500,150,500,24,100,10,40,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025420,Ultimate Hearts,1285,9999,1,4,150,500,150,500,150,500,24,80,10,33,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025421,Ultimate Hearts,1285,9999,1,4,150,500,150,500,150,500,24,100,10,40,,13825,15,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025430,Golden Metal Cooler,1288,9999,1,3,150,500,150,500,150,500,0,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025431,Golden Metal Cooler,1288,9999,1,4,150,500,150,500,150,500,20,100,10,40,,13825,5,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025440,Janemba (Modified),1284,9999,1,3,150,500,150,500,150,500,2,80,10,33,,13825,5,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025441,Janemba (Modified),1284,9999,1,4,150,500,150,500,150,500,22,100,10,40,,13825,5,4320,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025450,Lagss,1283,9999,1,3,150,500,150,500,150,500,2,80,10,33,,500,5,100,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025451,Lagss,1283,9999,1,4,150,500,150,500,150,500,22,100,10,40,,500,5,100,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
7025460,Lagss,1283,9999,1,4,150,500,150,500,150,500,22,100,10,40,,500,15,100,1,,,,,,,,,,40,4,0,0,140,12,1.0,1,1,336,769,,,,,0,0,,,,10,2.0,,2022-11-22 06:00:00
