id,link_skill_id,skill_lv,description
12507,125,7,ATK +13.5% when performing a Super Attack
12508,125,8,ATK +14% when performing a Super Attack
12509,125,9,ATK +14.5% when performing a Super Attack
12510,125,10,ATK +15% when performing a Super Attack
12601,126,1,Ki +2
12602,126,2,Ki +2 and ATK & DEF +0.6%
12603,126,3,Ki +2 and ATK & DEF +1.2%
12604,126,4,Ki +2 and ATK & DEF +1.8%
12605,126,5,Ki +2 and ATK & DEF +3%
12606,126,6,Ki +2 and ATK & DEF +3.6%
12607,126,7,Ki +2 and ATK & DEF +4.2%
12608,126,8,Ki +2 and ATK & DEF +4.8%
12609,126,9,Ki +2 and ATK & DEF +5.4%
12610,126,10,Ki +2 and ATK & DEF +6%
12701,127,1,ATK +15%
12702,127,2,ATK +15.5% and DEF +2%
12703,127,3,ATK +16% and DEF +4%
12704,127,4,ATK +16.5% and DEF +6%
12705,127,5,ATK +17.5% and DEF +10%
12706,127,6,ATK +18% and DEF +12%
12707,127,7,ATK +18.5% and DEF +14%
12708,127,8,ATK +19% and DEF +16%
12709,127,9,ATK +19.5% and DEF +18%
12710,127,10,ATK & DEF +20%
12801,128,1,ATK +15%
12802,128,2,ATK +15.5%
12803,128,3,ATK +16%
12804,128,4,ATK +16.5%
12805,128,5,ATK +17.5%
12806,128,6,ATK +18%
12807,128,7,ATK +18.5%
12808,128,8,ATK +19%
12809,128,9,ATK +19.5%
12810,128,10,ATK +20%
12901,129,1,ATK +20%
12902,129,2,ATK +20% and DEF +1%
12903,129,3,ATK +20% and DEF +2%
12904,129,4,ATK +20% and DEF +3%
12905,129,5,ATK +20% and DEF +5%
12906,129,6,ATK +20% and DEF +6%
12907,129,7,ATK +20% and DEF +7%
12908,129,8,ATK +20% and DEF +8%
12909,129,9,ATK +20% and DEF +9%
12910,129,10,ATK +20% and DEF +10%
13001,130,1,Ki +3
13002,130,2,Ki +3 and ATK & DEF +0.7%
13003,130,3,Ki +3 and ATK & DEF +1.4%
13004,130,4,Ki +3 and ATK & DEF +2.1%
13005,130,5,Ki +3 and ATK & DEF +3.5%
13006,130,6,Ki +3 and ATK & DEF +4.2%
13007,130,7,Ki +3 and ATK & DEF +4.9%
13008,130,8,Ki +3 and ATK & DEF +5.6%
13009,130,9,Ki +3 and ATK & DEF +6.3%
13010,130,10,Ki +3 and ATK & DEF +7%
100001,1000,1,Disables enemy's Rampage; ATK +15%
100002,1000,2,Disables enemy's Rampage; ATK +15.5%
100003,1000,3,Disables enemy's Rampage; ATK +16%
100004,1000,4,Disables enemy's Rampage; ATK +16.5%
100005,1000,5,Disables enemy's Rampage; ATK +17.5%
100006,1000,6,Disables enemy's Rampage; ATK +18%
100007,1000,7,Disables enemy's Rampage; ATK +18.5%
100008,1000,8,Disables enemy's Rampage; ATK +19%
100009,1000,9,Disables enemy's Rampage; ATK +19.5%
100010,1000,10,Disables enemy's Rampage; ATK +20%
100101,1001,1,Weakens enemy's Regeneration; Ki +1
100102,1001,2,"Weakens enemy's Regeneration; 
Ki +1 and ATK & DEF +0.5%"
100103,1001,3,"Weakens enemy's Regeneration; 
Ki +1 and ATK & DEF +1%"
100104,1001,4,"Weakens enemy's Regeneration; 
Ki +1 and ATK & DEF +1.5%"
100105,1001,5,"Weakens enemy's Regeneration; 
Ki +1 and ATK & DEF +2.5%"
100106,1001,6,"Weakens enemy's Regeneration; 
Ki +1 and ATK & DEF +3%"
100107,1001,7,"Weakens enemy's Regeneration; 
Ki +1 and ATK & DEF +3.5%"
100108,1001,8,"Weakens enemy's Regeneration; 
Ki +1 and ATK & DEF +4%"
100109,1001,9,"Weakens enemy's Regeneration; 
Ki +1 and ATK & DEF +4.5%"
100110,1001,10,"Weakens enemy's Regeneration; 
Ki +2 and ATK & DEF +5%"
100201,1002,1,Ki +2
100202,1002,2,"Ki +2 and chance of 
performing a critical hit +0.5%"
100203,1002,3,"Ki +2 and chance of 
performing a critical hit +1%"
100204,1002,4,"Ki +2 and chance of 
performing a critical hit +1.5%"
100205,1002,5,"Ki +2 and chance of 
performing a critical hit +2.5%"
100206,1002,6,"Ki +2 and chance of 
performing a critical hit +3%"
100207,1002,7,"Ki +2 and chance of 
performing a critical hit +3.5%"
100208,1002,8,"Ki +2 and chance of 
performing a critical hit +4%"
100209,1002,9,"Ki +2 and chance of 
performing a critical hit +4.5%"
100210,1002,10,"Ki +3 and chance of 
performing a critical hit +5%"
100301,1003,1,"ATK & DEF +5% and 
activates Penetration"
100302,1003,2,"ATK & DEF +5.5% and 
activates Penetration"
100303,1003,3,"ATK & DEF +6% and 
activates Penetration"
100304,1003,4,"ATK & DEF +6.5% and 
activates Penetration"
100305,1003,5,"ATK & DEF +7.5% and 
activates Penetration"
100306,1003,6,"ATK & DEF +8% and 
activates Penetration"
100307,1003,7,"ATK & DEF +8.5% and 
activates Penetration"
100308,1003,8,"ATK & DEF +9% and 
activates Penetration"
100309,1003,9,"ATK & DEF +9.5% and 
activates Penetration"
100310,1003,10,"ATK & DEF +10% and 
activates Penetration"
100401,1004,1,Disables enemy's True Power; ATK +15%
100402,1004,2,Disables enemy's True Power; ATK +15.5%
100403,1004,3,Disables enemy's True Power; ATK +16%
100404,1004,4,Disables enemy's True Power; ATK +16.5%
100405,1004,5,Disables enemy's True Power; ATK +17.5%
100406,1004,6,Disables enemy's True Power; ATK +18%
100407,1004,7,Disables enemy's True Power; ATK +18.5%
100408,1004,8,Disables enemy's True Power; ATK +19%
100409,1004,9,Disables enemy's True Power; ATK +19.5%
100410,1004,10,Disables enemy's True Power; ATK +20%
