id,name,effect_description,condition_description,turn,exec_limit,causality_conditions,ultimate_special_id,special_view_id,costume_special_view_id,bgm_id
224,Transformation,"Transforms; creates the Domain 
""Extradimensional Space"" and raises 
Extreme Class allies' Ki by 4 for 4 turns","Can be activated starting from the 5th turn 
from the character's entry turn (once only)",4,1,"{""source"":""2526\u00262375"",""compiled"":[""\u0026"",2526,2375]}",,13465,0,334.0
226,God of Destruction Waking Up,"Wakes up from slumber and, for 1 turn, 
directs enemy's attack towards the character","Can be activated starting from the 5th turn 
from the start of battle (once only)",1,1,"{""source"":""200"",""compiled"":200}",,13540,0,341.0
227,God of Destruction Waking Up,"Wakes up from slumber and, for 1 turn, 
directs enemy's attack towards the character","Can be activated starting from the 5th turn 
from the start of battle (once only)",1,1,"{""source"":""200"",""compiled"":200}",,13540,0,341.0
228,Time Rift of Wrath,"Creates the Domain ""City (Future) (Rift in Time)"", 
raises ""Super Bosses"" Category allies' Ki by 2 
and creates the character's clones for 4 turns","Can be activated when all allies attacking 
in the same turn are ""Super Bosses"" Category 
characters starting from the 4th turn from 
the start of battle, or starting from the 6th turn 
from the start of battle (once only)",4,1,"{""source"":""2526\u00265\u00263067|2526\u0026388"",""compiled"":[""|"",[""\u0026"",2526,5,3067],[""\u0026"",2526,388]]}",,13416,0,340.0
229,Gohan's Confidence,"Ki +24, DEF +158%, directs enemy's attack 
towards the character and all attacks 
become critical hits for 1 turn","Can be activated starting from next attacking turn 
after the character receives an attack (once only)",1,1,"{""source"":""933\u002611"",""compiled"":[""\u0026"",933,11]}",,13659,0,336.0
230,Greatest Show in the Universe,"Causes ultimate damage to enemy and 
disables enemy's action once within the turn","Can be activated when there is 
a ""Low-Class Warrior"" Category enemy, 
when there is a ""Pure Saiyans"" Category enemy 
starting from the 3rd turn from the start of battle, 
or starting from the 5th turn from 
the start of battle (once only)",1,1,"{""source"":""2441|4\u0026137|200"",""compiled"":[""|"",2441,[""\u0026"",4,137],200]}",65.0,13816,0,343.0
231,Transformation,Transforms,"Can be activated when HP is 18% or more 
starting from the 3rd turn from 
the start of battle (once only)",1,1,"{""source"":""4\u00263083"",""compiled"":[""\u0026"",4,3083]}",,13859,0,344.0
232,Big Bang Attack,"Massively raises ATK temporarily and 
causes ultimate damage to enemy; 
all attacks become critical hits 
within the turn activated","Can be activated after the character 
receives an attack 3 or more times in battle, 
or when facing only 1 enemy, 
whose HP is 80% or less (once only)",1,1,"{""source"":""791|9\u00261288"",""compiled"":[""|"",791,[""\u0026"",9,1288]]}",66.0,13887,0,345.0
233,Transformation,Transforms,"Can be activated when HP is 18% or more 
starting from the 3rd turn from 
the start of battle (once only)",1,1,"{""source"":""4\u00263083"",""compiled"":[""\u0026"",4,3083]}",,13859,0,344.0
237,Special Fighting Pose,"ATK & DEF +25% in battle; 
all allies' ATK & DEF +15% 
(self excluded) in battle","Can be activated when all allies are 
""Ginyu Force"" Category characters starting from 
the 3rd turn from the character's entry turn, 
or when all allies are ""Special Pose"" Category 
characters starting from the 5th turn from 
the character's entry turn (once only)",99,1,"{""source"":""296\u00263134|2375\u0026692"",""compiled"":[""|"",[""\u0026"",296,3134],[""\u0026"",2375,692]]}",,14160,0,350.0
238,Seductive Attack,"Chance of evading enemy's attack 
(including Super Attack) +30% for 1 turn and 
disables a single targeted enemy's action 
once within the turn","Can be activated when facing only 1 enemy, 
whose HP is 50% or more, or when all allies 
attacking in the same turn are Super Class 
""DB Saga"" Category characters (once only)",1,1,"{""source"":""9\u0026788|1914\u00263166"",""compiled"":[""|"",[""\u0026"",9,788],[""\u0026"",1914,3166]]}",,14183,0,362.0
239,Full Power Kamehameha,"Massively raises ATK temporarily, 
causes ultimate damage to enemy and, 
within the turn activated, 
all attacks become critical hits","Can be activated when there is another 
""Majin Buu Saga"" Category ally attacking 
in the same turn starting from the 4th turn 
from the start of battle (once only)",1,1,"{""source"":""5\u00262830"",""compiled"":[""\u0026"",5,2830]}",68.0,14184,0,355.0
240,Candy Beam,"Massively raises ATK temporarily, 
causes ultimate damage to enemy and 
delays a single targeted enemy's attack for 1 turn; 
changes all Ki Spheres to cookies and, 
for 1 turn, Ki +12","Can be activated after the 
character's Revival Skill is activated, 
or starting from the 7th turn 
from the start of battle (once only)",1,1,"{""source"":""1019|580"",""compiled"":[""|"",1019,580]}",69.0,14185,0,357.0
241,Burst Rush,"Causes ultimate damage to enemy; 
Ki +24 and DEF +58% for 1 turn","Can be activated when facing only 1 enemy, 
whose HP is 58% or less, or when there is 
another ""Majin Buu Saga"" Category ally 
attacking in the same turn starting from the 6th turn 
from the character's entry turn (once only)",1,1,"{""source"":""9\u00263137|579\u00262830"",""compiled"":[""|"",[""\u0026"",9,3137],[""\u0026"",579,2830]]}",70.0,14234,0,360.0
243,Absorption,Absorbs Ultimate Gohan,"Can be activated when HP is 50% or more 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026685"",""compiled"":[""\u0026"",713,685]}",,7032,0,89.0
244,Absorption,Absorbs Ultimate Gohan,"Can be activated when HP is 50% or more 
starting from the 4th turn from 
the start of battle (once only)",1,1,"{""source"":""713\u0026685"",""compiled"":[""\u0026"",713,685]}",,7032,0,89.0
