id,name,description,zeni,rarity,selling_exchange_point,event_jumpable
101324,Frieza (Full Power) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101331,Metal Cooler [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101332,Metal Cooler [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101333,Metal Cooler [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101334,Metal Cooler [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101341,Cooler [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101342,Cooler [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101343,Cooler [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101344,Cooler [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101351,Goku (Youth) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101352,Goku (Youth) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101353,Goku (Youth) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101354,Goku (Youth) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101361,Super Saiyan 3 Bardock [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101362,Super Saiyan 3 Bardock [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101363,Super Saiyan 3 Bardock [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101364,Super Saiyan 3 Bardock [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101371,Great Saiyaman 3 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101372,Great Saiyaman 3 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101373,Great Saiyaman 3 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101374,Great Saiyaman 3 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101381,Sealas [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101382,Sealas [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101383,Sealas [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101384,Sealas [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101391,Supreme Kai of Time (Power of Time Unleashed) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101392,Supreme Kai of Time (Power of Time Unleashed) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101393,Supreme Kai of Time (Power of Time Unleashed) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101394,Supreme Kai of Time (Power of Time Unleashed) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101401,Super Saiyan 3 Vegeta (Xeno) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101402,Super Saiyan 3 Vegeta (Xeno) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101403,Super Saiyan 3 Vegeta (Xeno) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101404,Super Saiyan 3 Vegeta (Xeno) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101411,Super Saiyan 3 Goku (Xeno) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101412,Super Saiyan 3 Goku (Xeno) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101413,Super Saiyan 3 Goku (Xeno) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101414,Super Saiyan 3 Goku (Xeno) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101421,Golden Cooler [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101422,Golden Cooler [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101423,Golden Cooler [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101424,Golden Cooler [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101431,Super Saiyan Cumber (Giant Ape Cumber) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101432,Super Saiyan Cumber (Giant Ape Cumber) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101433,Super Saiyan Cumber (Giant Ape Cumber) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101434,Super Saiyan Cumber (Giant Ape Cumber) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101441,Super Fu [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101442,Super Fu [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101443,Super Fu [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101444,Super Fu [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101454,Full Power Boujack (Galactic Warrior) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101461,Super Saiyan Gogeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101462,Super Saiyan Gogeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101463,Super Saiyan Gogeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101464,Super Saiyan Gogeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101471,Super Saiyan Broly [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101472,Super Saiyan Broly [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101473,Super Saiyan Broly [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101474,Super Saiyan Broly [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101484,Super Saiyan Gohan (Youth) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101494,Cell (Perfect Form) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101501,Whis [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101502,Whis [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101503,Whis [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101504,Whis [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101511,Whis [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101512,Whis [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101513,Whis [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101514,Whis [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101521,Super Saiyan 2 Vegeta & Bulma [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101522,Super Saiyan 2 Vegeta & Bulma [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101523,Super Saiyan 2 Vegeta & Bulma [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101524,Super Saiyan 2 Vegeta & Bulma [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101531,Beerus [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101532,Beerus [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101533,Beerus [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101534,Beerus [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101541,Super Saiyan God Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101542,Super Saiyan God Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101543,Super Saiyan God Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101544,Super Saiyan God Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101551,Super Vegito [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101552,Super Vegito [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101553,Super Vegito [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101554,Super Vegito [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101561,Buu (Super) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101562,Buu (Super) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101563,Buu (Super) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101564,Buu (Super) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101574,Super Saiyan God Goku [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101584,Super Saiyan Goku [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101591,Super Saiyan God SS Goku (Kaioken) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101592,Super Saiyan God SS Goku (Kaioken) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101593,Super Saiyan God SS Goku (Kaioken) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101594,Super Saiyan God SS Goku (Kaioken) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101604,Gogeta [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101614,Vegito [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101624,Beerus & Whis [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101631,Android #17 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101632,Android #17 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101633,Android #17 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101634,Android #17 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101644,Super Saiyan 2 Caulifla & Super Saiyan 2 Kale [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101651,Piccolo [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101652,Piccolo [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101653,Piccolo [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101654,Piccolo [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101664,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101671,Beerus [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101672,Beerus [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101673,Beerus [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101674,Beerus [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101681,Frieza (Final Form) (GT) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101682,Frieza (Final Form) (GT) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101683,Frieza (Final Form) (GT) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101684,Frieza (Final Form) (GT) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101691,Cell (Perfect Form) (GT) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101692,Cell (Perfect Form) (GT) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101693,Cell (Perfect Form) (GT) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101694,Cell (Perfect Form) (GT) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101701,Goku (GT) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101702,Goku (GT) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101703,Goku (GT) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101704,Goku (GT) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101711,Super Saiyan Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101712,Super Saiyan Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101713,Super Saiyan Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101714,Super Saiyan Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101724,Super Baby 2 (Giant Ape) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101731,Trunks (Teen) (Future) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101732,Trunks (Teen) (Future) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101733,Trunks (Teen) (Future) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101734,Trunks (Teen) (Future) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101741,Zamasu [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101742,Zamasu [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101743,Zamasu [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101744,Zamasu [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101751,Launch [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101752,Launch [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101753,Launch [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101754,Launch [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101761,Oceanus Shenron (Princess Oto) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101762,Oceanus Shenron (Princess Oto) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101763,Oceanus Shenron (Princess Oto) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101764,Oceanus Shenron (Princess Oto) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101771,Gohan (Future) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101772,Gohan (Future) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101773,Gohan (Future) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101774,Gohan (Future) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101781,Super Saiyan Gohan (Future) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101782,Super Saiyan Gohan (Future) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101783,Super Saiyan Gohan (Future) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101784,Super Saiyan Gohan (Future) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101791,Super Saiyan Trunks (Future) & Mai (Future) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101792,Super Saiyan Trunks (Future) & Mai (Future) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101793,Super Saiyan Trunks (Future) & Mai (Future) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101794,Super Saiyan Trunks (Future) & Mai (Future) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101801,Goku Black [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101802,Goku Black [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101803,Goku Black [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101804,Goku Black [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101814,Goku Black (Super Saiyan Rosé) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101821,Jiren [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101822,Jiren [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101823,Jiren [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101824,Jiren [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101831,Demon Goddess Towa [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101832,Demon Goddess Towa [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101833,Demon Goddess Towa [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101834,Demon Goddess Towa [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101841,Super Saiyan 4 Vegito (Xeno) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101842,Super Saiyan 4 Vegito (Xeno) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101843,Super Saiyan 4 Vegito (Xeno) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101844,Super Saiyan 4 Vegito (Xeno) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101851,Super Saiyan 4 Broly [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101852,Super Saiyan 4 Broly [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101853,Super Saiyan 4 Broly [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101854,Super Saiyan 4 Broly [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101861,Demigra (Makyouka Form) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101862,Demigra (Makyouka Form) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101863,Demigra (Makyouka Form) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101864,Demigra (Makyouka Form) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101871,Black Masked Saiyan [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101872,Black Masked Saiyan [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101873,Black Masked Saiyan [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101874,Black Masked Saiyan [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101881,Dark Masked King [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101882,Dark Masked King [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101883,Dark Masked King [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101884,Dark Masked King [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101891,Super Mira [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101892,Super Mira [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101893,Super Mira [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101894,Super Mira [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101901,Demon God Dabura (Xeno) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101902,Demon God Dabura (Xeno) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101903,Demon God Dabura (Xeno) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101904,Demon God Dabura (Xeno) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101914,Nappa/Vegeta [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101924,Androids #17 & #18/Android #16 [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101931,Android #13 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101932,Android #13 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101933,Android #13 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101934,Android #13 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101944,Super Saiyan 3 Goku [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101954,Goku (Ultra Instinct -Sign-) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101961,Kefla [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
101962,Kefla [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
101963,Kefla [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
101964,Kefla [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
101974,Broly & Cheelai & Lemo [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101984,Goku (Ultra Instinct) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
101994,Super Saiyan God SS Evolved Vegeta [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
102001,Super Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
102002,Super Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
102003,Super Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
102004,Super Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
102014,Super Saiyan God SS Goku (Kaioken) & Super Saiyan God SS Evolved Vegeta [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
102021,Bardock [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
102022,Bardock [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
102023,Bardock [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
102024,Bardock [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
102031,Gotenks [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
102032,Gotenks [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
102033,Gotenks [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
102034,Gotenks [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
102044,Goku & Vegeta (Angel) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
102054,Majin Buu (Gotenks) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
102061,Majin Buu (Good)/Majin Buu (Pure Evil) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
102062,Majin Buu (Good)/Majin Buu (Pure Evil) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
102063,Majin Buu (Good)/Majin Buu (Pure Evil) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
102064,Majin Buu (Good)/Majin Buu (Pure Evil) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
102111,Gohan (Teen) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
102112,Gohan (Teen) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
102113,Gohan (Teen) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
102114,Gohan (Teen) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
102124,Android #17 (Team Universe 7) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
102134,Golden Frieza (Angel) & Android #17 [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
102184,Jiren (Full Power) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1
130101,Hercule,Character-specific Medal required for Awakening.,20000,3,12,1
130301,Babidi,Character-specific Medal required for Awakening.,20000,3,12,1
130302,Babidi,Character-specific Medal required for Awakening.,20000,3,12,1
130401,Trunks (Teen),Character-specific Medal required for Awakening.,20000,3,12,1
130501,Frieza (1st Form),Character-specific Medal required for Awakening.,20000,3,12,1
130601,Beerus,Character-specific Medal required for Awakening.,20000,3,12,1
130602,Beerus,Character-specific Medal required for Awakening.,20000,3,12,1
153001,Burter,"Character-specific Medal required for Awakening. 
Obtainable from the missions of 
""Ginyu Force Special Training.""",20000,3,12,1
154001,Guldo,"Character-specific Medal required for Awakening. 
Obtainable from the missions of 
""Ginyu Force Special Training.""",20000,3,12,1
155001,Captain Ginyu,"Character-specific Medal required for Awakening. 
Obtainable from the missions of 
""Ginyu Force Special Training.""",20000,3,12,1
156001,Jeice,"Character-specific Medal required for Awakening. 
Obtainable from the missions of 
""Ginyu Force Special Training.""",20000,3,12,1
157001,Recoome,"Character-specific Medal required for Awakening. 
Obtainable from the missions of 
""Ginyu Force Special Training.""",20000,3,12,1
200001,Super Vegeta/Super Trunks [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
200002,Super Vegeta/Super Trunks [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
200003,Super Vegeta/Super Trunks [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
200004,Super Vegeta/Super Trunks [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
200011,Super Saiyan Goku/Super Saiyan Gohan (Youth) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
200012,Super Saiyan Goku/Super Saiyan Gohan (Youth) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
200013,Super Saiyan Goku/Super Saiyan Gohan (Youth) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
200014,Super Saiyan Goku/Super Saiyan Gohan (Youth) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
200021,Super Saiyan Trunks (Future) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
200022,Super Saiyan Trunks (Future) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
200023,Super Saiyan Trunks (Future) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
200024,Super Saiyan Trunks (Future) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
200031,Super Saiyan Goku [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
200032,Super Saiyan Goku [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
200033,Super Saiyan Goku [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
200034,Super Saiyan Goku [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
200041,Super Saiyan Gohan (Youth) [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
200042,Super Saiyan Gohan (Youth) [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
200043,Super Saiyan Gohan (Youth) [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
200044,Super Saiyan Gohan (Youth) [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
200051,Piccolo [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
200052,Piccolo [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
200053,Piccolo [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
200054,Piccolo [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
200061,Super Saiyan Vegeta [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
200062,Super Saiyan Vegeta [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
200063,Super Saiyan Vegeta [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
200064,Super Saiyan Vegeta [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
200071,Super Saiyan Trunks (Teen) [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
200072,Super Saiyan Trunks (Teen) [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
200073,Super Saiyan Trunks (Teen) [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
200074,Super Saiyan Trunks (Teen) [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
200081,Super Saiyan 2 Goku [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
200082,Super Saiyan 2 Goku [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
200083,Super Saiyan 2 Goku [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
200084,Super Saiyan 2 Goku [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
200091,Super Saiyan 2 Goku [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
200092,Super Saiyan 2 Goku [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
200093,Super Saiyan 2 Goku [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
200094,Super Saiyan 2 Goku [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
200101,Super Saiyan 2 Goku [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1
200102,Super Saiyan 2 Goku [Silver],Character-specific Medal required for Awakening.,60000,1,20,1
200103,Super Saiyan 2 Goku [Gold],Character-specific Medal required for Awakening.,90000,2,20,1
200104,Super Saiyan 2 Goku [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1
200111,Majin Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
200112,Majin Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
200113,Majin Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
200114,Majin Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
200121,Majin Buu (Good) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
200122,Majin Buu (Good) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
200123,Majin Buu (Good) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
200124,Majin Buu (Good) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
200131,Super Saiyan Gohan (Teen) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
200132,Super Saiyan Gohan (Teen) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
200133,Super Saiyan Gohan (Teen) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1
200134,Super Saiyan Gohan (Teen) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1
200141,Goku (Kaioken) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1
200142,Goku (Kaioken) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1
