id,leader_skill_set_id,exec_timing_type,target_type,sub_target_type_set_id,causality_conditions,efficacy_type,efficacy_values,calc_option
8540,101698,1,2,0,,0,"[0,0,0]",0
8541,101968,1,2,0,,82,"[8,70,0]",2
8542,101968,1,2,0,,83,"[8,2,0]",0
8543,101968,1,2,0,,0,"[0,0,0]",0
8544,101968,1,2,0,,0,"[0,0,0]",0
8545,101968,1,2,0,,0,"[0,0,0]",0
8546,101969,1,2,0,,82,"[1,70,0]",2
8547,101969,1,2,0,,83,"[1,2,0]",0
8548,101969,1,2,0,,0,"[0,0,0]",0
8549,101969,1,2,0,,0,"[0,0,0]",0
8550,101969,1,2,0,,0,"[0,0,0]",0
8551,102015,1,2,0,,82,"[4,50,0]",2
8552,102015,1,2,0,,83,"[4,2,0]",0
8553,102015,1,2,0,,0,"[0,0,0]",0
8554,102015,1,2,0,,0,"[0,0,0]",0
8555,102015,1,2,0,,0,"[0,0,0]",0
8556,101973,1,2,55,,82,"[31,140,0]",2
8557,101973,1,2,55,,83,"[31,2,0]",0
8558,101973,1,2,128,,82,"[31,120,0]",2
8559,101973,1,2,128,,83,"[31,2,0]",0
8560,101973,1,2,0,,0,"[0,0,0]",0
8561,101974,1,2,55,,82,"[31,170,0]",2
8562,101974,1,2,55,,83,"[31,3,0]",0
8563,101974,1,2,128,,82,"[31,150,0]",2
8564,101974,1,2,128,,83,"[31,3,0]",0
8565,101974,1,2,0,,0,"[0,0,0]",0
8566,101983,1,2,55,,82,"[31,100,0]",2
8567,101983,1,2,55,,5,"[2,0,0]",0
8568,101983,1,2,0,,0,"[0,0,0]",0
8569,101983,1,2,0,,0,"[0,0,0]",0
8570,101983,1,2,0,,0,"[0,0,0]",0
8571,101984,1,2,55,,82,"[31,120,0]",2
8572,101984,1,2,55,,5,"[3,0,0]",0
8573,101984,1,2,0,,0,"[0,0,0]",0
8574,101984,1,2,0,,0,"[0,0,0]",0
8575,101984,1,2,0,,0,"[0,0,0]",0
8576,101971,1,2,55,,104,"[120,120,120]",2
8577,101971,1,2,55,,5,"[3,0,0]",0
8578,101971,1,2,80,,104,"[120,120,120]",2
8579,101971,1,2,80,,5,"[3,0,0]",0
8580,101971,1,2,0,,0,"[0,0,0]",0
8581,101972,1,2,33,,104,"[120,120,120]",2
8582,101972,1,2,33,,5,"[3,0,0]",0
8583,101972,1,2,81,,104,"[120,120,120]",2
8584,101972,1,2,81,,5,"[3,0,0]",0
8585,101972,1,2,0,,0,"[0,0,0]",0
8586,1020151,1,2,47,,82,"[31,60,0]",2
8587,1020151,1,2,47,,5,"[2,0,0]",0
8588,1020151,1,2,48,,82,"[4,50,0]",2
8589,1020151,1,2,48,,83,"[4,2,0]",0
8590,1020151,1,2,0,,0,"[0,0,0]",0
8591,1020152,1,2,47,,82,"[31,77,0]",2
8592,1020152,1,2,47,,5,"[3,0,0]",0
8593,1020152,1,2,48,,82,"[4,50,0]",2
8594,1020152,1,2,48,,83,"[4,3,0]",0
8595,1020152,1,2,0,,0,"[0,0,0]",0
8596,1009111,1,2,0,,83,"[5,2,0]",0
8597,1009111,1,2,0,,82,"[5,50,0]",2
8598,1009111,1,2,0,,0,"[0,0,0]",0
8599,1009111,1,2,0,,0,"[0,0,0]",0
8600,1009111,1,2,0,,0,"[0,0,0]",0
8601,1009112,1,2,0,,82,"[31,50,0]",2
8602,1009112,1,2,0,,5,"[2,0,0]",0
8603,1009112,1,2,0,,0,"[0,0,0]",0
8604,1009112,1,2,0,,0,"[0,0,0]",0
8605,1009112,1,2,0,,0,"[0,0,0]",0
8606,902024,0,0,0,,0,"[0,0,0]",0
8607,902024,0,0,0,,0,"[0,0,0]",0
8608,902024,0,0,0,,0,"[0,0,0]",0
8609,902024,0,0,0,,0,"[0,0,0]",0
8610,902024,0,0,0,,0,"[0,0,0]",0
8611,102039,1,2,0,,82,"[8,50,0]",2
8612,102039,1,2,0,,83,"[8,3,0]",0
8613,102039,1,2,0,,0,"[0,0,0]",0
8614,102039,1,2,0,,0,"[0,0,0]",0
8615,102039,1,2,0,,0,"[0,0,0]",0
8616,102040,1,2,0,,82,"[4,50,0]",2
8617,102040,1,2,0,,83,"[4,3,0]",0
8618,102040,1,2,0,,0,"[0,0,0]",0
8619,102040,1,2,0,,0,"[0,0,0]",0
8620,102040,1,2,0,,0,"[0,0,0]",0
8621,101987,1,2,35,,82,"[31,70,0]",2
8622,101987,1,2,35,,5,"[3,0,0]",0
8623,101987,1,2,0,,0,"[0,0,0]",0
8624,101987,1,2,0,,0,"[0,0,0]",0
8625,101987,1,2,0,,0,"[0,0,0]",0
8626,1019871,1,2,35,,82,"[31,70,0]",2
8627,1019871,1,2,35,,5,"[3,0,0]",0
8628,1019871,1,2,42,,82,"[2,30,0]",2
8629,1019871,1,2,42,,83,"[2,3,0]",0
8630,1019871,1,2,0,,0,"[0,0,0]",0
8631,1019872,1,2,35,,82,"[31,77,0]",2
8632,1019872,1,2,35,,5,"[3,0,0]",0
8633,1019872,1,2,42,,82,"[2,50,0]",2
8634,1019872,1,2,42,,83,"[2,3,0]",0
8635,1019872,1,2,0,,0,"[0,0,0]",0
8636,1013731,1,2,33,,82,"[31,60,0]",2
8637,1013731,1,2,33,,5,"[2,0,0]",0
8638,1013731,1,2,64,,82,"[8,30,0]",2
8639,1013731,1,2,64,,83,"[8,3,0]",0
8640,1013731,1,2,0,,0,"[0,0,0]",0
8641,1013732,1,2,33,,82,"[31,77,0]",2
8642,1013732,1,2,33,,5,"[3,0,0]",0
8643,1013732,1,2,64,,82,"[8,50,0]",2
8644,1013732,1,2,64,,83,"[8,3,0]",0
8645,1013732,1,2,0,,0,"[0,0,0]",0
8646,1013411,1,2,0,,82,"[31,80,0]",2
8647,1013411,1,2,0,,5,"[3,0,0]",0
8648,1013411,1,2,0,,0,"[0,0,0]",0
8649,1013411,1,2,0,,0,"[0,0,0]",0
8650,1013411,1,2,0,,0,"[0,0,0]",0
8651,1013421,1,2,0,,82,"[16,100,0]",2
8652,1013421,1,2,0,,83,"[16,3,0]",0
8653,1013421,1,2,0,,0,"[0,0,0]",0
8654,1013421,1,2,0,,0,"[0,0,0]",0
8655,1013421,1,2,0,,0,"[0,0,0]",0
8656,101231,1,2,121,,5,"[2,0,0]",0
8657,101231,1,2,121,,82,"[31,30,0]",2
8658,101231,1,2,0,,0,"[0,0,0]",0
8659,101231,1,2,0,,0,"[0,0,0]",0
8660,101231,1,2,0,,0,"[0,0,0]",0
8661,102018,1,2,121,,5,"[3,0,0]",0
8662,102018,1,2,121,,82,"[31,50,0]",2
8663,102018,1,2,0,,0,"[0,0,0]",0
8664,102018,1,2,0,,0,"[0,0,0]",0
8665,102018,1,2,0,,0,"[0,0,0]",0
8666,101232,1,2,121,,5,"[2,0,0]",0
8667,101232,1,2,121,,82,"[31,30,0]",2
8668,101232,1,2,0,,0,"[0,0,0]",0
8669,101232,1,2,0,,0,"[0,0,0]",0
8670,101232,1,2,0,,0,"[0,0,0]",0
8671,102019,1,2,121,,5,"[3,0,0]",0
8672,102019,1,2,121,,82,"[31,50,0]",2
8673,102019,1,2,0,,0,"[0,0,0]",0
8674,102019,1,2,0,,0,"[0,0,0]",0
8675,102019,1,2,0,,0,"[0,0,0]",0
8676,102002,1,2,43,,5,"[2,0,0]",0
8677,102002,1,2,43,,82,"[31,100,0]",2
8678,102002,1,2,0,,0,"[0,0,0]",0
8679,102002,1,2,0,,0,"[0,0,0]",0
8680,102002,1,2,0,,0,"[0,0,0]",0
8681,102003,1,2,43,,5,"[3,0,0]",0
8682,102003,1,2,43,,82,"[31,120,0]",2
8683,102003,1,2,0,,0,"[0,0,0]",0
8684,102003,1,2,0,,0,"[0,0,0]",0
8685,102003,1,2,0,,0,"[0,0,0]",0
8686,1015421,1,2,10,,82,"[31,88,0]",2
8687,1015421,1,2,10,,5,"[3,0,0]",0
8688,1015421,1,2,34,,82,"[8,30,0]",2
8689,1015421,1,2,34,,83,"[8,3,0]",0
8690,1015421,1,2,0,,0,"[0,0,0]",0
8691,1015422,1,2,10,,82,"[31,99,0]",2
8692,1015422,1,2,10,,5,"[3,0,0]",0
8693,1015422,1,2,34,,82,"[8,50,0]",2
8694,1015422,1,2,34,,83,"[8,3,0]",0
8695,1015422,1,2,0,,0,"[0,0,0]",0
8696,1020181,1,2,121,,82,"[31,60,0]",2
8697,1020181,1,2,121,,5,"[3,0,0]",0
8698,1020181,1,2,129,,82,"[1,30,0]",2
8699,1020181,1,2,129,,83,"[1,3,0]",0
8700,1020181,1,2,0,,0,"[0,0,0]",0
8701,1020182,1,2,121,,82,"[31,77,0]",2
8702,1020182,1,2,121,,5,"[3,0,0]",0
8703,1020182,1,2,129,,82,"[1,50,0]",2
8704,1020182,1,2,129,,83,"[1,3,0]",0
8705,1020182,1,2,0,,0,"[0,0,0]",0
8706,1020191,1,2,121,,82,"[31,60,0]",2
8707,1020191,1,2,121,,5,"[3,0,0]",0
8708,1020191,1,2,129,,82,"[4,30,0]",2
8709,1020191,1,2,129,,83,"[4,3,0]",0
8710,1020191,1,2,0,,0,"[0,0,0]",0
8711,1020192,1,2,121,,82,"[31,77,0]",2
8712,1020192,1,2,121,,5,"[3,0,0]",0
8713,1020192,1,2,129,,82,"[4,50,0]",2
8714,1020192,1,2,129,,83,"[4,3,0]",0
8715,1020192,1,2,0,,0,"[0,0,0]",0
8716,101997,1,2,130,,104,"[100,100,100]",2
8717,101997,1,2,130,,5,"[2,0,0]",0
8718,101997,1,2,131,,104,"[100,100,100]",2
8719,101997,1,2,131,,5,"[2,0,0]",0
8720,101997,1,2,0,,0,"[0,0,0]",0
8721,101998,1,2,130,,104,"[120,120,120]",2
8722,101998,1,2,130,,5,"[3,0,0]",0
8723,101998,1,2,131,,104,"[120,120,120]",2
8724,101998,1,2,131,,5,"[3,0,0]",0
8725,101998,1,2,0,,0,"[0,0,0]",0
8726,101999,1,2,130,,104,"[150,150,150]",2
8727,101999,1,2,130,,5,"[3,0,0]",0
8728,101999,1,2,131,,104,"[150,150,150]",2
8729,101999,1,2,131,,5,"[3,0,0]",0
8730,101999,1,2,0,,0,"[0,0,0]",0
8731,1007471,1,2,0,,82,"[32,90,0]",2
8732,1007471,1,2,0,,83,"[32,4,0]",0
8733,1007471,1,2,0,,82,"[64,70,0]",2
8734,1007471,1,2,0,,83,"[64,3,0]",0
8735,1007471,1,2,0,,0,"[0,0,0]",0
8736,902048,0,0,0,,0,"[0,0,0]",0
8737,902048,0,0,0,,0,"[0,0,0]",0
8738,902048,0,0,0,,0,"[0,0,0]",0
8739,902048,0,0,0,,0,"[0,0,0]",0
8740,902048,0,0,0,,0,"[0,0,0]",0
8741,1011171,1,2,0,,82,"[262144,130,0]",2
8742,1011171,1,2,0,,83,"[262144,3,0]",0
8743,1011171,1,2,0,,82,"[8192,90,0]",2
8744,1011171,1,2,0,,83,"[8192,3,0]",0
8745,1011171,1,2,0,,0,"[0,0,0]",0
8746,102016,1,12,0,,82,"[32,20,0]",2
8747,102016,1,12,0,,83,"[32,2,0]",0
8748,102016,1,12,0,,0,"[0,0,0]",0
8749,102016,1,12,0,,0,"[0,0,0]",0
8750,102016,1,12,0,,0,"[0,0,0]",0
8751,102017,1,12,0,,82,"[32,40,0]",2
8752,102017,1,12,0,,83,"[32,3,0]",0
8753,102017,1,12,0,,0,"[0,0,0]",0
8754,102017,1,12,0,,0,"[0,0,0]",0
8755,102017,1,12,0,,0,"[0,0,0]",0
8756,101470,1,2,132,,82,"[31,130,0]",2
8757,101470,1,2,132,,83,"[31,2,0]",0
8758,101470,1,2,134,,82,"[31,100,0]",2
8759,101470,1,2,134,,83,"[31,2,0]",0
8760,101470,1,2,0,,0,"[0,0,0]",0
8761,101396,1,2,132,,82,"[31,150,0]",2
8762,101396,1,2,132,,83,"[31,3,0]",0
8763,101396,1,2,134,,82,"[31,120,0]",2
8764,101396,1,2,134,,83,"[31,3,0]",0
8765,101396,1,2,0,,0,"[0,0,0]",0
8766,101991,1,2,132,,82,"[31,170,0]",2
8767,101991,1,2,132,,83,"[31,3,0]",0
8768,101991,1,2,134,,82,"[31,150,0]",2
8769,101991,1,2,134,,83,"[31,3,0]",0
8770,101991,1,2,0,,0,"[0,0,0]",0
8771,102000,1,2,135,,82,"[31,100,0]",2
8772,102000,1,2,135,,83,"[31,2,0]",0
8773,102000,1,2,136,,82,"[31,100,0]",2
8774,102000,1,2,136,,83,"[31,2,0]",0
8775,102000,1,2,0,,0,"[0,0,0]",0
8776,102001,1,2,135,,82,"[31,120,0]",2
8777,102001,1,2,135,,83,"[31,3,0]",0
8778,102001,1,2,136,,82,"[31,120,0]",2
8779,102001,1,2,136,,83,"[31,3,0]",0
8780,102001,1,2,0,,0,"[0,0,0]",0
8781,1013881,1,2,0,,82,"[31,80,0]",2
8782,1013881,1,2,0,,5,"[3,0,0]",0
8783,1013881,1,2,0,,0,"[0,0,0]",0
8784,1013881,1,2,0,,0,"[0,0,0]",0
8785,1013881,1,2,0,,0,"[0,0,0]",0
8786,1013911,1,2,0,,82,"[1,100,0]",2
8787,1013911,1,2,0,,83,"[1,3,0]",0
8788,1013911,1,2,0,,0,"[0,0,0]",0
8789,1013911,1,2,0,,0,"[0,0,0]",0
8790,1013911,1,2,0,,0,"[0,0,0]",0
8791,1012361,1,2,0,,82,"[31,120,0]",2
8792,1012361,1,2,0,,5,"[3,0,0]",0
8793,1012361,1,2,0,,0,"[0,0,0]",0
8794,1012361,1,2,0,,0,"[0,0,0]",0
8795,1012361,1,2,0,,0,"[0,0,0]",0
8796,1014501,1,2,0,,82,"[31,120,0]",2
8797,1014501,1,2,0,,5,"[3,0,0]",0
8798,1014501,1,2,0,,0,"[0,0,0]",0
8799,1014501,1,2,0,,0,"[0,0,0]",0
8800,1014501,1,2,0,,0,"[0,0,0]",0
8801,102044,1,2,138,,104,"[100,130,130]",2
8802,102044,1,2,138,,5,"[2,0,0]",0
8803,102044,1,2,139,,104,"[100,130,130]",2
8804,102044,1,2,139,,5,"[2,0,0]",0
8805,102044,1,2,0,,0,"[0,0,0]",0
8806,102045,1,2,138,,104,"[110,150,150]",2
8807,102045,1,2,138,,5,"[2,0,0]",0
8808,102045,1,2,139,,104,"[110,150,150]",2
8809,102045,1,2,139,,5,"[2,0,0]",0
8810,102045,1,2,0,,0,"[0,0,0]",0
8811,102046,1,2,138,,104,"[130,170,170]",2
8812,102046,1,2,138,,5,"[3,0,0]",0
8813,102046,1,2,139,,104,"[130,170,170]",2
8814,102046,1,2,139,,5,"[3,0,0]",0
8815,102046,1,2,0,,0,"[0,0,0]",0
8816,102035,1,2,137,,104,"[100,130,130]",2
8817,102035,1,2,137,,5,"[2,0,0]",0
8818,102035,1,2,140,,104,"[100,130,130]",2
8819,102035,1,2,140,,5,"[2,0,0]",0
8820,102035,1,2,0,,0,"[0,0,0]",0
8821,102036,1,2,137,,104,"[110,150,150]",2
8822,102036,1,2,137,,5,"[3,0,0]",0
8823,102036,1,2,140,,104,"[110,150,150]",2
8824,102036,1,2,140,,5,"[3,0,0]",0
8825,102036,1,2,0,,0,"[0,0,0]",0
8826,102037,1,2,137,,104,"[130,170,170]",2
8827,102037,1,2,137,,5,"[4,0,0]",0
8828,102037,1,2,140,,104,"[130,170,170]",2
8829,102037,1,2,140,,5,"[4,0,0]",0
8830,102037,1,2,0,,0,"[0,0,0]",0
8831,102027,1,2,118,,82,"[31,100,0]",2
8832,102027,1,2,118,,5,"[2,0,0]",0
8833,102027,1,2,0,,0,"[0,0,0]",0
8834,102027,1,2,0,,0,"[0,0,0]",0
8835,102027,1,2,0,,0,"[0,0,0]",0
8836,102028,1,2,118,,82,"[31,120,0]",2
8837,102028,1,2,118,,5,"[3,0,0]",0
8838,102028,1,2,0,,0,"[0,0,0]",0
8839,102028,1,2,0,,0,"[0,0,0]",0
8840,102028,1,2,0,,0,"[0,0,0]",0
8841,102052,1,2,137,,82,"[31,100,0]",2
8842,102052,1,2,137,,5,"[2,0,0]",0
8843,102052,1,2,0,,0,"[0,0,0]",0
8844,102052,1,2,0,,0,"[0,0,0]",0
8845,102052,1,2,0,,0,"[0,0,0]",0
8846,102053,1,2,137,,82,"[31,120,0]",2
8847,102053,1,2,137,,5,"[3,0,0]",0
8848,102053,1,2,0,,0,"[0,0,0]",0
8849,102053,1,2,0,,0,"[0,0,0]",0
8850,102053,1,2,0,,0,"[0,0,0]",0
8851,1007181,1,2,0,,82,"[4096,90,0]",2
8852,1007181,1,2,0,,83,"[4096,3,0]",0
8853,1007181,1,2,0,,82,"[131072,130,0]",2
8854,1007181,1,2,0,,83,"[131072,3,0]",0
8855,1007181,1,2,0,,0,"[0,0,0]",0
8856,1008131,1,2,0,,82,"[2,70,0]",2
8857,1008131,1,2,0,,83,"[2,2,0]",0
8858,1008131,1,2,0,,0,"[0,0,0]",0
8859,1008131,1,2,0,,0,"[0,0,0]",0
8860,1008131,1,2,0,,0,"[0,0,0]",0
8861,101948,1,2,121,,82,"[31,30,0]",2
8862,101948,1,2,121,,5,"[2,0,0]",0
8863,101948,1,2,0,,0,"[0,0,0]",0
8864,101948,1,2,0,,0,"[0,0,0]",0
8865,101948,1,2,0,,0,"[0,0,0]",0
8866,101949,1,2,121,,82,"[31,50,0]",2
8867,101949,1,2,121,,5,"[3,0,0]",0
8868,101949,1,2,0,,0,"[0,0,0]",0
8869,101949,1,2,0,,0,"[0,0,0]",0
8870,101949,1,2,0,,0,"[0,0,0]",0
8871,101977,1,2,0,,82,"[8,50,0]",2
8872,101977,1,2,0,,83,"[8,2,0]",0
8873,101977,1,2,0,,0,"[0,0,0]",0
8874,101977,1,2,0,,0,"[0,0,0]",0
8875,101977,1,2,0,,0,"[0,0,0]",0
8876,101697,1,2,0,,82,"[16384,70,0]",2
8877,101697,1,2,0,,83,"[16384,2,0]",0
8878,101697,1,2,0,,0,"[0,0,0]",0
8879,101697,1,2,0,,0,"[0,0,0]",0
8880,101697,1,2,0,,0,"[0,0,0]",0
8881,101979,1,2,0,,82,"[4,70,0]",2
8882,101979,1,2,0,,83,"[4,2,0]",0
8883,101979,1,2,0,,0,"[0,0,0]",0
8884,101979,1,2,0,,0,"[0,0,0]",0
8885,101979,1,2,0,,0,"[0,0,0]",0
8886,902071,0,0,0,,0,"[0,0,0]",0
8887,902071,0,0,0,,0,"[0,0,0]",0
8888,902071,0,0,0,,0,"[0,0,0]",0
8889,902071,0,0,0,,0,"[0,0,0]",0
8890,902071,0,0,0,,0,"[0,0,0]",0
8891,102061,1,2,0,,82,"[4,25,0]",2
8892,102061,1,2,0,,83,"[4,1,0]",0
8893,102061,1,2,0,,0,"[0,0,0]",0
8894,102061,1,2,0,,0,"[0,0,0]",0
8895,102061,1,2,0,,0,"[0,0,0]",0
8896,102062,1,2,110,,82,"[31,50,0]",2
8897,102062,1,2,110,,5,"[2,0,0]",0
8898,102062,1,2,141,,82,"[4,30,0]",2
8899,102062,1,2,141,,83,"[4,2,0]",0
8900,102062,1,2,0,,0,"[0,0,0]",0
8901,102076,1,2,17,,82,"[31,30,0]",2
8902,102076,1,2,17,,5,"[1,0,0]",0
8903,102076,1,2,0,,0,"[0,0,0]",0
8904,102076,1,2,0,,0,"[0,0,0]",0
8905,102076,1,2,0,,0,"[0,0,0]",0
8906,102077,1,2,17,,82,"[31,50,0]",2
8907,102077,1,2,17,,5,"[2,0,0]",0
8908,102077,1,2,0,,0,"[0,0,0]",0
8909,102077,1,2,0,,0,"[0,0,0]",0
8910,102077,1,2,0,,0,"[0,0,0]",0
8911,102008,1,2,142,,104,"[100,140,140]",2
8912,102008,1,2,142,,5,"[2,0,0]",0
8913,102008,1,2,143,,104,"[100,140,140]",2
8914,102008,1,2,143,,5,"[2,0,0]",0
8915,102008,1,2,0,,0,"[0,0,0]",0
8916,102009,1,2,142,,104,"[130,170,170]",2
8917,102009,1,2,142,,5,"[3,0,0]",0
8918,102009,1,2,143,,104,"[130,170,170]",2
8919,102009,1,2,143,,5,"[3,0,0]",0
8920,102009,1,2,0,,0,"[0,0,0]",0
8921,102012,1,2,18,,83,"[31,3,0]",0
8922,102012,1,2,18,,82,"[31,80,0]",2
8923,102012,1,2,0,,0,"[0,0,0]",0
8924,102012,1,2,0,,0,"[0,0,0]",0
8925,102012,1,2,0,,0,"[0,0,0]",0
8926,102013,1,2,18,,83,"[31,4,0]",0
8927,102013,1,2,18,,82,"[31,100,0]",2
8928,102013,1,2,0,,0,"[0,0,0]",0
8929,102013,1,2,0,,0,"[0,0,0]",0
8930,102013,1,2,0,,0,"[0,0,0]",0
8931,102011,1,2,14,,5,"[4,0,0]",0
8932,102011,1,2,14,,82,"[31,100,0]",2
8933,102011,1,2,0,,0,"[0,0,0]",0
8934,102011,1,2,0,,0,"[0,0,0]",0
8935,102011,1,2,0,,0,"[0,0,0]",0
8936,102043,1,2,0,,82,"[31,30,0]",2
8937,102043,1,2,0,,5,"[3,0,0]",0
8938,102043,1,2,0,,0,"[0,0,0]",0
8939,102043,1,2,0,,0,"[0,0,0]",0
8940,102043,1,2,0,,0,"[0,0,0]",0
8941,102020,1,2,96,,82,"[31,100,0]",2
8942,102020,1,2,96,,5,"[2,0,0]",0
8943,102020,1,2,97,,82,"[65536,70,0]",2
8944,102020,1,2,97,,83,"[65536,2,0]",0
8945,102020,1,2,0,,0,"[0,0,0]",0
8946,102021,1,2,96,,82,"[31,120,0]",2
8947,102021,1,2,96,,5,"[3,0,0]",0
8948,102021,1,2,97,,82,"[65536,90,0]",2
8949,102021,1,2,97,,83,"[65536,3,0]",0
8950,102021,1,2,0,,0,"[0,0,0]",0
8951,102022,1,2,96,,82,"[31,150,0]",2
8952,102022,1,2,96,,5,"[4,0,0]",0
8953,102022,1,2,97,,82,"[65536,100,0]",2
8954,102022,1,2,97,,83,"[65536,4,0]",0
8955,102022,1,2,0,,0,"[0,0,0]",0
8956,102086,1,2,17,,82,"[31,35,0]",2
8957,102086,1,2,17,,83,"[31,3,0]",0
8958,102086,1,2,0,,0,"[0,0,0]",0
8959,102086,1,2,0,,0,"[0,0,0]",0
8960,102086,1,2,0,,0,"[0,0,0]",0
8961,102087,1,2,17,,82,"[31,35,0]",2
8962,102087,1,2,17,,83,"[31,3,0]",0
8963,102087,1,2,0,,0,"[0,0,0]",0
8964,102087,1,2,0,,0,"[0,0,0]",0
8965,102087,1,2,0,,0,"[0,0,0]",0
8966,1020621,1,2,110,,82,"[31,60,0]",2
8967,1020621,1,2,110,,5,"[2,0,0]",0
8968,1020621,1,2,141,,82,"[4,30,0]",2
8969,1020621,1,2,141,,83,"[4,2,0]",0
8970,1020621,1,2,0,,0,"[0,0,0]",0
8971,1020622,1,2,110,,82,"[31,77,0]",2
8972,1020622,1,2,110,,5,"[3,0,0]",0
8973,1020622,1,2,141,,82,"[4,50,0]",2
8974,1020622,1,2,141,,83,"[4,3,0]",0
8975,1020622,1,2,0,,0,"[0,0,0]",0
8976,1020771,1,2,17,,82,"[31,60,0]",2
8977,1020771,1,2,17,,5,"[2,0,0]",0
8978,1020771,1,2,144,,82,"[1,30,0]",2
8979,1020771,1,2,144,,83,"[1,2,0]",0
8980,1020771,1,2,0,,0,"[0,0,0]",0
8981,1020772,1,2,17,,82,"[31,77,0]",2
8982,1020772,1,2,17,,5,"[3,0,0]",0
8983,1020772,1,2,144,,82,"[1,50,0]",2
8984,1020772,1,2,144,,83,"[1,3,0]",0
8985,1020772,1,2,0,,0,"[0,0,0]",0
8986,1004391,1,2,0,,82,"[31,60,0]",2
8987,1004391,1,2,0,,5,"[3,0,0]",0
8988,1004391,1,2,0,,0,"[0,0,0]",0
8989,1004391,1,2,0,,0,"[0,0,0]",0
8990,1004391,1,2,0,,0,"[0,0,0]",0
8991,1007121,1,2,0,,82,"[31,60,0]",2
8992,1007121,1,2,0,,5,"[3,0,0]",0
8993,1007121,1,2,0,,0,"[0,0,0]",0
8994,1007121,1,2,0,,0,"[0,0,0]",0
8995,1007121,1,2,0,,0,"[0,0,0]",0
8996,101970,1,2,65,,83,"[31,4,0]",0
8997,101970,1,2,65,,82,"[31,120,0]",2
8998,101970,1,2,0,,0,"[0,0,0]",0
8999,101970,1,2,0,,0,"[0,0,0]",0
9000,101970,1,2,0,,0,"[0,0,0]",0
9001,101770,1,2,2,,82,"[31,120,0]",2
9002,101770,1,2,2,,83,"[31,3,0]",0
9003,101770,1,2,0,,0,"[0,0,0]",0
9004,101770,1,2,0,,0,"[0,0,0]",0
9005,101770,1,2,0,,0,"[0,0,0]",0
9006,101625,1,2,10,,82,"[31,120,0]",2
9007,101625,1,2,10,,83,"[31,3,0]",0
9008,101625,1,2,0,,0,"[0,0,0]",0
9009,101625,1,2,0,,0,"[0,0,0]",0
9010,101625,1,2,0,,0,"[0,0,0]",0
9011,1010901,1,2,0,,82,"[31,100,0]",2
9012,1010901,1,2,0,,5,"[2,0,0]",0
9013,1010901,1,2,0,,0,"[0,0,0]",0
9014,1010901,1,2,0,,0,"[0,0,0]",0
9015,1010901,1,2,0,,0,"[0,0,0]",0
9016,102080,1,2,118,,82,"[31,30,0]",2
9017,102080,1,2,118,,5,"[1,0,0]",0
9018,102080,1,2,0,,0,"[0,0,0]",0
9019,102080,1,2,0,,0,"[0,0,0]",0
9020,102080,1,2,0,,0,"[0,0,0]",0
9021,102081,1,2,118,,82,"[31,50,0]",2
9022,102081,1,2,118,,5,"[2,0,0]",0
9023,102081,1,2,0,,0,"[0,0,0]",0
9024,102081,1,2,0,,0,"[0,0,0]",0
9025,102081,1,2,0,,0,"[0,0,0]",0
9026,1020811,1,2,118,,82,"[31,60,0]",2
9027,1020811,1,2,118,,5,"[2,0,0]",0
9028,1020811,1,2,145,,82,"[16,30,0]",2
9029,1020811,1,2,145,,83,"[16,2,0]",0
9030,1020811,1,2,0,,0,"[0,0,0]",0
9031,1020812,1,2,118,,82,"[31,77,0]",2
9032,1020812,1,2,118,,5,"[3,0,0]",0
9033,1020812,1,2,145,,82,"[16,50,0]",2
9034,1020812,1,2,145,,83,"[16,3,0]",0
9035,1020812,1,2,0,,0,"[0,0,0]",0
9036,902079,0,0,0,,0,"[0,0,0]",0
9037,902079,0,0,0,,0,"[0,0,0]",0
9038,902079,0,0,0,,0,"[0,0,0]",0
9039,902079,0,0,0,,0,"[0,0,0]",0
9040,902079,0,0,0,,0,"[0,0,0]",0
9041,102109,1,2,86,,82,"[31,30,0]",2
9042,102109,1,2,86,,5,"[2,0,0]",0
9043,102109,1,2,0,,0,"[0,0,0]",0
9044,102109,1,2,0,,0,"[0,0,0]",0
9045,102109,1,2,0,,0,"[0,0,0]",0
9046,102110,1,2,86,,82,"[31,50,0]",2
9047,102110,1,2,86,,5,"[3,0,0]",0
9048,102110,1,2,0,,0,"[0,0,0]",0
9049,102110,1,2,0,,0,"[0,0,0]",0
9050,102110,1,2,0,,0,"[0,0,0]",0
9051,102049,1,2,12,,104,"[120,120,120]",2
9052,102049,1,2,12,,5,"[3,0,0]",0
9053,102049,1,2,146,,104,"[120,120,120]",2
9054,102049,1,2,146,,5,"[3,0,0]",0
9055,102049,1,2,0,,0,"[0,0,0]",0
9056,102050,1,2,12,,104,"[150,150,150]",2
9057,102050,1,2,12,,5,"[4,0,0]",0
9058,102050,1,2,146,,104,"[150,150,150]",2
9059,102050,1,2,146,,5,"[4,0,0]",0
9060,102050,1,2,0,,0,"[0,0,0]",0
9061,102059,1,2,0,,82,"[2,90,0]",2
9062,102059,1,2,0,,83,"[2,3,0]",0
9063,102059,1,2,0,,0,"[0,0,0]",0
9064,102059,1,2,0,,0,"[0,0,0]",0
9065,102059,1,2,0,,0,"[0,0,0]",0
9066,102060,1,2,0,,82,"[1,90,0]",2
9067,102060,1,2,0,,83,"[1,3,0]",0
9068,102060,1,2,0,,0,"[0,0,0]",0
