id,special_set_id,type,efficacy_type,target_type,calc_option,turn,prob,causality_conditions,eff_value1,eff_value2,eff_value3
4122,4122,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4123,4123,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4124,4124,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
4125,4125,Special::NormalEfficacySpecial,1,13,2,1,100,,25,0,0
4126,4126,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4127,4127,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4128,4128,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4129,4129,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4130,4130,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4131,4131,Special::NormalEfficacySpecial,3,13,2,1,100,,30,30,0
4132,4132,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
4134,4134,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4135,4135,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4136,4136,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4137,4137,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4139,4139,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
4140,4140,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
4149,4149,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
4150,4150,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4151,4151,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4152,4152,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0
4153,4153,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0
4154,4154,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4155,4155,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4159,4159,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4164,4164,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4165,4165,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4166,4166,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
4167,4167,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
4168,4168,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4169,4169,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4170,4170,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4175,4175,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4176,4176,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4177,4177,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4178,4178,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4179,4179,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4182,4182,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4183,4183,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4184,4184,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4185,4185,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4186,4186,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
4187,4187,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4188,4188,Special::NormalEfficacySpecial,3,1,2,1,100,,50,30,0
4189,4189,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4190,4190,Special::NormalEfficacySpecial,3,1,2,3,100,,30,30,0
4191,4191,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4192,4192,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4193,4193,Special::NormalEfficacySpecial,1,12,2,1,100,,20,0,0
4194,4194,Special::NormalEfficacySpecial,1,12,2,1,100,,30,0,0
4195,4195,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4196,4196,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4197,4197,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4198,4198,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4199,4199,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
4201,4201,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4202,4202,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4203,4203,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
4204,4204,Special::NormalEfficacySpecial,1,1,2,6,100,,50,0,0
4219,4219,Special::NormalEfficacySpecial,3,3,3,3,50,,20,20,0
4220,4220,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4221,4221,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
4222,4222,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4223,4223,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
4224,4224,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4225,4225,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4231,4231,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4232,4232,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4233,4233,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4234,4234,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
4235,4235,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
4236,4236,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4237,4237,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4238,4238,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4239,4239,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4240,4240,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4241,4241,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4242,4242,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4243,4243,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4244,4244,Special::NormalEfficacySpecial,3,1,2,1,100,,100,100,0
4245,4245,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4246,4246,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4254,4254,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4255,4255,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4256,4256,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
4257,4257,Special::NormalEfficacySpecial,2,1,2,1,100,,100,0,0
4258,4258,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4259,4259,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4260,4260,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4261,4261,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0
4265,4265,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4266,4266,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4267,4267,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4268,4268,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4269,4269,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4270,4270,Special::NormalEfficacySpecial,3,1,2,1,100,,50,30,0
4271,4271,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4272,4272,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4273,4273,Special::NormalEfficacySpecial,3,1,2,1,100,,30,50,0
4274,4274,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4275,4275,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4276,4276,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0
4277,4277,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4278,4278,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4279,4279,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4280,4280,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4282,4282,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4283,4283,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4284,4284,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4285,4285,Special::NormalEfficacySpecial,2,1,2,1,100,,100,0,0
4287,4287,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
4289,4289,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0
4290,4290,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4291,4291,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4292,4292,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4299,4299,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4300,4300,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4308,4308,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4309,4309,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4310,4310,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4311,4311,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4312,4312,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4313,4313,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4314,4314,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4322,4322,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4323,4323,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
4324,4324,Special::NormalEfficacySpecial,1,3,3,3,100,,50,0,0
4325,4325,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
4326,4326,Special::ExtraEfficacySpecial,9,3,0,6,100,,0,0,0
4327,4327,Special::NormalEfficacySpecial,1,3,3,3,100,,50,0,0
4328,4328,Special::NormalEfficacySpecial,2,3,3,3,100,,80,0,0
4329,4329,Special::ExtraEfficacySpecial,9,3,0,6,100,,0,0,0
4330,4330,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
4331,4331,Special::ExtraEfficacySpecial,9,3,0,2,100,,0,0,0
4332,4332,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0
4333,4333,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
4335,4335,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4337,4337,Special::NormalEfficacySpecial,3,1,2,1,100,,50,30,0
4338,4338,Special::NormalEfficacySpecial,3,1,2,4,100,,50,50,0
4339,4339,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4340,4340,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4341,4341,Special::ExtraEfficacySpecial,48,3,0,3,100,,0,0,0
4342,4342,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4343,4343,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
4344,4344,Special::ExtraEfficacySpecial,48,3,0,3,100,,0,0,0
4345,4345,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
4346,4346,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
4347,4347,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0
4350,4350,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4351,4351,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4352,4352,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4353,4353,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4354,4354,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4355,4355,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4356,4356,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
4357,4357,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4359,4359,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4360,4360,Special::NormalEfficacySpecial,2,1,2,3,100,,30,0,0
4361,4361,Special::NormalEfficacySpecial,1,1,2,3,100,,30,0,0
4362,4362,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4366,4366,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
4372,4372,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
4373,4373,Special::NormalEfficacySpecial,1,1,2,3,100,,30,0,0
4374,4374,Special::ExtraEfficacySpecial,9,3,0,3,100,,0,0,0
4375,4375,Special::ExtraEfficacySpecial,48,3,0,3,100,,0,0,0
4379,4379,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
4380,4380,Special::ExtraEfficacySpecial,9,3,0,9,100,,0,0,0
4382,4382,Special::ExtraEfficacySpecial,48,3,0,3,100,,0,0,0
4383,4383,Special::NormalEfficacySpecial,1,1,2,3,100,,30,0,0
4384,4384,Special::NormalEfficacySpecial,1,1,2,3,100,,30,0,0
4387,4387,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
4390,4390,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4391,4391,Special::ExtraEfficacySpecial,9,3,0,9,100,,0,0,0
4392,4392,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4393,4393,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
4394,4394,Special::NormalEfficacySpecial,2,1,2,1,100,,100,0,0
4395,4395,Special::NormalEfficacySpecial,1,3,3,3,100,,30,0,0
4396,4396,Special::NormalEfficacySpecial,1,2,2,1,100,,30,0,0
4397,4397,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4398,4398,Special::NormalEfficacySpecial,3,1,2,5,100,,50,50,0
4399,4399,Special::ExtraEfficacySpecial,48,3,0,2,30,,0,0,0
4400,4400,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4401,4401,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
4402,4402,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4403,4403,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4404,4404,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4405,4405,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4406,4406,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
4407,4407,Special::NormalEfficacySpecial,3,1,2,99,100,,50,30,0
4408,4408,Special::NormalEfficacySpecial,3,1,2,99,100,,50,30,0
4409,4409,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4410,4410,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4411,4411,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4412,4412,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
4413,4413,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4414,4414,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4415,4415,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0
4416,4416,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4417,4417,Special::NormalEfficacySpecial,2,1,2,99,100,,50,0,0
4418,4418,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4419,4419,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0
4420,4420,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4421,4421,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4422,4422,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4423,4423,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4424,4424,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4425,4425,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4426,4426,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4427,4427,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4428,4428,Special::NormalEfficacySpecial,3,2,2,1,100,,30,30,0
4433,4433,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
4434,4434,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4451,4451,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4452,4452,Special::NormalEfficacySpecial,3,1,2,3,100,,50,50,0
4453,4453,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
4454,4454,Special::NormalEfficacySpecial,2,1,2,1,100,,100,0,0
4464,4464,Special::ExtraEfficacySpecial,9,3,0,2,100,,0,0,0
4466,4466,Special::NormalEfficacySpecial,1,3,3,1,100,,20,0,0
4467,4467,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4468,4468,Special::NormalEfficacySpecial,2,3,3,1,100,,40,0,0
4471,4471,Special::NormalEfficacySpecial,2,3,3,1,100,,40,0,0
4472,4472,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4473,4473,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4476,4476,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4477,4477,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4480,4480,Special::NormalEfficacySpecial,90,2,2,1,100,,8,0,0
4482,4482,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0
4486,4486,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4490,4490,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
4491,4491,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
4492,4492,Special::NormalEfficacySpecial,1,3,3,2,100,,30,0,0
4493,4493,Special::NormalEfficacySpecial,2,3,3,2,100,,50,0,0
4494,4494,Special::NormalEfficacySpecial,3,3,3,2,100,,30,30,0
4495,4495,Special::NormalEfficacySpecial,2,3,3,2,100,,50,0,0
4496,4496,Special::NormalEfficacySpecial,2,3,3,2,100,,50,0,0
4499,4499,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
4500,4500,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
4501,4501,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0
4502,4502,Special::ExtraEfficacySpecial,9,3,0,2,100,,0,0,0
4503,4503,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4505,4505,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
4506,4506,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
4507,4507,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4508,4508,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4509,4509,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4510,4510,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4511,4511,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4512,4512,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4513,4513,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4514,4514,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4515,4515,Special::NormalEfficacySpecial,2,1,2,3,100,,50,0,0
4516,4516,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4517,4517,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4518,4518,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4519,4519,Special::NormalEfficacySpecial,2,1,2,3,100,,50,0,0
4521,4521,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4522,4522,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4523,4523,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4524,4524,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4525,4525,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
4526,4526,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4527,4527,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4528,4528,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4529,4529,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4540,4540,Special::NormalEfficacySpecial,3,1,2,3,100,,50,50,0
4541,4541,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0
4542,4542,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4548,4548,Special::NormalEfficacySpecial,3,3,3,1,100,,20,20,0
4549,4549,Special::NormalEfficacySpecial,3,3,3,1,100,,20,20,0
4550,4550,Special::NormalEfficacySpecial,3,3,3,1,100,,20,20,0
4551,4551,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4552,4552,Special::NormalEfficacySpecial,3,1,2,1,100,,50,30,0
4553,4553,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4554,4554,Special::NormalEfficacySpecial,3,1,2,1,100,,50,30,0
4560,4560,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4561,4561,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4562,4562,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4564,4564,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4565,4565,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4566,4566,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4568,4568,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4569,4569,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4570,4570,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4571,4571,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4572,4572,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4573,4573,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4574,4574,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4575,4575,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4576,4576,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4577,4577,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4579,4579,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4580,4580,Special::NormalEfficacySpecial,2,1,2,6,100,,50,0,0
4581,4581,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4582,4582,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4583,4583,Special::NormalEfficacySpecial,2,1,2,1,100,,50,0,0
4584,4584,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4586,4586,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4587,4587,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4592,4592,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4594,4594,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4596,4596,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4597,4597,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
4598,4598,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0
4599,4599,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4600,4600,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4601,4601,Special::NormalEfficacySpecial,3,1,2,4,100,,41,41,0
4602,4602,Special::NormalEfficacySpecial,3,1,2,4,100,,41,41,0
4603,4603,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4604,4604,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4605,4605,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4606,4606,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4607,4607,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4608,4608,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4609,4609,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4610,4610,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4611,4611,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4620,4620,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4621,4621,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0
4622,4622,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0
4623,4623,Special::NormalEfficacySpecial,3,1,2,6,100,,50,50,0
4625,4625,Special::NormalEfficacySpecial,2,3,3,1,100,,50,0,0
4626,4626,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4627,4627,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4628,4628,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4629,4629,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4630,4630,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4631,4631,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4634,4634,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4635,4635,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4646,4646,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4647,4647,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4648,4648,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4649,4649,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4650,4650,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0
4651,4651,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
4652,4652,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4653,4653,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4654,4654,Special::NormalEfficacySpecial,1,1,2,1,100,,30,0,0
4655,4655,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4656,4656,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4657,4657,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4658,4658,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4659,4659,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0
4660,4660,Special::NormalEfficacySpecial,2,1,2,99,100,,30,0,0
4661,4661,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0
4663,4663,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4664,4664,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4665,4665,Special::NormalEfficacySpecial,3,1,2,1,100,,50,50,0
4666,4666,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4667,4667,Special::NormalEfficacySpecial,1,1,2,1,100,,50,0,0
4674,4674,Special::NormalEfficacySpecial,3,1,2,1,100,,30,30,0
4679,4679,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
4680,4680,Special::ExtraEfficacySpecial,9,3,0,2,30,,0,0,0
4681,4681,Special::NormalEfficacySpecial,1,3,3,1,100,,30,0,0
4682,4682,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0
4683,4683,Special::NormalEfficacySpecial,3,3,3,1,100,,20,20,0
4684,4684,Special::NormalEfficacySpecial,1,3,3,1,100,,30,0,0
4693,4693,Special::ExtraEfficacySpecial,9,3,0,2,100,,0,0,0
4694,4694,Special::ExtraEfficacySpecial,9,3,0,2,100,,0,0,0
4695,4695,Special::ExtraEfficacySpecial,9,3,0,2,100,,0,0,0
4697,4697,Special::NormalEfficacySpecial,1,1,2,99,100,,30,0,0
4698,4698,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4699,4699,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4700,4700,Special::NormalEfficacySpecial,2,1,2,6,100,,30,0,0
4704,4704,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
4708,4708,Special::NormalEfficacySpecial,2,1,2,1,100,,30,0,0
