id,z_battle_first_reward_set_id,item_id,item_type,quantity,card_exp_init
10264,2352,101011,AwakeningItem,1,0
10265,2352,1,PotentialItem,155,0
10266,2352,2,PotentialItem,155,0
10267,2352,3,PotentialItem,155,0
10268,2352,4,PotentialItem,155,0
10269,2353,11,Point::Stone,1,0
10270,2353,100981,AwakeningItem,1,0
10271,2353,100991,AwakeningItem,1,0
10272,2353,101001,AwakeningItem,1,0
10273,2353,101011,AwakeningItem,1,0
10274,2353,1,PotentialItem,155,0
10275,2353,2,PotentialItem,155,0
10276,2353,3,PotentialItem,155,0
10277,2353,4,PotentialItem,155,0
10278,2354,11,Point::Stone,1,0
10279,2354,100981,AwakeningItem,1,0
10280,2354,100991,AwakeningItem,1,0
10281,2354,101001,AwakeningItem,1,0
10282,2354,101011,AwakeningItem,1,0
10283,2354,1,PotentialItem,155,0
10284,2354,2,PotentialItem,155,0
10285,2354,3,PotentialItem,155,0
10286,2354,4,PotentialItem,155,0
10287,2355,11,Point::Stone,1,0
10288,2355,100981,AwakeningItem,1,0
10289,2355,100991,AwakeningItem,1,0
10290,2355,101001,AwakeningItem,1,0
10291,2355,101011,AwakeningItem,1,0
10292,2355,1,PotentialItem,155,0
10293,2355,2,PotentialItem,155,0
10294,2355,3,PotentialItem,155,0
10295,2355,4,PotentialItem,155,0
10296,2356,11,Point::Stone,1,0
10297,2356,100981,AwakeningItem,1,0
10298,2356,100991,AwakeningItem,1,0
10299,2356,101001,AwakeningItem,1,0
10300,2356,101011,AwakeningItem,1,0
10301,2356,1,PotentialItem,155,0
10302,2356,2,PotentialItem,155,0
10303,2356,3,PotentialItem,155,0
10304,2356,4,PotentialItem,155,0
10305,2357,11,Point::Stone,1,0
10306,2357,100981,AwakeningItem,1,0
10307,2357,100991,AwakeningItem,1,0
10308,2357,101001,AwakeningItem,1,0
10309,2357,101011,AwakeningItem,1,0
10310,2357,1,PotentialItem,155,0
10311,2357,2,PotentialItem,155,0
10312,2357,3,PotentialItem,155,0
10313,2357,4,PotentialItem,155,0
10314,2358,11,Point::Stone,1,0
10315,2358,100981,AwakeningItem,2,0
10316,2358,100991,AwakeningItem,2,0
10317,2358,101001,AwakeningItem,2,0
10318,2358,101011,AwakeningItem,2,0
10319,2358,1,PotentialItem,155,0
10320,2358,2,PotentialItem,155,0
10321,2358,3,PotentialItem,155,0
10322,2358,4,PotentialItem,155,0
10323,2359,11,Point::Stone,1,0
10324,2359,100981,AwakeningItem,2,0
10325,2359,100991,AwakeningItem,2,0
10326,2359,101001,AwakeningItem,2,0
10327,2359,101011,AwakeningItem,2,0
10328,2359,1,PotentialItem,155,0
10329,2359,2,PotentialItem,155,0
10330,2359,3,PotentialItem,155,0
10331,2359,4,PotentialItem,155,0
10332,2360,11,Point::Stone,1,0
10333,2360,100981,AwakeningItem,2,0
10334,2360,100991,AwakeningItem,2,0
10335,2360,101001,AwakeningItem,2,0
10336,2360,101011,AwakeningItem,2,0
10337,2360,1,PotentialItem,155,0
10338,2360,2,PotentialItem,155,0
10339,2360,3,PotentialItem,155,0
10340,2360,4,PotentialItem,155,0
10341,2361,11,Point::Stone,1,0
10342,2361,100981,AwakeningItem,3,0
10343,2361,100991,AwakeningItem,3,0
10344,2361,101001,AwakeningItem,3,0
10345,2361,101011,AwakeningItem,3,0
10346,2361,1,PotentialItem,155,0
10347,2361,2,PotentialItem,155,0
10348,2361,3,PotentialItem,155,0
10349,2361,4,PotentialItem,155,0
10350,2362,11,Point::Stone,1,0
10351,2362,100982,AwakeningItem,1,0
10352,2362,100992,AwakeningItem,1,0
10353,2362,101002,AwakeningItem,1,0
10354,2362,101012,AwakeningItem,1,0
10355,2362,6,PotentialItem,100,0
10356,2362,7,PotentialItem,100,0
10357,2362,8,PotentialItem,100,0
10358,2362,9,PotentialItem,100,0
10359,2363,11,Point::Stone,1,0
10360,2363,100982,AwakeningItem,1,0
10361,2363,100992,AwakeningItem,1,0
10362,2363,101002,AwakeningItem,1,0
10363,2363,101012,AwakeningItem,1,0
10364,2363,6,PotentialItem,100,0
10365,2363,7,PotentialItem,100,0
10366,2363,8,PotentialItem,100,0
10367,2363,9,PotentialItem,100,0
10368,2364,11,Point::Stone,1,0
10369,2364,100982,AwakeningItem,2,0
10370,2364,100992,AwakeningItem,2,0
10371,2364,101002,AwakeningItem,2,0
10372,2364,101012,AwakeningItem,2,0
10373,2364,6,PotentialItem,100,0
10374,2364,7,PotentialItem,100,0
10375,2364,8,PotentialItem,100,0
10376,2364,9,PotentialItem,100,0
10377,2365,11,Point::Stone,1,0
10378,2365,100982,AwakeningItem,2,0
10379,2365,100992,AwakeningItem,2,0
10380,2365,101002,AwakeningItem,2,0
10381,2365,101012,AwakeningItem,2,0
10382,2365,6,PotentialItem,100,0
10383,2365,7,PotentialItem,100,0
10384,2365,8,PotentialItem,100,0
10385,2365,9,PotentialItem,100,0
10386,2366,11,Point::Stone,1,0
10387,2366,100982,AwakeningItem,4,0
10388,2366,100992,AwakeningItem,4,0
10389,2366,101002,AwakeningItem,4,0
10390,2366,101012,AwakeningItem,4,0
10391,2366,6,PotentialItem,100,0
10392,2366,7,PotentialItem,100,0
10393,2366,8,PotentialItem,100,0
10394,2366,9,PotentialItem,100,0
10395,2366,1012230,Card,3,0
10396,2367,11,Point::Stone,1,0
10397,2367,100982,AwakeningItem,4,0
10398,2367,100992,AwakeningItem,4,0
10399,2367,101002,AwakeningItem,4,0
10400,2367,101012,AwakeningItem,4,0
10401,2367,6,PotentialItem,100,0
10402,2367,7,PotentialItem,100,0
10403,2367,8,PotentialItem,100,0
10404,2367,9,PotentialItem,100,0
10405,2368,11,Point::Stone,1,0
10406,2368,100982,AwakeningItem,5,0
10407,2368,100992,AwakeningItem,5,0
10408,2368,101002,AwakeningItem,5,0
10409,2368,101012,AwakeningItem,5,0
10410,2368,6,PotentialItem,100,0
10411,2368,7,PotentialItem,100,0
10412,2368,8,PotentialItem,100,0
10413,2368,9,PotentialItem,100,0
10414,2369,11,Point::Stone,1,0
10415,2369,100982,AwakeningItem,6,0
10416,2369,100992,AwakeningItem,6,0
10417,2369,101002,AwakeningItem,6,0
10418,2369,101012,AwakeningItem,6,0
10419,2369,6,PotentialItem,100,0
10420,2369,7,PotentialItem,100,0
10421,2369,8,PotentialItem,100,0
10422,2369,9,PotentialItem,100,0
10423,2370,11,Point::Stone,1,0
10424,2370,100982,AwakeningItem,7,0
10425,2370,100992,AwakeningItem,7,0
10426,2370,101002,AwakeningItem,7,0
10427,2370,101012,AwakeningItem,7,0
10428,2370,6,PotentialItem,100,0
10429,2370,7,PotentialItem,100,0
10430,2370,8,PotentialItem,100,0
10431,2370,9,PotentialItem,100,0
10432,2371,11,Point::Stone,1,0
10433,2371,100982,AwakeningItem,8,0
10434,2371,100992,AwakeningItem,8,0
10435,2371,101002,AwakeningItem,8,0
10436,2371,101012,AwakeningItem,8,0
10437,2371,6,PotentialItem,100,0
10438,2371,7,PotentialItem,100,0
10439,2371,8,PotentialItem,100,0
10440,2371,9,PotentialItem,100,0
10441,2371,1012240,Card,3,0
10442,2372,11,Point::Stone,1,0
10443,2372,100983,AwakeningItem,4,0
10444,2372,100993,AwakeningItem,4,0
10445,2372,101003,AwakeningItem,4,0
10446,2372,101013,AwakeningItem,4,0
10447,2372,11,PotentialItem,10,0
10448,2372,12,PotentialItem,10,0
10449,2372,13,PotentialItem,10,0
10450,2372,14,PotentialItem,10,0
10451,2373,11,Point::Stone,1,0
10452,2373,100983,AwakeningItem,5,0
10453,2373,100993,AwakeningItem,5,0
10454,2373,101003,AwakeningItem,5,0
10455,2373,101013,AwakeningItem,5,0
10456,2373,11,PotentialItem,10,0
10457,2373,12,PotentialItem,10,0
10458,2373,13,PotentialItem,10,0
10459,2373,14,PotentialItem,10,0
10460,2374,11,Point::Stone,1,0
10461,2374,100983,AwakeningItem,6,0
10462,2374,100993,AwakeningItem,6,0
10463,2374,101003,AwakeningItem,6,0
10464,2374,101013,AwakeningItem,6,0
10465,2374,11,PotentialItem,10,0
10466,2374,12,PotentialItem,10,0
10467,2374,13,PotentialItem,10,0
10468,2374,14,PotentialItem,10,0
10469,2375,11,Point::Stone,1,0
10470,2375,100983,AwakeningItem,7,0
10471,2375,100993,AwakeningItem,7,0
10472,2375,101003,AwakeningItem,7,0
10473,2375,101013,AwakeningItem,7,0
10474,2375,11,PotentialItem,10,0
10475,2375,12,PotentialItem,10,0
10476,2375,13,PotentialItem,10,0
10477,2375,14,PotentialItem,10,0
10478,2376,11,Point::Stone,1,0
10479,2376,100983,AwakeningItem,8,0
10480,2376,100993,AwakeningItem,8,0
10481,2376,101003,AwakeningItem,8,0
10482,2376,101013,AwakeningItem,8,0
10483,2376,11,PotentialItem,10,0
10484,2376,12,PotentialItem,10,0
10485,2376,13,PotentialItem,10,0
10486,2376,14,PotentialItem,10,0
10487,2376,1012250,Card,3,0
10488,2377,11,Point::Stone,1,0
10489,2377,100984,AwakeningItem,4,0
10490,2377,100994,AwakeningItem,4,0
10491,2377,101004,AwakeningItem,4,0
10492,2377,101014,AwakeningItem,4,0
10493,2377,11,PotentialItem,10,0
10494,2377,12,PotentialItem,10,0
10495,2377,13,PotentialItem,10,0
10496,2377,14,PotentialItem,10,0
10497,2378,11,Point::Stone,1,0
10498,2378,100984,AwakeningItem,5,0
10499,2378,100994,AwakeningItem,5,0
10500,2378,101004,AwakeningItem,5,0
10501,2378,101014,AwakeningItem,5,0
10502,2378,11,PotentialItem,10,0
10503,2378,12,PotentialItem,10,0
10504,2378,13,PotentialItem,10,0
10505,2378,14,PotentialItem,10,0
10506,2379,11,Point::Stone,1,0
10507,2379,100984,AwakeningItem,6,0
10508,2379,100994,AwakeningItem,6,0
10509,2379,101004,AwakeningItem,6,0
10510,2379,101014,AwakeningItem,6,0
10511,2379,11,PotentialItem,10,0
10512,2379,12,PotentialItem,10,0
10513,2379,13,PotentialItem,10,0
10514,2379,14,PotentialItem,10,0
10515,2380,11,Point::Stone,1,0
10516,2380,100984,AwakeningItem,7,0
10517,2380,100994,AwakeningItem,7,0
10518,2380,101004,AwakeningItem,7,0
10519,2380,101014,AwakeningItem,7,0
10520,2380,11,PotentialItem,10,0
10521,2380,12,PotentialItem,10,0
10522,2380,13,PotentialItem,10,0
10523,2380,14,PotentialItem,10,0
10524,2381,11,Point::Stone,1,0
10525,2381,100984,AwakeningItem,8,0
10526,2381,100994,AwakeningItem,8,0
10527,2381,101004,AwakeningItem,8,0
10528,2381,101014,AwakeningItem,8,0
10529,2381,11,PotentialItem,10,0
10530,2381,12,PotentialItem,10,0
10531,2381,13,PotentialItem,10,0
10532,2381,14,PotentialItem,10,0
10533,2381,1012260,Card,3,0
10534,2382,1005480,Card,1,765122
10535,2383,11,Point::Stone,1,0
10536,2383,101021,AwakeningItem,1,0
10537,2383,101031,AwakeningItem,1,0
10538,2383,101041,AwakeningItem,1,0
10539,2383,101051,AwakeningItem,1,0
10540,2383,101061,AwakeningItem,1,0
10541,2383,2,PotentialItem,185,0
10542,2383,3,PotentialItem,185,0
10543,2383,4,PotentialItem,185,0
10544,2383,5,PotentialItem,185,0
10545,2384,11,Point::Stone,1,0
10546,2384,101021,AwakeningItem,1,0
10547,2384,101031,AwakeningItem,1,0
10548,2384,101041,AwakeningItem,1,0
10549,2384,101051,AwakeningItem,1,0
10550,2384,101061,AwakeningItem,1,0
10551,2384,2,PotentialItem,185,0
10552,2384,3,PotentialItem,185,0
10553,2384,4,PotentialItem,185,0
10554,2384,5,PotentialItem,185,0
10555,2385,11,Point::Stone,1,0
10556,2385,101021,AwakeningItem,1,0
10557,2385,101031,AwakeningItem,1,0
10558,2385,101041,AwakeningItem,1,0
10559,2385,101051,AwakeningItem,1,0
10560,2385,101061,AwakeningItem,1,0
10561,2385,2,PotentialItem,185,0
10562,2385,3,PotentialItem,185,0
10563,2385,4,PotentialItem,185,0
10564,2385,5,PotentialItem,185,0
10565,2386,11,Point::Stone,1,0
10566,2386,101021,AwakeningItem,1,0
10567,2386,101031,AwakeningItem,1,0
10568,2386,101041,AwakeningItem,1,0
10569,2386,101051,AwakeningItem,1,0
10570,2386,101061,AwakeningItem,1,0
10571,2386,2,PotentialItem,185,0
10572,2386,3,PotentialItem,185,0
10573,2386,4,PotentialItem,185,0
10574,2386,5,PotentialItem,185,0
10575,2387,11,Point::Stone,1,0
10576,2387,101021,AwakeningItem,1,0
10577,2387,101031,AwakeningItem,1,0
10578,2387,101041,AwakeningItem,1,0
10579,2387,101051,AwakeningItem,1,0
10580,2387,101061,AwakeningItem,1,0
10581,2387,2,PotentialItem,185,0
10582,2387,3,PotentialItem,185,0
10583,2387,4,PotentialItem,185,0
10584,2387,5,PotentialItem,185,0
10585,2388,11,Point::Stone,1,0
10586,2388,101021,AwakeningItem,1,0
10587,2388,101031,AwakeningItem,1,0
10588,2388,101041,AwakeningItem,1,0
10589,2388,101051,AwakeningItem,1,0
10590,2388,101061,AwakeningItem,1,0
10591,2388,2,PotentialItem,185,0
10592,2388,3,PotentialItem,185,0
10593,2388,4,PotentialItem,185,0
10594,2388,5,PotentialItem,185,0
10595,2389,11,Point::Stone,1,0
10596,2389,101021,AwakeningItem,2,0
10597,2389,101031,AwakeningItem,2,0
10598,2389,101041,AwakeningItem,2,0
10599,2389,101051,AwakeningItem,2,0
10600,2389,101061,AwakeningItem,2,0
10601,2389,2,PotentialItem,185,0
10602,2389,3,PotentialItem,185,0
10603,2389,4,PotentialItem,185,0
10604,2389,5,PotentialItem,185,0
10605,2390,11,Point::Stone,1,0
10606,2390,101021,AwakeningItem,2,0
10607,2390,101031,AwakeningItem,2,0
10608,2390,101041,AwakeningItem,2,0
10609,2390,101051,AwakeningItem,2,0
10610,2390,101061,AwakeningItem,2,0
10611,2390,2,PotentialItem,185,0
10612,2390,3,PotentialItem,185,0
10613,2390,4,PotentialItem,185,0
10614,2390,5,PotentialItem,185,0
10615,2391,11,Point::Stone,1,0
10616,2391,101021,AwakeningItem,2,0
10617,2391,101031,AwakeningItem,2,0
10618,2391,101041,AwakeningItem,2,0
10619,2391,101051,AwakeningItem,2,0
10620,2391,101061,AwakeningItem,2,0
10621,2391,2,PotentialItem,185,0
10622,2391,3,PotentialItem,185,0
10623,2391,4,PotentialItem,185,0
10624,2391,5,PotentialItem,185,0
10625,2392,11,Point::Stone,1,0
10626,2392,101021,AwakeningItem,3,0
10627,2392,101031,AwakeningItem,3,0
10628,2392,101041,AwakeningItem,3,0
10629,2392,101051,AwakeningItem,3,0
10630,2392,101061,AwakeningItem,3,0
10631,2392,2,PotentialItem,185,0
10632,2392,3,PotentialItem,185,0
10633,2392,4,PotentialItem,185,0
10634,2392,5,PotentialItem,185,0
10635,2392,1012260,Card,2,0
10636,2393,11,Point::Stone,1,0
10637,2393,101022,AwakeningItem,1,0
10638,2393,101032,AwakeningItem,1,0
10639,2393,101042,AwakeningItem,1,0
10640,2393,101052,AwakeningItem,1,0
10641,2393,101062,AwakeningItem,1,0
10642,2393,7,PotentialItem,125,0
10643,2393,8,PotentialItem,125,0
10644,2393,9,PotentialItem,125,0
10645,2393,10,PotentialItem,125,0
10646,2394,11,Point::Stone,1,0
10647,2394,101022,AwakeningItem,1,0
10648,2394,101032,AwakeningItem,1,0
10649,2394,101042,AwakeningItem,1,0
10650,2394,101052,AwakeningItem,1,0
10651,2394,101062,AwakeningItem,1,0
10652,2394,7,PotentialItem,125,0
10653,2394,8,PotentialItem,125,0
10654,2394,9,PotentialItem,125,0
10655,2394,10,PotentialItem,125,0
10656,2395,11,Point::Stone,1,0
10657,2395,101022,AwakeningItem,2,0
10658,2395,101032,AwakeningItem,2,0
10659,2395,101042,AwakeningItem,2,0
10660,2395,101052,AwakeningItem,2,0
10661,2395,101062,AwakeningItem,2,0
10662,2395,7,PotentialItem,125,0
10663,2395,8,PotentialItem,125,0
10664,2395,9,PotentialItem,125,0
10665,2395,10,PotentialItem,125,0
10666,2396,11,Point::Stone,1,0
10667,2396,101022,AwakeningItem,2,0
10668,2396,101032,AwakeningItem,2,0
10669,2396,101042,AwakeningItem,2,0
10670,2396,101052,AwakeningItem,2,0
10671,2396,101062,AwakeningItem,2,0
10672,2396,7,PotentialItem,125,0
10673,2396,8,PotentialItem,125,0
10674,2396,9,PotentialItem,125,0
10675,2396,10,PotentialItem,125,0
10676,2397,11,Point::Stone,1,0
10677,2397,101022,AwakeningItem,4,0
10678,2397,101032,AwakeningItem,4,0
10679,2397,101042,AwakeningItem,4,0
10680,2397,101052,AwakeningItem,4,0
10681,2397,101062,AwakeningItem,4,0
10682,2397,7,PotentialItem,125,0
10683,2397,8,PotentialItem,125,0
10684,2397,9,PotentialItem,125,0
10685,2397,10,PotentialItem,125,0
10686,2397,1012250,Card,2,0
10687,2398,11,Point::Stone,1,0
10688,2398,101022,AwakeningItem,4,0
10689,2398,101032,AwakeningItem,4,0
10690,2398,101042,AwakeningItem,4,0
10691,2398,101052,AwakeningItem,4,0
10692,2398,101062,AwakeningItem,4,0
10693,2398,7,PotentialItem,125,0
10694,2398,8,PotentialItem,125,0
10695,2398,9,PotentialItem,125,0
10696,2398,10,PotentialItem,125,0
10697,2399,11,Point::Stone,1,0
10698,2399,101022,AwakeningItem,5,0
10699,2399,101032,AwakeningItem,5,0
10700,2399,101042,AwakeningItem,5,0
10701,2399,101052,AwakeningItem,5,0
10702,2399,101062,AwakeningItem,5,0
10703,2399,7,PotentialItem,125,0
10704,2399,8,PotentialItem,125,0
10705,2399,9,PotentialItem,125,0
10706,2399,10,PotentialItem,125,0
10707,2400,11,Point::Stone,1,0
10708,2400,101022,AwakeningItem,6,0
10709,2400,101032,AwakeningItem,6,0
10710,2400,101042,AwakeningItem,6,0
10711,2400,101052,AwakeningItem,6,0
10712,2400,101062,AwakeningItem,6,0
10713,2400,7,PotentialItem,125,0
10714,2400,8,PotentialItem,125,0
10715,2400,9,PotentialItem,125,0
10716,2400,10,PotentialItem,125,0
10717,2401,11,Point::Stone,1,0
10718,2401,101022,AwakeningItem,7,0
10719,2401,101032,AwakeningItem,7,0
10720,2401,101042,AwakeningItem,7,0
10721,2401,101052,AwakeningItem,7,0
10722,2401,101062,AwakeningItem,7,0
10723,2401,7,PotentialItem,125,0
10724,2401,8,PotentialItem,125,0
10725,2401,9,PotentialItem,125,0
10726,2401,10,PotentialItem,125,0
10727,2402,11,Point::Stone,1,0
10728,2402,101022,AwakeningItem,8,0
10729,2402,101032,AwakeningItem,8,0
10730,2402,101042,AwakeningItem,8,0
10731,2402,101052,AwakeningItem,8,0
10732,2402,101062,AwakeningItem,8,0
10733,2402,7,PotentialItem,125,0
10734,2402,8,PotentialItem,125,0
10735,2402,9,PotentialItem,125,0
10736,2402,10,PotentialItem,125,0
10737,2402,1012240,Card,2,0
10738,2403,11,Point::Stone,1,0
10739,2403,101023,AwakeningItem,4,0
10740,2403,101033,AwakeningItem,4,0
10741,2403,101043,AwakeningItem,4,0
10742,2403,101053,AwakeningItem,4,0
10743,2403,101063,AwakeningItem,4,0
10744,2403,12,PotentialItem,12,0
10745,2403,13,PotentialItem,12,0
10746,2403,14,PotentialItem,12,0
10747,2403,15,PotentialItem,12,0
10748,2404,11,Point::Stone,1,0
10749,2404,101023,AwakeningItem,5,0
10750,2404,101033,AwakeningItem,5,0
10751,2404,101043,AwakeningItem,5,0
10752,2404,101053,AwakeningItem,5,0
10753,2404,101063,AwakeningItem,5,0
10754,2404,12,PotentialItem,12,0
10755,2404,13,PotentialItem,12,0
10756,2404,14,PotentialItem,12,0
10757,2404,15,PotentialItem,12,0
10758,2405,11,Point::Stone,1,0
10759,2405,101023,AwakeningItem,6,0
10760,2405,101033,AwakeningItem,6,0
10761,2405,101043,AwakeningItem,6,0
10762,2405,101053,AwakeningItem,6,0
10763,2405,101063,AwakeningItem,6,0
10764,2405,12,PotentialItem,12,0
10765,2405,13,PotentialItem,12,0
10766,2405,14,PotentialItem,12,0
10767,2405,15,PotentialItem,12,0
10768,2406,11,Point::Stone,1,0
10769,2406,101023,AwakeningItem,7,0
10770,2406,101033,AwakeningItem,7,0
10771,2406,101043,AwakeningItem,7,0
10772,2406,101053,AwakeningItem,7,0
10773,2406,101063,AwakeningItem,7,0
10774,2406,12,PotentialItem,12,0
10775,2406,13,PotentialItem,12,0
10776,2406,14,PotentialItem,12,0
10777,2406,15,PotentialItem,12,0
10778,2407,11,Point::Stone,1,0
10779,2407,101023,AwakeningItem,8,0
10780,2407,101033,AwakeningItem,8,0
10781,2407,101043,AwakeningItem,8,0
10782,2407,101053,AwakeningItem,8,0
10783,2407,101063,AwakeningItem,8,0
10784,2407,12,PotentialItem,12,0
10785,2407,13,PotentialItem,12,0
10786,2407,14,PotentialItem,12,0
10787,2407,15,PotentialItem,12,0
10788,2407,1012270,Card,2,0
10789,2408,11,Point::Stone,1,0
10790,2408,101024,AwakeningItem,4,0
10791,2408,101034,AwakeningItem,4,0
10792,2408,101044,AwakeningItem,4,0
10793,2408,101054,AwakeningItem,4,0
10794,2408,101064,AwakeningItem,4,0
10795,2408,12,PotentialItem,12,0
10796,2408,13,PotentialItem,12,0
10797,2408,14,PotentialItem,12,0
10798,2408,15,PotentialItem,12,0
10799,2409,11,Point::Stone,1,0
10800,2409,101024,AwakeningItem,5,0
10801,2409,101034,AwakeningItem,5,0
10802,2409,101044,AwakeningItem,5,0
10803,2409,101054,AwakeningItem,5,0
10804,2409,101064,AwakeningItem,5,0
10805,2409,12,PotentialItem,12,0
10806,2409,13,PotentialItem,12,0
10807,2409,14,PotentialItem,12,0
10808,2409,15,PotentialItem,12,0
10809,2410,11,Point::Stone,1,0
10810,2410,101024,AwakeningItem,6,0
10811,2410,101034,AwakeningItem,6,0
10812,2410,101044,AwakeningItem,6,0
10813,2410,101054,AwakeningItem,6,0
10814,2410,101064,AwakeningItem,6,0
10815,2410,12,PotentialItem,12,0
10816,2410,13,PotentialItem,12,0
10817,2410,14,PotentialItem,12,0
10818,2410,15,PotentialItem,12,0
10819,2411,11,Point::Stone,1,0
10820,2411,101024,AwakeningItem,7,0
10821,2411,101034,AwakeningItem,7,0
10822,2411,101044,AwakeningItem,7,0
10823,2411,101054,AwakeningItem,7,0
10824,2411,101064,AwakeningItem,7,0
10825,2411,12,PotentialItem,12,0
10826,2411,13,PotentialItem,12,0
10827,2411,14,PotentialItem,12,0
10828,2411,15,PotentialItem,12,0
10829,2412,11,Point::Stone,1,0
10830,2412,101024,AwakeningItem,8,0
10831,2412,101034,AwakeningItem,8,0
10832,2412,101044,AwakeningItem,8,0
10833,2412,101054,AwakeningItem,8,0
10834,2412,101064,AwakeningItem,8,0
10835,2412,12,PotentialItem,12,0
10836,2412,13,PotentialItem,12,0
10837,2412,14,PotentialItem,12,0
10838,2412,15,PotentialItem,12,0
10839,2412,1012270,Card,2,0
10840,2413,1005480,Card,1,765122
10841,2414,11,Point::Stone,3,0
10842,2414,101074,AwakeningItem,3,0
10843,2414,1,PotentialItem,430,0
10844,2414,6,PotentialItem,240,0
10845,2414,11,PotentialItem,20,0
10846,2415,11,Point::Stone,3,0
10847,2415,101074,AwakeningItem,3,0
10848,2415,1,PotentialItem,430,0
10849,2415,6,PotentialItem,240,0
10850,2415,11,PotentialItem,20,0
10851,2416,11,Point::Stone,3,0
10852,2416,101074,AwakeningItem,4,0
10853,2416,1,PotentialItem,430,0
10854,2416,6,PotentialItem,240,0
10855,2416,11,PotentialItem,20,0
10856,2417,11,Point::Stone,3,0
10857,2417,101074,AwakeningItem,5,0
10858,2417,1,PotentialItem,430,0
10859,2417,6,PotentialItem,240,0
10860,2417,11,PotentialItem,20,0
10861,2418,11,Point::Stone,3,0
10862,2418,101074,AwakeningItem,5,0
10863,2418,1,PotentialItem,430,0
10864,2418,6,PotentialItem,240,0
10865,2418,11,PotentialItem,20,0
10866,2418,1012230,Card,2,0
10867,2419,11,Point::Stone,3,0
10868,2419,101074,AwakeningItem,5,0
10869,2419,1,PotentialItem,430,0
10870,2419,6,PotentialItem,240,0
10871,2419,11,PotentialItem,20,0
10872,2420,11,Point::Stone,3,0
10873,2420,101074,AwakeningItem,5,0
10874,2420,1,PotentialItem,430,0
10875,2420,6,PotentialItem,240,0
10876,2420,11,PotentialItem,20,0
10877,2421,11,Point::Stone,3,0
10878,2421,101074,AwakeningItem,5,0
10879,2421,1,PotentialItem,430,0
10880,2421,6,PotentialItem,240,0
10881,2421,11,PotentialItem,20,0
10882,2422,11,Point::Stone,3,0
10883,2422,101074,AwakeningItem,5,0
10884,2422,1,PotentialItem,430,0
10885,2422,6,PotentialItem,240,0
10886,2422,11,PotentialItem,20,0
10887,2423,11,Point::Stone,3,0
10888,2423,101074,AwakeningItem,5,0
10889,2423,1,PotentialItem,430,0
10890,2423,6,PotentialItem,240,0
10891,2423,11,PotentialItem,20,0
10892,2423,1012230,Card,3,0
10893,2424,1005480,Card,1,765122
10894,2425,11,Point::Stone,1,0
10895,2425,101081,AwakeningItem,1,0
10896,2425,101091,AwakeningItem,1,0
10897,2425,4,PotentialItem,370,0
10898,2426,11,Point::Stone,1,0
10899,2426,101081,AwakeningItem,1,0
10900,2426,101091,AwakeningItem,1,0
10901,2426,9,PotentialItem,270,0
10902,2427,11,Point::Stone,1,0
10903,2427,101081,AwakeningItem,1,0
10904,2427,101091,AwakeningItem,1,0
10905,2427,14,PotentialItem,20,0
10906,2428,11,Point::Stone,1,0
10907,2428,101081,AwakeningItem,1,0
10908,2428,101091,AwakeningItem,1,0
10909,2428,4,PotentialItem,370,0
10910,2429,11,Point::Stone,1,0
10911,2429,101081,AwakeningItem,1,0
10912,2429,101091,AwakeningItem,1,0
10913,2429,9,PotentialItem,270,0
10914,2429,1012260,Card,1,0
10915,2430,11,Point::Stone,1,0
10916,2430,101081,AwakeningItem,1,0
10917,2430,101091,AwakeningItem,1,0
10918,2430,12,PotentialItem,20,0
10919,2431,11,Point::Stone,1,0
10920,2431,101081,AwakeningItem,2,0
10921,2431,101091,AwakeningItem,2,0
10922,2431,2,PotentialItem,370,0
10923,2432,11,Point::Stone,1,0
10924,2432,101081,AwakeningItem,2,0
10925,2432,101091,AwakeningItem,2,0
10926,2432,7,PotentialItem,270,0
10927,2433,11,Point::Stone,1,0
10928,2433,101081,AwakeningItem,2,0
10929,2433,101091,AwakeningItem,2,0
10930,2433,12,PotentialItem,20,0
10931,2434,11,Point::Stone,1,0
10932,2434,101081,AwakeningItem,3,0
10933,2434,101091,AwakeningItem,3,0
10934,2434,2,PotentialItem,370,0
10935,2434,7,PotentialItem,270,0
10936,2434,12,PotentialItem,20,0
10937,2434,1012240,Card,1,0
10938,2435,11,Point::Stone,1,0
10939,2435,101082,AwakeningItem,1,0
10940,2435,101092,AwakeningItem,1,0
10941,2435,4,PotentialItem,430,0
10942,2436,11,Point::Stone,1,0
10943,2436,101082,AwakeningItem,1,0
10944,2436,101092,AwakeningItem,1,0
10945,2436,9,PotentialItem,330,0
10946,2437,11,Point::Stone,1,0
10947,2437,101082,AwakeningItem,2,0
10948,2437,101092,AwakeningItem,2,0
10949,2437,14,PotentialItem,30,0
10950,2438,11,Point::Stone,1,0
10951,2438,101082,AwakeningItem,2,0
10952,2438,101092,AwakeningItem,2,0
10953,2438,4,PotentialItem,430,0
10954,2439,11,Point::Stone,1,0
10955,2439,101082,AwakeningItem,4,0
10956,2439,101092,AwakeningItem,4,0
10957,2439,9,PotentialItem,330,0
10958,2439,1012260,Card,2,0
10959,2440,11,Point::Stone,1,0
10960,2440,101082,AwakeningItem,4,0
10961,2440,101092,AwakeningItem,4,0
10962,2440,12,PotentialItem,30,0
10963,2441,11,Point::Stone,1,0
10964,2441,101082,AwakeningItem,5,0
10965,2441,101092,AwakeningItem,5,0
10966,2441,2,PotentialItem,430,0
