id,escalation_type,level,escalation_value
108018,108003,7,140
108019,108001,8,120
108020,108002,8,164
108021,108001,9,121
108022,108002,9,186
108023,108003,9,145
108024,108000,10,240
108025,108001,10,122
108026,108002,10,214
108027,108003,10,150
108028,108000,11,245
108029,108001,11,126
108030,108002,11,219
109000,109000,1,100
109001,109001,1,100
109002,109002,1,100
109003,109003,1,130
109004,109001,2,103
109005,109000,3,108
109006,109001,3,103
109007,109002,3,100
109008,109000,4,123
109009,109001,4,113
109010,109002,4,115
109011,109003,4,135
109012,109000,6,162
109013,109001,6,130
109014,109002,6,115
109015,109000,7,177
109016,109001,7,130
109017,109002,7,130
109018,109003,7,140
109019,109001,8,135
109020,109002,8,145
109021,109001,9,135
109022,109002,9,160
109023,109003,9,145
109024,109000,10,208
109025,109001,10,139
109026,109002,10,180
109027,109003,10,150
109028,109000,11,212
109029,109001,11,150
109030,109002,11,183
110000,110000,1,100
110001,110001,1,100
110002,110002,1,100
110003,110003,1,100
110004,110001,2,126
110005,110002,3,100
110006,110000,7,116
110007,110000,15,159
110008,110003,17,100
110009,110000,18,165
110010,110003,18,115
110011,110003,25,115
110012,110003,26,125
110013,110000,28,212
110014,110001,28,317
110015,110002,28,1313
110016,110000,30,222
110017,110001,30,325
110018,110002,30,1313
110019,110003,30,125
110020,110000,31,223
110021,110001,31,327
110022,110002,31,1346
111000,111000,1,100
111001,111001,1,100
111002,111002,1,100
111003,111003,1,130
111004,111001,2,102
111005,111000,3,106
111006,111001,3,102
111007,111002,3,100
111008,111000,4,119
111009,111001,4,109
111010,111002,4,109
111011,111003,4,135
111012,111000,6,150
111013,111001,6,121
111014,111002,6,109
111015,111000,7,163
111016,111001,7,127
111017,111002,7,118
111018,111003,7,140
111019,111001,8,133
111020,111002,8,126
111021,111001,9,133
111022,111002,9,135
111023,111003,9,145
111024,111000,10,172
111025,111001,10,139
111026,111002,10,147
111027,111003,10,150
111028,111000,11,175
111029,111001,11,147
111030,111002,11,149
112000,112000,1,100
112001,112001,1,100
112002,112002,1,100
112003,112003,1,100
112004,112001,2,126
112005,112002,3,100
112006,112000,7,116
112007,112000,15,159
112008,112003,17,100
112009,112000,18,165
112010,112003,18,115
112011,112003,25,115
112012,112003,26,125
112013,112000,28,212
112014,112001,28,317
112015,112002,28,1313
112016,112000,30,222
112017,112001,30,325
112018,112002,30,1313
112019,112003,30,125
112020,112000,31,223
112021,112001,31,327
112022,112002,31,1346
113000,113000,1,100
113001,113001,1,100
113002,113002,1,100
113003,113003,1,130
113004,113001,2,102
113005,113000,3,106
113006,113001,3,102
113007,113002,3,100
113008,113000,4,119
113009,113001,4,109
113010,113002,4,109
113011,113003,4,135
113012,113000,6,150
113013,113001,6,121
113014,113002,6,109
113015,113000,7,163
113016,113001,7,127
113017,113002,7,118
113018,113003,7,140
113019,113001,8,133
113020,113002,8,126
113021,113001,9,133
113022,113002,9,135
113023,113003,9,145
113024,113000,10,172
113025,113001,10,139
113026,113002,10,147
113027,113003,10,150
113028,113000,11,175
113029,113001,11,147
113030,113002,11,149
114000,114000,1,100
114001,114001,1,100
114002,114002,1,100
114003,114003,1,100
114004,114001,2,107
114005,114002,3,100
114006,114000,7,123
114007,114000,15,150
114008,114003,17,100
114009,114000,18,168
114010,114003,18,115
114011,114000,20,173
114012,114001,20,244
114013,114003,25,115
114014,114003,26,125
114015,114000,28,233
114016,114001,28,431
114017,114002,28,1313
114018,114000,30,242
114019,114001,30,467
114020,114002,30,1313
114021,114003,30,125
114022,114000,31,243
114023,114001,31,468
114024,114002,31,1346
115000,115000,1,100
115001,115001,1,100
115002,115002,1,100
115003,115003,1,100
115004,115001,2,100
115005,115002,3,100
115006,115000,7,136
115007,115000,15,192
115008,115003,17,100
115009,115000,18,207
115010,115003,18,115
115011,115003,25,115
115012,115003,26,125
115013,115000,28,230
115014,115001,28,159
115015,115002,28,1313
115016,115000,30,239
115017,115001,30,166
115018,115002,30,1313
115019,115003,30,125
115020,115000,31,240
115021,115001,31,168
115022,115002,31,1346
116000,116000,1,100
116001,116001,1,100
116002,116002,1,100
116003,116003,1,100
116004,116001,2,107
116005,116002,3,100
116006,116000,7,136
116007,116000,15,192
116008,116003,17,100
116009,116000,18,207
116010,116003,18,115
116011,116003,25,115
116012,116003,26,125
116013,116000,28,230
116014,116001,28,431
116015,116002,28,1313
116016,116000,30,239
116017,116001,30,467
116018,116002,30,1313
116019,116003,30,125
116020,116000,31,240
116021,116001,31,468
116022,116002,31,1346
117000,117000,1,100
117001,117001,1,100
117002,117002,1,100
117003,117003,1,100
117004,117001,2,100
117005,117002,3,100
117006,117000,7,136
117007,117000,15,192
117008,117003,17,100
117009,117000,18,207
117010,117003,18,115
117011,117003,25,115
117012,117003,26,125
117013,117000,28,230
117014,117001,28,159
117015,117002,28,1313
117016,117000,30,239
117017,117001,30,166
117018,117002,30,1313
117019,117003,30,125
117020,117000,31,240
117021,117001,31,168
117022,117002,31,1346
118000,118000,1,100
118001,118001,1,100
118002,118002,1,100
118003,118003,1,130
118004,118001,2,102
118005,118000,3,106
118006,118001,3,102
118007,118002,3,100
118008,118000,4,119
118009,118001,4,109
118010,118002,4,109
118011,118003,4,135
118012,118000,6,150
118013,118001,6,112
118014,118002,6,109
118015,118000,7,163
118016,118001,7,118
118017,118002,7,118
118018,118003,7,140
118019,118001,8,127
118020,118002,8,126
118021,118001,9,133
118022,118002,9,135
118023,118003,9,145
118024,118000,10,172
118025,118001,10,139
118026,118002,10,147
118027,118003,10,150
118028,118000,11,175
118029,118001,11,147
118030,118002,11,149
119000,119000,1,100
119001,119001,1,100
119002,119002,1,100
119003,119003,1,100
119004,119001,2,107
119005,119002,3,100
119006,119000,7,136
119007,119000,15,192
119008,119003,17,100
119009,119000,18,207
119010,119003,18,115
119011,119003,25,115
119012,119003,26,125
119013,119000,28,230
119014,119001,28,294
119015,119002,28,1313
119016,119000,30,239
119017,119001,30,317
119018,119002,30,1313
119019,119003,30,125
119020,119000,31,240
119021,119001,31,318
119022,119002,31,1346
120000,120000,1,100
120001,120001,1,100
120002,120002,1,100
120003,120003,1,100
120004,120001,2,107
120005,120002,3,100
120006,120000,7,136
120007,120000,15,192
120008,120003,17,100
120009,120000,18,207
120010,120003,18,115
120011,120003,25,115
120012,120003,26,125
120013,120000,28,230
120014,120001,28,431
120015,120002,28,1313
120016,120000,30,239
120017,120001,30,467
120018,120002,30,1313
120019,120003,30,125
120020,120000,31,240
120021,120001,31,468
120022,120002,31,1346
121000,121000,1,100
121001,121001,1,100
121002,121002,1,100
121003,121003,1,100
121004,121001,2,107
121005,121002,3,100
121006,121000,7,136
121007,121000,15,192
121008,121003,17,100
121009,121000,18,207
121010,121003,18,115
121011,121003,25,115
121012,121003,26,125
121013,121000,28,230
121014,121001,28,431
121015,121002,28,1313
121016,121000,30,239
121017,121001,30,467
121018,121002,30,1313
121019,121003,30,125
121020,121000,31,240
121021,121001,31,468
121022,121002,31,1346
122000,122000,1,100
122001,122001,1,100
122002,122002,1,100
122003,122003,1,100
122004,122001,2,100
122005,122002,3,100
122006,122000,7,136
122007,122000,15,192
122008,122003,17,100
122009,122000,18,207
122010,122003,18,115
122011,122003,25,115
122012,122003,26,125
122013,122000,28,230
122014,122001,28,159
122015,122002,28,1313
122016,122000,30,239
122017,122001,30,166
122018,122002,30,1313
122019,122003,30,125
122020,122000,31,240
122021,122001,31,168
122022,122002,31,1346
123000,123000,1,100
123001,123001,1,100
123002,123002,1,100
123003,123003,1,100
123004,123001,2,100
123005,123002,3,100
123006,123000,7,136
123007,123000,15,192
123008,123003,17,100
123009,123000,18,207
123010,123003,18,115
123011,123003,25,115
123012,123003,26,125
123013,123000,28,230
123014,123001,28,159
123015,123002,28,1313
123016,123000,30,239
123017,123001,30,166
123018,123002,30,1313
123019,123003,30,125
123020,123000,31,240
123021,123001,31,168
123022,123002,31,1346
124000,124000,1,100
124001,124001,1,100
124002,124002,1,100
124003,124003,1,130
124004,124001,2,104
124005,124000,3,107
124006,124001,3,104
124007,124002,3,100
124008,124000,4,121
124009,124001,4,113
124010,124002,4,121
124011,124003,4,135
124012,124000,6,136
124013,124001,6,121
124014,124002,6,121
124015,124000,7,150
124016,124001,7,129
124017,124002,7,143
124018,124003,7,140
124019,124001,8,133
124020,124002,8,164
124021,124001,9,133
124022,124002,9,186
124023,124003,9,145
124024,124000,10,179
124025,124001,10,137
124026,124002,10,214
124027,124003,10,150
124028,124000,11,182
124029,124001,11,138
124030,124002,11,219
125000,125000,1,100
125001,125001,1,100
125002,125002,1,100
125003,125003,1,100
125004,125001,2,107
125005,125002,3,100
125006,125000,7,136
125007,125000,15,215
125008,125003,17,100
125009,125000,18,230
125010,125003,18,115
125011,125003,25,115
125012,125003,26,125
125013,125000,28,275
125014,125001,28,431
125015,125002,28,1641
125016,125000,30,285
125017,125001,30,467
125018,125002,30,1641
125019,125003,30,125
125020,125000,31,286
125021,125001,31,468
125022,125002,31,1674
126000,126000,1,100
126001,126001,1,100
126002,126002,1,100
126003,126003,1,105
126004,126001,2,100
126005,126002,3,100
126006,126000,7,136
126007,126000,15,192
126008,126003,17,105
126009,126000,18,207
126010,126003,18,125
126011,126003,25,125
126012,126003,26,135
126013,126000,28,230
126014,126001,28,235
126015,126002,28,1313
126016,126000,30,239
126017,126001,30,260
126018,126002,30,1313
126019,126003,30,135
126020,126000,31,240
126021,126001,31,261
126022,126002,31,1346
127000,127000,1,100
127001,127001,1,100
127002,127002,1,100
127003,127003,1,130
127004,127001,2,102
127005,127000,3,106
127006,127001,3,102
127007,127002,3,100
127008,127000,4,119
127009,127001,4,109
127010,127002,4,109
127011,127003,4,135
127012,127000,6,150
127013,127001,6,112
127014,127002,6,109
127015,127000,7,163
127016,127001,7,122
127017,127002,7,118
127018,127003,7,140
127019,127001,8,127
127020,127002,8,126
127021,127001,9,133
127022,127002,9,135
127023,127003,9,145
127024,127000,10,172
127025,127001,10,139
127026,127002,10,147
127027,127003,10,150
127028,127000,11,175
127029,127001,11,147
127030,127002,11,149
128000,128000,1,100
128001,128001,1,100
128002,128002,1,100
128003,128003,1,130
128004,128001,2,104
128005,128000,3,107
128006,128001,3,104
128007,128002,3,100
128008,128000,4,121
128009,128001,4,113
128010,128002,4,121
128011,128003,4,135
128012,128000,6,136
128013,128001,6,121
128014,128002,6,121
128015,128000,7,150
128016,128001,7,129
128017,128002,7,143
128018,128003,7,140
128019,128001,8,133
128020,128002,8,164
128021,128001,9,133
128022,128002,9,186
128023,128003,9,145
128024,128000,10,179
128025,128001,10,137
128026,128002,10,214
128027,128003,10,150
128028,128000,11,182
128029,128001,11,138
128030,128002,11,219
129000,129000,1,100
129001,129001,1,100
129002,129002,1,100
129003,129003,1,100
129004,129001,2,107
129005,129002,3,100
129006,129000,7,136
129007,129000,15,192
129008,129003,17,100
129009,129000,18,207
129010,129003,18,115
129011,129003,25,115
129012,129003,26,125
129013,129000,28,230
129014,129001,28,421
129015,129002,28,1313
129016,129000,30,239
129017,129001,30,457
129018,129002,30,1313
129019,129003,30,125
129020,129000,31,240
129021,129001,31,468
129022,129002,31,1346
130000,130000,1,100
130001,130001,1,100
130002,130002,1,100
130003,130003,1,130
130004,130001,2,102
130005,130000,3,106
130006,130001,3,102
130007,130002,3,100
130008,130000,4,119
130009,130001,4,109
130010,130002,4,109
130011,130003,4,135
130012,130000,6,150
130013,130001,6,121
130014,130002,6,109
130015,130000,7,163
130016,130001,7,127
130017,130002,7,118
130018,130003,7,140
130019,130001,8,133
130020,130002,8,126
130021,130001,9,133
130022,130002,9,135
130023,130003,9,145
130024,130000,10,172
130025,130001,10,139
130026,130002,10,147
130027,130003,10,150
130028,130000,11,175
130029,130001,11,147
130030,130002,11,149
131000,131000,1,100
131001,131001,1,100
131002,131002,1,100
131003,131003,1,130
131004,131001,2,103
131005,131000,3,108
131006,131001,3,103
131007,131002,3,100
131008,131000,4,123
131009,131001,4,113
131010,131002,4,115
131011,131003,4,135
131012,131000,6,162
131013,131001,6,130
131014,131002,6,115
131015,131000,7,177
131016,131001,7,130
131017,131002,7,130
131018,131003,7,140
131019,131001,8,135
131020,131002,8,145
131021,131001,9,135
131022,131002,9,160
131023,131003,9,145
131024,131000,10,208
131025,131001,10,139
131026,131002,10,180
131027,131003,10,150
131028,131000,11,212
131029,131001,11,150
131030,131002,11,183
132000,132000,1,100
132001,132001,1,100
132002,132002,1,100
132003,132003,1,100
132004,132001,2,107
132005,132002,3,100
132006,132000,7,136
132007,132000,15,215
132008,132003,17,100
132009,132000,18,230
132010,132003,18,115
132011,132003,25,115
132012,132003,26,125
132013,132000,28,275
132014,132001,28,431
132015,132002,28,1641
132016,132000,30,285
132017,132001,30,467
132018,132002,30,1641
132019,132003,30,125
132020,132000,31,286
132021,132001,31,468
132022,132002,31,1674
133000,133000,1,100
133001,133001,1,100
133002,133002,1,100
133003,133003,1,130
133004,133001,2,103
133005,133000,3,108
133006,133001,3,103
133007,133002,3,100
133008,133000,4,123
133009,133001,4,113
133010,133002,4,115
133011,133003,4,135
133012,133000,6,162
133013,133001,6,130
133014,133002,6,115
133015,133000,7,177
133016,133001,7,130
133017,133002,7,130
133018,133003,7,140
133019,133001,8,135
133020,133002,8,145
133021,133001,9,135
133022,133002,9,160
133023,133003,9,145
133024,133000,10,208
133025,133001,10,139
133026,133002,10,180
133027,133003,10,150
133028,133000,11,212
133029,133001,11,150
133030,133002,11,183
134000,134000,1,100
134001,134001,1,100
134002,134002,1,100
134003,134003,1,130
134004,134001,2,102
134005,134000,3,106
134006,134001,3,102
134007,134002,3,100
134008,134000,4,119
134009,134001,4,109
134010,134002,4,109
134011,134003,4,135
134012,134000,6,150
134013,134001,6,112
134014,134002,6,109
134015,134000,7,163
134016,134001,7,118
134017,134002,7,118
134018,134003,7,140
134019,134001,8,127
134020,134002,8,126
134021,134001,9,133
134022,134002,9,135
134023,134003,9,145
134024,134000,10,172
134025,134001,10,139
134026,134002,10,147
134027,134003,10,150
134028,134000,11,175
134029,134001,11,147
134030,134002,11,149
135000,135000,1,100
135001,135001,1,100
135002,135002,1,100
135003,135003,1,130
135004,135001,2,104
135005,135000,3,107
135006,135001,3,104
135007,135002,3,100
135008,135000,4,121
135009,135001,4,113
135010,135002,4,121
135011,135003,4,135
135012,135000,6,136
135013,135001,6,121
135014,135002,6,121
135015,135000,7,150
135016,135001,7,129
135017,135002,7,143
135018,135003,7,140
135019,135001,8,133
135020,135002,8,164
135021,135001,9,133
135022,135002,9,186
135023,135003,9,145
135024,135000,10,179
135025,135001,10,137
135026,135002,10,214
135027,135003,10,150
135028,135000,11,182
135029,135001,11,138
135030,135002,11,219
136000,136000,1,100
136001,136001,1,100
136002,136002,1,100
136003,136003,1,100
136004,136001,2,107
136005,136002,3,100
136006,136000,7,136
136007,136000,15,215
136008,136003,17,100
136009,136000,18,230
136010,136003,18,115
136011,136003,25,115
136012,136003,26,125
136013,136000,28,275
136014,136001,28,431
136015,136002,28,1641
136016,136000,30,285
136017,136001,30,467
136018,136002,30,1641
136019,136003,30,125
136020,136000,31,286
136021,136001,31,468
136022,136002,31,1674
137000,137000,1,100
137001,137001,1,100
137002,137002,1,100
137003,137003,1,130
137004,137001,2,105
137005,137000,3,108
137006,137001,3,105
137007,137002,3,100
137008,137000,4,123
137009,137001,4,110
137010,137002,4,115
137011,137003,4,135
137012,137000,6,162
137013,137001,6,120
137014,137002,6,115
137015,137000,7,177
137016,137001,7,120
137017,137002,7,130
137018,137003,7,140
137019,137001,8,135
137020,137002,8,145
137021,137001,9,135
137022,137002,9,160
137023,137003,9,145
137024,137000,10,208
137025,137001,10,150
137026,137002,10,180
137027,137003,10,150
137028,137000,11,212
137029,137001,11,160
137030,137002,11,183
138000,138000,1,100
138001,138001,1,100
138002,138002,1,100
138003,138003,1,100
138004,138001,2,107
138005,138002,3,100
138006,138000,7,136
138007,138000,15,192
138008,138003,17,100
138009,138000,18,207
138010,138003,18,115
138011,138003,25,115
138012,138003,26,125
138013,138000,28,230
138014,138001,28,421
138015,138002,28,1313
138016,138000,30,239
138017,138001,30,457
138018,138002,30,1313
138019,138003,30,125
138020,138000,31,240
138021,138001,31,468
138022,138002,31,1346
139000,139000,1,100
139001,139001,1,100
139002,139002,1,100
139003,139003,1,100
139004,139001,2,107
139005,139002,3,100
139006,139000,7,136
139007,139000,15,192
139008,139003,17,100
139009,139000,18,207
139010,139003,18,115
139011,139003,25,115
139012,139003,26,125
139013,139000,28,230
139014,139001,28,294
139015,139002,28,1313
139016,139000,30,239
139017,139001,30,317
139018,139002,30,1313
139019,139003,30,125
139020,139000,31,240
139021,139001,31,318
139022,139002,31,1346
140000,140000,1,100
140001,140001,1,100
140002,140002,1,100
140003,140003,1,130
140004,140001,2,102
140005,140000,3,110
140006,140001,3,102
140007,140002,3,100
140008,140000,4,130
140009,140001,4,109
140010,140002,4,121
140011,140003,4,135
140012,140000,6,180
140013,140001,6,121
140014,140002,6,121
140015,140000,7,200
140016,140001,7,121
140017,140002,7,143
140018,140003,7,140
140019,140001,8,124
140020,140002,8,164
140021,140001,9,124
140022,140002,9,186
140023,140003,9,145
140024,140000,10,240
140025,140001,10,127
140026,140002,10,214
140027,140003,10,150
140028,140000,11,245
140029,140001,11,135
140030,140002,11,219
141000,141000,1,100
141001,141001,1,100
141002,141002,1,100
141003,141003,1,130
141004,141001,2,102
141005,141000,3,110
141006,141001,3,102
141007,141002,3,100
141008,141000,4,130
141009,141001,4,109
141010,141002,4,121
141011,141003,4,135
141012,141000,6,180
141013,141001,6,121
141014,141002,6,121
141015,141000,7,200
141016,141001,7,121
141017,141002,7,143
141018,141003,7,140
141019,141001,8,124
141020,141002,8,164
141021,141001,9,124
141022,141002,9,186
141023,141003,9,145
141024,141000,10,240
141025,141001,10,127
141026,141002,10,214
141027,141003,10,150
141028,141000,11,245
141029,141001,11,135
141030,141002,11,219
142000,142000,1,100
142001,142001,1,100
142002,142002,1,100
142003,142003,1,100
142004,142001,2,100
142005,142002,3,100
142006,142000,7,136
142007,142000,15,192
142008,142003,17,100
142009,142000,18,207
142010,142003,18,115
142011,142003,20,115
142012,142003,25,115
142013,142003,26,125
142014,142000,28,230
142015,142001,28,159
142016,142002,28,1313
142017,142000,30,239
142018,142001,30,166
142019,142002,30,1313
142020,142003,30,125
142021,142000,31,240
142022,142001,31,168
142023,142002,31,1346
144000,144000,1,100
144001,144001,1,100
144002,144002,1,100
144003,144003,1,100
144004,144001,2,100
144005,144002,3,100
144006,144000,7,136
144007,144000,15,192
144008,144003,17,100
144009,144000,18,207
144010,144003,18,115
144011,144003,25,115
144012,144003,26,125
144013,144000,28,230
144014,144001,28,159
144015,144002,28,1313
144016,144000,30,239
144017,144001,30,166
144018,144002,30,1313
144019,144003,30,125
144020,144000,31,240
144021,144001,31,168
144022,144002,31,1346
145000,145000,1,100
145001,145001,1,100
145002,145002,1,100
145003,145003,1,130
145004,145001,2,104
145005,145000,3,107
145006,145001,3,104
145007,145002,3,100
145008,145000,4,121
145009,145001,4,113
145010,145002,4,121
145011,145003,4,135
145012,145000,6,136
145013,145001,6,121
145014,145002,6,121
145015,145000,7,150
145016,145001,7,129
145017,145002,7,143
145018,145003,7,140
145019,145001,8,133
145020,145002,8,164
145021,145001,9,133
145022,145002,9,186
145023,145003,9,145
145024,145000,10,179
145025,145001,10,137
145026,145002,10,214
145027,145003,10,150
145028,145000,11,182
145029,145001,11,138
145030,145002,11,219
146000,146000,1,100
146001,146001,1,100
146002,146002,1,100
146003,146003,1,130
146004,146001,2,107
146005,146000,3,112
146006,146001,3,114
146007,146002,3,100
146008,146000,4,119
146009,146001,4,121
146010,146002,4,115
146011,146003,4,135
146012,146000,6,137
146013,146001,6,141
146014,146002,6,115
146015,146000,7,146
146016,146001,7,151
146017,146002,7,130
146018,146003,7,140
146019,146001,8,167
146020,146002,8,145
146021,146001,9,183
146022,146002,9,160
146023,146003,9,145
146024,146000,10,180
146025,146001,10,200
146026,146002,10,180
146027,146003,10,150
146028,146000,11,185
146029,146001,11,210
146030,146002,11,183
148000,148000,1,100
148001,148001,1,100
148002,148002,1,100
148003,148003,1,130
148004,148001,2,102
148005,148000,3,108
148006,148001,3,105
148007,148002,3,100
148008,148000,4,116
148009,148001,4,108
148010,148002,4,109
148011,148003,4,135
148012,148000,6,132
148013,148001,6,120
148014,148002,6,109
148015,148000,7,140
148016,148001,7,127
148017,148002,7,118
148018,148003,7,140
148019,148001,8,134
148020,148002,8,126
148021,148001,9,142
148022,148002,9,135
148023,148003,9,145
148024,148000,10,200
148025,148001,10,150
148026,148002,10,147
148027,148003,10,150
148028,148000,11,205
148029,148001,11,155
148030,148002,11,149
701000,701000,1,100
701001,701001,1,100
701002,701002,1,100
701003,701003,1,125
702000,702000,1,100
702001,702001,1,100
702002,702002,1,100
702003,702003,1,125
703000,703000,1,100
703001,703001,1,100
703002,703002,1,100
703003,703003,1,125
704000,704000,1,100
704001,704001,1,100
704002,704002,1,100
704003,704003,1,125
