id,name,description,rarity,selling_exchange_point,created_at,updated_at
9641,Extreme Z Dokkan Fes Ticket 41,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 12/20/2022 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9642,Extreme Z Dokkan Fes Ticket 42,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 1/21/2023 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9643,Extreme Z Dokkan Fes Ticket 43,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 2/23/2023 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9644,Extreme Z Dokkan Fes Ticket 44,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 3/23/2023 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9645,Extreme Z Dokkan Fes Ticket 45,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 5/17/2023 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9646,Extreme Z Dokkan Fes Ticket 46,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 6/19/2023 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9647,Extreme Z Dokkan Fes Ticket 47,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 8/11/2023 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9648,Extreme Z Dokkan Fes Ticket 48,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 8/11/2023 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9649,Extreme Z Dokkan Fes Ticket 49,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 10/26/2023 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9650,Extreme Z Dokkan Fes Ticket 50,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 11/23/2023 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9651,Extreme Z Dokkan Fes Ticket 51,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 12/31/2023 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9652,Extreme Z Dokkan Fes Ticket 52,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 1/23/2024 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9653,Extreme Z Dokkan Fes Ticket 53,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 2/20/2024 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9654,Extreme Z Dokkan Fes Ticket 54,"Summon Ticket for ""Extreme Z Dokkan Festival
Ticket Summon"".
Valid until 3/6/2024 21:59 PST.",3,0,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9701,Dokkan Festival Ticket (A),"Summon ticket for ""Dokkan Festival Ticket Summon (A)"". 
Valid until 2019/8/12 21:59 PST.",3,50,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9702,Dokkan Festival Ticket (B),"Summon ticket for ""Dokkan Festival Ticket Summon (B)"". 
Valid until 2019/8/12 21:59 PST.",3,50,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
9999,SSR Force Summon Ticket,"SSR guaranteed summon ticket for ""Power UP! 
SSR Force Summon"". 1 ticket is required to perform 
one Single-Summon in the ""Power UP! SSR Force Summon"". 
Valid until 2020/08/02 15:59 PST.",3,50,2024-02-27 09:32:36.774237,2024-02-27 09:32:36.774237
