id,name,description,zeni,rarity,selling_exchange_point,event_jumpable,created_at,updated_at
101182,Ultimate Gohan [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101183,Ultimate Gohan [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101184,Ultimate Gohan [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101194,Cell (Perfect Form) & Cell Jr. [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101201,Golden Frieza (Angel) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101202,Golden Frieza (Angel) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101203,Golden Frieza (Angel) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101204,Golden Frieza (Angel) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101211,Super Saiyan God SS Vegito [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101212,Super Saiyan God SS Vegito [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101213,Super Saiyan God SS Vegito [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101214,Super Saiyan God SS Vegito [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101221,Goku Black (Super Saiyan Rosé) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101222,Goku Black (Super Saiyan Rosé) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101223,Goku Black (Super Saiyan Rosé) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101224,Goku Black (Super Saiyan Rosé) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101234,Trunks (Teen) (Future) & Mai (Future) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101244,Goku Black (Super Saiyan Rosé) & Zamasu [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101251,Super Full Power Saiyan 4 Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101252,Super Full Power Saiyan 4 Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101253,Super Full Power Saiyan 4 Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101254,Super Full Power Saiyan 4 Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101264,Goku (GT) & Pan (GT) & Trunks (GT) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101271,Chi-Chi (Youth) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101272,Chi-Chi (Youth) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101273,Chi-Chi (Youth) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101274,Chi-Chi (Youth) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101281,Chi-Chi [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101282,Chi-Chi [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101283,Chi-Chi [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101284,Chi-Chi [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101291,Bulla [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101292,Bulla [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101293,Bulla [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101294,Bulla [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101301,Brianne de Chateau [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101302,Brianne de Chateau [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101303,Brianne de Chateau [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101304,Brianne de Chateau [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101311,Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101312,Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101313,Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101314,Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101324,Frieza (Full Power) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101331,Metal Cooler [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101332,Metal Cooler [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101333,Metal Cooler [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101334,Metal Cooler [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101341,Cooler [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101342,Cooler [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101343,Cooler [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101344,Cooler [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101351,Goku (Youth) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101352,Goku (Youth) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101353,Goku (Youth) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101354,Goku (Youth) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101361,Super Saiyan 3 Bardock [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101362,Super Saiyan 3 Bardock [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101363,Super Saiyan 3 Bardock [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101364,Super Saiyan 3 Bardock [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101371,Great Saiyaman 3 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101372,Great Saiyaman 3 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101373,Great Saiyaman 3 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101374,Great Saiyaman 3 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101381,Sealas [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101382,Sealas [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101383,Sealas [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101384,Sealas [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101391,Supreme Kai of Time (Power of Time Unleashed) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101392,Supreme Kai of Time (Power of Time Unleashed) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101393,Supreme Kai of Time (Power of Time Unleashed) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101394,Supreme Kai of Time (Power of Time Unleashed) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101401,Super Saiyan 3 Vegeta (Xeno) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101402,Super Saiyan 3 Vegeta (Xeno) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101403,Super Saiyan 3 Vegeta (Xeno) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101404,Super Saiyan 3 Vegeta (Xeno) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101411,Super Saiyan 3 Goku (Xeno) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101412,Super Saiyan 3 Goku (Xeno) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101413,Super Saiyan 3 Goku (Xeno) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.335311,2024-04-30 09:32:02.335311
101414,Super Saiyan 3 Goku (Xeno) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101421,Golden Cooler [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101422,Golden Cooler [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101423,Golden Cooler [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101424,Golden Cooler [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101431,Super Saiyan Cumber (Giant Ape Cumber) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101432,Super Saiyan Cumber (Giant Ape Cumber) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101433,Super Saiyan Cumber (Giant Ape Cumber) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101434,Super Saiyan Cumber (Giant Ape Cumber) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101441,Super Fu [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101442,Super Fu [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101443,Super Fu [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101444,Super Fu [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101454,Full Power Boujack (Galactic Warrior) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101461,Super Saiyan Gogeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101462,Super Saiyan Gogeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101463,Super Saiyan Gogeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101464,Super Saiyan Gogeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101471,Super Saiyan Broly [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101472,Super Saiyan Broly [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101473,Super Saiyan Broly [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101474,Super Saiyan Broly [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101484,Super Saiyan Gohan (Youth) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101494,Cell (Perfect Form) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101501,Whis [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101502,Whis [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101503,Whis [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101504,Whis [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101511,Whis [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101512,Whis [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101513,Whis [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101514,Whis [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101521,Super Saiyan 2 Vegeta & Bulma [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101522,Super Saiyan 2 Vegeta & Bulma [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101523,Super Saiyan 2 Vegeta & Bulma [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101524,Super Saiyan 2 Vegeta & Bulma [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101531,Beerus [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101532,Beerus [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101533,Beerus [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101534,Beerus [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101541,Super Saiyan God Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101542,Super Saiyan God Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101543,Super Saiyan God Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101544,Super Saiyan God Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101551,Super Vegito [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101552,Super Vegito [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101553,Super Vegito [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101554,Super Vegito [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101561,Buu (Super) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101562,Buu (Super) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101563,Buu (Super) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101564,Buu (Super) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101574,Super Saiyan God Goku [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101584,Super Saiyan Goku [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101591,Super Saiyan God SS Goku (Kaioken) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101592,Super Saiyan God SS Goku (Kaioken) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101593,Super Saiyan God SS Goku (Kaioken) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101594,Super Saiyan God SS Goku (Kaioken) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101604,Gogeta [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101614,Vegito [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101624,Beerus & Whis [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101631,Android #17 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101632,Android #17 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101633,Android #17 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101634,Android #17 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101644,Super Saiyan 2 Caulifla & Super Saiyan 2 Kale [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101651,Piccolo [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101652,Piccolo [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101653,Piccolo [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101654,Piccolo [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101664,Super Saiyan Gohan (Teen) & Super Saiyan Goten (Kid) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101671,Beerus [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101672,Beerus [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101673,Beerus [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101674,Beerus [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101681,Frieza (Final Form) (GT) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101682,Frieza (Final Form) (GT) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101683,Frieza (Final Form) (GT) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101684,Frieza (Final Form) (GT) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101691,Cell (Perfect Form) (GT) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101692,Cell (Perfect Form) (GT) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101693,Cell (Perfect Form) (GT) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101694,Cell (Perfect Form) (GT) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101701,Goku (GT) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101702,Goku (GT) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101703,Goku (GT) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101704,Goku (GT) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101711,Super Saiyan Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101712,Super Saiyan Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101713,Super Saiyan Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101714,Super Saiyan Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101724,Super Baby 2 (Giant Ape) [Rainbow],Character-specific Medal required for Awakening.,777777,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101731,Trunks (Teen) (Future) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101732,Trunks (Teen) (Future) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101733,Trunks (Teen) (Future) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101734,Trunks (Teen) (Future) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101741,Zamasu [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101742,Zamasu [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101743,Zamasu [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101744,Zamasu [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-04-30 09:32:02.343658,2024-04-30 09:32:02.343658
101751,Launch [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-04-30 09:32:02.351835,2024-04-30 09:32:02.351835
101752,Launch [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-04-30 09:32:02.351835,2024-04-30 09:32:02.351835
101753,Launch [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-04-30 09:32:02.351835,2024-04-30 09:32:02.351835
