id,name,description,exec_timing_type,turn,probability,causality_conditions,icon_type,target_type,target_value1,target_value2,target_value3,sub_target_type_set_id,efficacy_type,eff_value1,eff_value2,eff_value3,created_at,updated_at
28600,Indomitable Persistence,Nullifies damage from Ki Blast Super Attacks,4,1,100,"{""source"":""1410"",""compiled"":1410}",0,1,0,0,0,0,21,0.0,0.0,18.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28601,Indomitable Persistence,,5,1,100,,0,1,0,0,0,0,22,10.0,28600.0,1.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28700,Disable ATK & DEF Reduction,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28800,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,51.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28810,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,55.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28820,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,61.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28830,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,65.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28840,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28850,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,225.0,0.0,1.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28860,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,200.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28900,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,51.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28910,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,56.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28920,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,58.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28930,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,61.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28940,Dreadful Strength,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28950,Following the Instinct,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28960,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28970,Evil Mind,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
28980,Fruit of the Tree of Might Boost,Greatly increases ATK & DEF,0,0,0,,1,0,0,0,0,0,1,130.0,1500.0,100.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
29000,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,53.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
29010,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,56.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
29020,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,59.0,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
29030,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
29040,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
29050,Disable DEF Reduction,Disables DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,2.0,0.0,0.0,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
29060,Disable Evasion,Disables Evasion and attacks the enemy,1,0,100,,0,1,0,0,0,0,9,,,,2024-02-27 09:30:50.566389,2024-02-27 09:30:50.566389
29100,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,220.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29110,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,245.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29120,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,220.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29130,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,280.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29200,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,56.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29210,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,57.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29220,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,62.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29230,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,65.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29240,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,67.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29250,Regeneration,Recovers HP,0,0,0,,2,0,0,0,0,0,2,100.0,100.0,100.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29260,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29270,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29280,Disable ATK Reduction,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29290,Disable ATK & DEF Reduction,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29300,Coercion,Locks character switching,1,0,50,,0,11,100,0,0,0,5,,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29400,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,50.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29410,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29420,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29430,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,300.0,0.0,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29440,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,200.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29500,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,58.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29510,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29520,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,62.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29530,Penetrating Combat Strength,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29540,Mustered Up Ki,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29550,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29560,Uub's Strategy,Nullifies damage from Unarmed Super Attacks,4,1,100,"{""source"":""1595"",""compiled"":1595}",0,1,0,0,0,0,21,0.0,0.0,21.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29561,Uub's Strategy,,5,1,100,,0,1,0,0,0,0,22,10.0,29560.0,1.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29570,Full-Power Battle,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29600,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,65.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29610,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,68.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29620,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,75.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29630,Disable ATK & DEF Reduction,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29640,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29650,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29660,Evasion,"May evade enemies' attacks 
(including Super Attacks)",1,0,100,,0,1,0,0,0,0,8,7.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29670,Disable Evasion,Disables Evasion and attacks the enemy,1,0,100,,0,1,0,0,0,0,9,,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29680,Regeneration,Recovers HP,0,0,0,,2,0,0,0,0,0,2,100.0,100.0,100.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29690,Type Damage Reduction,"Reduces damage received from all Types 
except for INT Type",0,0,0,,0,0,0,0,0,0,15,3652992.0,40.0,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29700,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,58.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29710,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29720,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,62.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29730,Disable ATK Reduction,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29740,Disable ATK & DEF Reduction,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29750,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29760,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29770,Barrier,Nullifies damage from Ki Blast Super Attacks,4,1,100,"{""source"":""1410"",""compiled"":1410}",0,1,0,0,0,0,21,0.0,0.0,11.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29771,Barrier,,5,1,100,,0,1,0,0,0,0,22,10.0,29770.0,1.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29780,Regeneration,Recovers HP,0,0,0,,2,0,0,0,0,0,2,100.0,100.0,100.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29800,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29810,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,63.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29820,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,70.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29830,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29840,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29850,Penetrating Combat Strength,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29860,Blue Radiance,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29870,Mystic Energy,Disables DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,2.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29900,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,64.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29910,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,66.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29920,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,67.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29930,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,70.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29940,Disable ATK & DEF Reduction,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29950,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29960,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29970,Regeneration,Recovers HP,0,0,0,,2,0,0,0,0,0,2,100.0,100.0,100.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
29980,Damage Negation,Reduces damage below a certain amount to 0,1,1,100,,0,1,0,0,0,0,20,3.0,1500000.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30000,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,55.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30010,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,59.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30020,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,63.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30030,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30040,Ki Amplification,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30050,Saiyan Fighting Spirit,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30060,Surging Power,Greatly increases ATK & DEF,0,0,0,,1,0,0,0,0,0,1,135.0,1050.0,100.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30100,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,45.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30110,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,55.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30120,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,58.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30130,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30140,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,62.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30150,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,90.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30160,Disable ATK Reduction,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30170,Disable DEF Reduction,Disables DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,2.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30180,Disable ATK & DEF Reduction,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30190,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30200,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30210,Regeneration,Recovers HP,0,0,0,,2,0,0,0,0,0,2,100.0,100.0,100.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30300,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,54.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30310,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,56.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30320,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30330,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,64.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30340,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,71.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30350,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30360,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30370,Disable ATK Reduction,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30380,Disable ATK & DEF Reduction,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30390,Disable Evasion,Disables Evasion and attacks the enemy,1,0,100,,0,1,0,0,0,0,9,,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30400,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,50.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30410,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30420,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,200.0,,,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30430,ATK Boost,Greatly increases ATK,0,0,0,,1,0,0,0,0,0,1,80.0,0.0,1.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30440,Disable ATK & DEF Reduction,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:50.686525,2024-02-27 09:30:50.686525
30500,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,54.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30510,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,57.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30520,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,60.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30530,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30540,Disable ATK & DEF Reduction,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30550,Regeneration,Recovers HP,0,0,0,,2,0,0,0,0,0,2,100.0,100.0,100.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30600,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,62.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30610,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,65.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30620,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,67.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30630,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,100.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30640,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,150.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30650,Execution of Justice,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30660,Power of the Absolute God,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30670,Contamination of the World,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30700,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30800,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,64.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30810,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,66.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30820,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,70.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30830,Disable DEF Reduction,Disables DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,2.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30840,Disable ATK & DEF Reduction,Disables ATK & DEF Reduction,0,-1,100,,0,1,0,0,0,0,13,3.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30850,Stun Immunity,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30860,Disable Super Attack Sealing,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30870,Super Type Damage Reduction,Reduces damage received from Super Types,0,0,0,,0,0,0,0,0,0,15,130944.0,40.0,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30880,Regeneration,Recovers HP,0,0,0,,2,0,0,0,0,0,2,100.0,100.0,100.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30900,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,57.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30910,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,61.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30920,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,64.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30930,Penetration,Increases damage dealt to enemies,0,0,0,,0,0,0,0,0,0,3,170.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30940,Unyielding Heart,Grants immunity to being stunned,0,-1,100,"{""source"":""126"",""compiled"":126}",0,1,0,0,0,0,10,0.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30950,Penetrating Combat Strength,Nullifies Super Attack sealing effect,0,-1,100,,0,1,0,0,0,0,14,0.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
30960,Excellent Chemistry,Disables ATK Reduction,0,-1,100,,0,1,0,0,0,0,13,1.0,0.0,0.0,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
31000,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,52.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
31010,Damage Reduction,Reduces damage received,0,0,0,,1,0,0,0,0,0,7,62.0,,,2024-02-27 09:30:50.813402,2024-02-27 09:30:50.813402
