id,name,description,causality_description,aim_target,increase_rate,lv_bonus,is_inactive,created_at,updated_at
3060,Deadly Metal Needles,"Greatly raises DEF for 1 turn, 
raises ATK, causes supreme damage 
to enemy and lowers ATK",,0,120,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3061,Final Shine Attack,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3062,Final Shine Attack,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3063,10x Kamehameha,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3064,10x Kamehameha (Extreme),"Greatly raises ATK for 1 turn, causes 
immense damage to enemy and greatly 
lowers DEF; raises DEF by 30% for 6 turns",,0,180,25,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3065,Final Shine Attack (Extreme),"Greatly raises DEF for 1 turn, causes 
immense damage to enemy and greatly 
lowers DEF; raises ATK by 30% for 6 turns",,0,150,25,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3066,Victory Cannon (Extreme),"Raises DEF, causes supreme damage 
to enemy and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3067,Spinning Attack (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3068,Double Kamehameha (Extreme),"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3069,Maiden Burst (Extreme),"Causes colossal damage with 
a medium chance of stunning the enemy",,0,200,5,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3070,Maiden Blast (Extreme),"Greatly raises ATK for 1 turn and 
causes colossal damage with 
a medium chance of stunning the enemy",,0,200,5,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3071,Hell's Storm,"Raises ATK for 1 turn, causes 
supreme damage to enemy and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3072,Hell's Storm,"Raises ATK for 1 turn, causes 
supreme damage to enemy and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3073,Hell's Storm,"Raises ATK for 1 turn, causes 
colossal damage to enemy and lowers DEF",,0,200,5,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3074,Hell's Execution,"Causes mega-colossal damage 
to enemy and greatly lowers DEF",,0,250,10,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3075,Invisible Attack,"Causes supreme damage and 
stuns the enemy",,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3076,None,None,,0,0,0,1,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3077,Dragon Tiger Whirlwind Dance,"Raises ATK & DEF for 1 turn, 
causes colossal damage to enemy 
and lowers DEF",,0,200,5,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3078,Dragon Tiger Lightning Dance,"Raises ATK & DEF for 1 turn, 
causes mega-colossal damage to enemy 
and lowers ATK & DEF",,0,250,10,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3079,Dragon Tiger Whirlwind Dance,"Raises ATK & DEF for 1 turn, 
causes colossal damage to enemy 
and lowers DEF",,0,200,5,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3080,Dragon Tiger Lightning Dance,"Raises ATK & DEF for 1 turn, 
causes mega-colossal damage to enemy 
and lowers ATK & DEF",,0,250,10,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3081,Flame Shower Breath,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3082,Furious Galick Gun,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3083,Limitbreaker Kamehameha,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3084,Hellzone Grenade,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3085,Elegant Blaster,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3086,Beam Strike,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3087,Beam Strike,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3088,Death Ball,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3089,Beam Strike,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3090,Supernova,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3091,Dragon Light Bullet,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3092,Faster than Lightning,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3093,Shock Wave,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.246141,2024-02-27 09:32:37.246141
3094,Shock Wave,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3095,God of Destruction's Edict,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3096,Angelic Induction,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3097,Galick Eraser,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3098,Masenko,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3099,Vice Shout,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3100,Kamehameha,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3101,High Power Blitz,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3102,Galick Gun,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3103,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3104,Shock Wave,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3105,Final Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3106,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3107,Kamehameha,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3108,Final Burst Cannon,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3109,Evil Containment Wave,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3110,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3111,Dodon Ray,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3112,Divine Wild Dance,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3113,Turtle School Four Virtues,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3114,Dark Dragon-Slaying Bullet (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3115,Explosive Demon Flash,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3116,Galactic Donut,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3117,None,None,,0,0,0,1,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3118,Maximum Buster,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3119,Elegant Blaster,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3120,Bankoku-Bikkuri-Shou,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3121,Finishing Blow,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3122,Super Kamehameha,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3123,Special Beam Cannon (Clone),Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3124,Explosive Demon Wave,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3125,Power Rush,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3126,Super Breath Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3127,Electromagnetic Wave,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3128,Death Blaster,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3129,Full Power Death Beam,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3130,Gigantic Blaze,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3131,Elite Beam,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3132,Justice Rush,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3133,Ranger's Little Helpers,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3134,High Power Blitz,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3135,Justice Saber,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3136,Justice Power Ball,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3137,None,None,,0,0,0,1,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3138,Explosive Demon Wave,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3139,Death Crasher (Extreme),"Causes immense damage to enemy 
and massively lowers DEF",,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3140,Wild Rush Blaster,"Raises DEF and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3141,Full Power Masenko,"Raises DEF and causes immense damage 
with a medium chance of stunning the enemy",,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3142,Full Power Masenko,"Raises DEF, 
greatly raises ATK for 1 turn 
and causes immense damage with 
a high chance of stunning the enemy","Activated when there is an ally 
whose name includes ""Piccolo"" 
(Demon King and Majin Buu excluded) 
or ""Krillin"" (Youth excluded) on the team",0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3143,Ki Burst Sphere,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3144,Death Impact,"Greatly raises ATK and 
causes supreme damage to enemy",,0,100,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3145,Masenko,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3146,Wild Rush Blaster,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3147,Full Power Masenko,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3148,Full Power Masenko,Causes immense damage to enemy,,0,580,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3149,None,None,,0,0,0,1,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3150,Father-Son Kamehameha (Extreme),"Raises DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3151,Father-Son Kamehameha (Extreme),"Greatly raises ATK and 
raises DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3152,Dragon Tiger Whirlwind Dance,"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3153,Explosive Demon Wave & Kamehameha,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3154,Father-Son Kamehameha,Causes mega-colossal damage to enemy,,0,250,10,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3155,Ki Burst Sphere,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3156,Death Impact,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3157,Death Beam,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3158,Twin Justice Rush (Extreme),"Raises ATK & DEF for 1 turn, 
causes colossal damage to enemy 
and seals Super Attack",,0,200,5,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3159,Burning Justice (Extreme),"Raises ATK & DEF for 1 turn, 
causes mega-colossal damage to enemy and 
raises Super Class allies' ATK by 30% for 2 turns",,0,220,10,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3160,Death Beam,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3161,Death Beam,"Causes supreme damage with 
a great chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3162,Cooperation Between Rivals,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3163,Cooperation Between Rivals,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3164,Cooperation Between Rivals,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3165,Full Power Energy Rush,"Raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3166,Transcendent Kamehameha,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3167,Soul Punisher,"Raises ATK & DEF for 1 turn, 
causes mega-colossal damage to enemy 
and lowers ATK & DEF",,0,250,10,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3168,Super Ghost Kamikaze Attack,"Causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3169,Super Ghost Kamikaze Attack,"Raises DEF for 1 turn and 
causes supreme damage to all enemies 
with a medium chance of stunning them",,1,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3170,Cooperation Between Rivals,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3171,Soul Punisher,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3172,Savage Skewer,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3173,Savage Skewer,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3174,Savage Skewer,"Causes colossal damage to enemy 
and lowers DEF",,0,200,5,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3175,Hell Gate,"Causes mega-colossal damage to enemy 
and greatly lowers DEF",,0,250,10,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3176,Demonic Blade,"Causes destructive damage to enemy 
with a temporary high chance of 
performing a critical hit",,0,100,10,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3177,Rakshasa's Claw,"Causes destructive damage to enemy 
with a temporary high chance of 
performing a critical hit",,0,100,10,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3178,Dynamite Kick,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3179,Galactic Donut,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3180,Brain Crush Hammer,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3181,Gekiretsu Shin'ou'hou,"Causes immense damage to enemy 
and seals Super Attack",,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3182,Big Bang Attack,"Causes immense damage to enemy 
and lowers DEF",,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3183,Final Kamehameha,"Causes immense damage to enemy 
and lowers ATK & DEF",,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3184,Soul Punisher,"Causes immense damage to enemy 
and lowers ATK & DEF",,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3185,Maximum Flasher (Extreme),"Raises ATK for 3 turns and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3186,Super Kamehameha (Extreme),"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3187,Super Dragon Fist (Extreme),"Raises ATK & DEF and 
causes supreme damage to enemy",,0,130,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3188,Majin Beam (Extreme),"Raises ATK & DEF for 1 turn, 
causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3189,None,None,,0,0,0,1,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3190,Masenko,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3191,Kamehameha & Big Bang Attack,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3192,Power Pole (Extreme),"Raises ATK & DEF for 1 turn and 
causes colossal damage with 
a rare chance of stunning the enemy",,0,200,5,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3193,Miraculous Romantic Adventure (Extreme),"Raises ATK & DEF for 1 turn and 
causes mega-colossal damage with 
a medium chance of stunning the enemy",,0,250,10,0,2024-02-27 09:32:37.256158,2024-02-27 09:32:37.256158
3194,Kyawei's Surprise Strike,"Raises ATK for 1 turn, 
causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3195,Kyawei's Surprise Strike,"Greatly raises ATK for 1 turn, 
causes supreme damage to enemy 
and greatly lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3196,Sonata of Purification,"Causes supreme damage to enemy, 
lowers ATK and seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3197,Sonata of Purification,"Causes supreme damage to enemy, 
lowers ATK and seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3198,Super Dragon Twin Fists (Extreme),"Raises ATK & DEF for 1 turn and 
causes immense damage with 
a medium chance of stunning the enemy",,0,180,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3199,Dodon Ray,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3200,Dodon Ray,"Raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3201,Thrusting Blue Dragon Blade,"Raises ATK & DEF for 1 turn, 
causes colossal damage to enemy and 
high chance of performing a critical hit",,0,200,5,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3202,Devastating Dodon Ray,"Raises ATK & DEF for 1 turn, 
causes mega-colossal damage to enemy and 
high chance of performing a critical hit",,0,250,10,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3203,Rapid Dance,"Causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3204,Wild Rush Blaster,"Raises DEF and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3205,Final Cannon,"Greatly raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3206,Final Impact (Extreme),"Raises ATK for 1 turn and 
causes mega-colossal damage with 
a medium chance of stunning the enemy",,0,250,10,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3207,Final Explosion (Extreme),"Raises ATK for 1 turn and 
causes colossal damage to all enemies 
with a medium chance of stunning them",,1,200,5,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3208,Super Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3209,Final Flash,"Causes immense damage to enemy 
with a medium chance of performing 
a critical hit for 1 turn",,0,180,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3210,Final Flash,"Causes immense damage to enemy; 
all attacks become critical hits for 1 turn",,0,180,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3211,Big Bang Crash,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3212,Galick Gun,"Greatly raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3213,Big Bang Attack (Extreme),"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3214,Super Kamehameha (Extreme),"Greatly raises ATK & DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3215,Galick Gun,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3216,Big Bang Attack,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3217,Final Flash,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3218,Final Burst Cannon,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3219,Lightning Burst,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3220,Hyper Tornado (Extreme),"Causes supreme damage to enemy 
and greatly lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3221,None,None,,0,0,0,1,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3222,Weekend,Causes supreme damage to all enemies,,1,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3223,Giant Storm,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3224,Kamehameha,Causes supreme damage to enemy,,0,1500,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3225,Special Beam Cannon,Causes supreme damage to enemy,,0,3500,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3226,Burning Justice,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3227,Kamehameha,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3228,Kamehameha,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3229,Kamehameha,"Raises ATK & DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3230,Quiet Wrath of Goku,"Greatly raises ATK & DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3231,Death Beam (Extreme),"Raises ATK & DEF, causes 
immense damage to enemy 
and lowers DEF",,0,160,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3232,Death Wave (Extreme),"Raises ATK & DEF, causes 
immense damage to enemy 
and lowers DEF",,0,160,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3233,Crazy Finger Beam (Extreme),"Raises ATK & DEF, causes 
immense damage to enemy 
and lowers DEF",,0,160,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3234,This Time You Might Die (Extreme),"Raises ATK & DEF, causes 
immense damage to enemy 
and lowers DEF",,0,160,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3235,Grudgeless Strike (Extreme),"Raises ATK & DEF for 1 turn and 
causes immense damage with 
a great chance of stunning the enemy",,0,180,25,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3236,Leave My Dad Alone!,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3237,Leave My Dad Alone!,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3238,Leave My Dad Alone!,"Causes colossal damage to enemy 
and lowers ATK",,0,200,5,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
3239,Hidden Power,"Causes mega-colossal damage to enemy 
and massively lowers DEF",,0,250,10,0,2024-02-27 09:32:37.266046,2024-02-27 09:32:37.266046
