id,type,category,world_id,db_story_id,name,prev_area_id,all_clear_bonus_stones,bgm_id,area_icon_id,width,height,split,layer0,layer1,layer2,layer3,event_image_path,banner_image_path,minibanner_image_path,listbutton_image_path,is_listbutton_visible,event_priority,announcement_id,is_quest_num_visible,first_released_at,created_at,updated_at
253,Area::EventArea,6,1,,The Genius Bulma's Battle Prep,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_253.png,banners/en/event/eve_banner/quest_list_banner_253.png,banners/en/event/eve_banner/quest_event_banner_253.png,banners/en/event/eve_listbutton/myp_banner_event_253.png,1,100,103495.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
254,Area::EventArea,4,1,,Stronger Than Ever! Super Training of Goku's Family,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_254.png,banners/en/event/eve_banner/quest_list_banner_802_R.png,,banners/en/event/eve_listbutton/myp_banner_event_802_R.png,1,100,103433.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
255,Area::EventArea,2,1,,Looking For Mr. Right!,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_255.png,banners/en/event/eve_banner/quest_list_banner_255.png,banners/en/event/eve_banner/quest_event_banner_255.png,banners/en/event/eve_listbutton/myp_banner_event_255.png,1,100,103445.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
256,Area::EventArea,4,1,,The Paths of Good and Evil,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_256.png,banners/en/event/eve_banner/quest_list_banner_256.png,banners/en/event/eve_banner/quest_event_banner_256.png,banners/en/event/eve_listbutton/myp_banner_event_256.png,1,2500,103655.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
257,Area::EventArea,4,1,,In Search of the Light of Hope,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_257.png,banners/en/event/eve_banner/quest_list_banner_257.png,banners/en/event/eve_banner/quest_event_banner_257.png,banners/en/event/eve_listbutton/myp_banner_event_257.png,1,100,103625.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
258,Area::EventArea,2,1,,Don Kia's Bodyguard Recruitment Test!,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_258.png,banners/en/event/eve_banner/quest_list_banner_258.png,banners/en/event/eve_banner/quest_event_banner_258.png,banners/en/event/eve_listbutton/myp_banner_event_258.png,1,100,103739.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
259,Area::EventArea,4,1,,Unstoppable! Walking Weapons of Destruction,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_259.png,banners/en/event/eve_banner/quest_list_banner_259.png,banners/en/event/eve_banner/quest_event_banner_259.png,banners/en/event/eve_listbutton/myp_banner_event_259.png,1,100,103835.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
261,Area::EventArea,6,1,,Big Bucks Hercule Challenge,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_261.png,banners/en/event/eve_banner/quest_list_banner_116.png,banners/en/event/eve_banner/quest_event_banner_116.png,banners/en/event/eve_listbutton/myp_banner_event_116.png,1,2000,103707.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
262,Area::EventArea,4,1,,"Study Hard, Play Hard! 
Turtle School's Intensive Training",,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_223_B.png,banners/en/event/eve_banner/quest_list_banner_223.png,banners/en/event/eve_banner/quest_event_banner_223.png,banners/en/event/eve_listbutton/myp_banner_event_223.png,1,2000,103706.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
263,Area::EventArea,4,1,,End the Tragedy! Future Fighters' Super Training,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_263.png,banners/en/event/eve_banner/quest_list_banner_263.png,banners/en/event/eve_banner/quest_event_banner_263.png,banners/en/event/eve_listbutton/myp_banner_event_263.png,1,2500,103626.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
264,Area::EventArea,2,1,,Grand Deception?! Skirmish at Kame House,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_264.png,banners/en/event/eve_banner/quest_list_banner_264.png,banners/en/event/eve_banner/quest_event_banner_264.png,banners/en/event/eve_listbutton/myp_banner_event_264.png,1,100,103722.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
265,Area::EventArea,4,1,,Inherited Hope,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_265.png,banners/en/event/eve_banner/quest_list_banner_265.png,banners/en/event/eve_banner/quest_event_banner_265.png,banners/en/event/eve_listbutton/myp_banner_event_265.png,1,100,103677.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
266,Area::EventArea,2,1,,Super Dragon Ball Heroes: Universe Creation Saga,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_266.png,banners/en/event/eve_banner/quest_list_banner_266.png,banners/en/event/eve_banner/quest_event_banner_266.png,banners/en/event/eve_listbutton/myp_banner_event_266.png,1,100,103779.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
267,Area::EventArea,4,1,,Master It! Special Technique of Hope,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_267.png,banners/en/event/eve_banner/quest_list_banner_267.png,banners/en/event/eve_banner/quest_event_banner_267.png,banners/en/event/eve_listbutton/myp_banner_event_267.png,1,3000,103759.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
268,Area::EventArea,2,1,,Request from the Charismatic Hero of SDBH,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_268.png,banners/en/event/eve_banner/quest_list_banner_268.png,banners/en/event/eve_banner/quest_event_banner_268.png,banners/en/event/eve_listbutton/myp_banner_event_268.png,1,100,103780.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
301,Area::EventArea,7,1,,The Mysterious Alien Warrior From Space,,1.0,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,,,0,100,100017.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
302,Area::EventArea,7,1,,A New Threat!!! The Saiyan Warrior Race,,1.0,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,,,0,100,100023.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
303,Area::EventArea,7,1,,A Lone Warrior's Last Battle,,1.0,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,35.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
304,Area::EventArea,2,1,,Countdown to Resurrection,,1.0,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100061.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
305,Area::EventArea,7,1,,Resurrection 'F',,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_305_D.png,banners/en/event/eve_banner/quest_list_banner_305.png,banners/en/event/eve_banner/quest_event_banner_305.png,banners/en/event/eve_listbutton/myp_banner_event_305.png,1,600,101860.0,0,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
306,Area::EventArea,7,1,,Galactic Crisis,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100038.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
307,Area::EventArea,7,1,,The Strongest Rivals,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,200,36.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
308,Area::EventArea,7,1,,Go Forth!! Hero of Justice,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
309,Area::EventArea,7,1,,Go Forth!! Hero of Justice,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
310,Area::EventArea,7,1,,Go Forth!! Hero of Justice,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
311,Area::EventArea,7,1,,Go Forth!! Hero of Justice,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
312,Area::EventArea,7,1,,Go Forth!! Hero of Justice,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
313,Area::EventArea,7,1,,Go Forth!! Hero of Justice,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100090.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
314,Area::EventArea,7,1,,Battle of Gods,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_314_1.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,200,100109.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
315,Area::EventArea,7,1,,The Tree of Might,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_315_B.png,banners/en/event/eve_banner/quest_list_banner_315_2.png,banners/en/event/eve_banner/quest_event_banner_315_2.png,banners/en/event/eve_listbutton/myp_banner_event_315.png,0,200,100122.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
316,Area::EventArea,2,1,,CROSSOVER: Special Event,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100351.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
317,Area::EventArea,2,1,,CROSSOVER: Special Event,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100351.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
318,Area::EventArea,7,1,,Fight! 10 Billion Power Warriors,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,100,100152.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
319,Area::EventArea,8,1,,Hero Extermination Plan,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_319_5.png,banners/en/event/eve_banner/quest_list_banner_319_1.png,banners/en/event/eve_banner/quest_event_banner_319_1.png,banners/en/event/eve_listbutton/myp_banner_event_319_5.png,1,1050,100197.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
320,Area::EventArea,8,1,,Evil Powers Strike Back,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_320_7.png,banners/en/event/eve_banner/quest_list_banner_320.png,banners/en/event/eve_banner/quest_event_banner_320.png,banners/en/event/eve_listbutton/myp_banner_event_320_7.png,1,1050,100223.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
321,Area::EventArea,7,1,,Fight Against Despair!,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,200,100250.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
322,Area::EventArea,7,1,,Dragon Ball GT: Black Star DB Saga,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_322.png,banners/en/event/eve_banner/quest_list_banner_322.png,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_listbutton/myp_banner_event_322.png,0,200,100312.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
323,Area::EventArea,7,1,,A New Threat!!! The Saiyan Warrior Race,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_323.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,200,100346.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
324,Area::EventArea,7,1,,Dragon Ball GT: Baby Saga,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_324_1.png,banners/en/event/eve_banner/quest_list_banner_324.png,banners/en/event/eve_banner/quest_event_banner_324_1.png,banners/en/event/eve_listbutton/myp_banner_event_324.png,0,200,100335.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
325,Area::EventArea,7,1,,Dragon Ball Super: Universe 6 Saga,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_325.png,banners/en/event/eve_banner/quest_list_banner_325.png,banners/en/event/eve_banner/quest_event_banner_325.png,banners/en/event/eve_listbutton/myp_banner_event_325.png,1,200,100408.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
326,Area::EventArea,7,1,,Defeat the Legendary Super Saiyan,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,200,100450.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
327,Area::EventArea,7,1,,Penguin Village Adventure,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_327.png,banners/en/event/eve_banner/quest_list_banner_327.png,banners/en/event/eve_banner/quest_event_banner_327.png,banners/en/event/eve_listbutton/myp_banner_event_327.png,1,200,100501.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
328,Area::EventArea,7,1,,Dragon Ball Super: Future Trunks Saga,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_328_D.png,banners/en/event/eve_banner/quest_list_banner_328.png,banners/en/event/eve_banner/quest_event_banner_328.png,banners/en/event/eve_listbutton/myp_banner_event_328.png,1,200,100513.0,1,,2024-02-27 09:30:22.677778,2024-02-27 09:30:22.677778
329,Area::EventArea,8,1,,The Bizarre Rabbit Mob!,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_329.png,banners/en/event/eve_banner/quest_list_banner_329.png,banners/en/event/eve_banner/quest_event_banner_329.png,banners/en/event/eve_listbutton/myp_banner_event_329.png,1,400,100520.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
330,Area::EventArea,7,1,,Dragon Ball GT: Baby Saga Finale,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_330.png,banners/en/event/eve_banner/quest_list_banner_330.png,banners/en/event/eve_banner/quest_event_banner_330.png,banners/en/event/eve_listbutton/myp_banner_event_330.png,1,200,100557.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
331,Area::EventArea,7,1,,Go Forth!! Hero of Justice,,,,27,1500,1800,1,27,1,2,3,banners/en/dummy_image/dummy_image.png,banners/en/event/eve_banner/quest_list_banner_331.png,banners/en/dummy_image/dummy_image.png,banners/en/dummy_image/dummy_image.png,0,200,100781.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
332,Area::EventArea,7,1,,Dragon Ball GT: A Hero's Legacy,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_332.png,banners/en/event/eve_banner/quest_list_banner_332.png,banners/en/event/eve_banner/quest_event_banner_332.png,banners/en/event/eve_listbutton/myp_banner_event_332.png,1,200,100559.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
333,Area::EventArea,7,1,,Super Warrior Slam! Victory Will Be Mine!,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_333.png,banners/en/event/eve_banner/quest_list_banner_333.png,banners/en/event/eve_banner/quest_event_banner_333.png,banners/en/event/eve_listbutton/myp_banner_event_333.png,1,200,100679.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
334,Area::EventArea,7,1,,Goku and Friends Are Back!!,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_334.png,banners/en/event/eve_banner/quest_list_banner_334.png,banners/en/event/eve_banner/quest_event_banner_334.png,banners/en/event/eve_listbutton/myp_banner_event_334.png,1,200,100697.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
335,Area::EventArea,7,1,,Dragon Ball Super: Universe Survival Saga,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_335_1.png,banners/en/event/eve_banner/quest_list_banner_335.png,banners/en/event/eve_banner/quest_event_banner_335.png,banners/en/event/eve_listbutton/myp_banner_event_335.png,1,200,100786.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
336,Area::EventArea,7,1,,The Low-Class Warrior: Raditz's Pride,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_336.png,banners/en/event/eve_banner/quest_list_banner_336.png,banners/en/event/eve_banner/quest_event_banner_336.png,banners/en/event/eve_listbutton/myp_banner_event_336.png,1,200,100828.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
337,Area::EventArea,7,1,,Vegeta the Indomitable Warrior,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_337.png,banners/en/event/eve_banner/quest_list_banner_337.png,banners/en/event/eve_banner/quest_event_banner_337.png,banners/en/event/eve_listbutton/myp_banner_event_337.png,1,200,100754.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
338,Area::EventArea,7,1,,Wrath of the Dragon,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_338_1.png,banners/en/event/eve_banner/quest_list_banner_338.png,banners/en/event/eve_banner/quest_event_banner_338.png,banners/en/event/eve_listbutton/myp_banner_event_338_1.png,1,200,100880.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
339,Area::EventArea,7,1,,Fierce Battle for Planet Namek!,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_339.png,banners/en/event/eve_banner/quest_list_banner_339.png,banners/en/event/eve_banner/quest_event_banner_339.png,banners/en/event/eve_listbutton/myp_banner_event_339.png,0,200,100928.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
340,Area::EventArea,7,1,,Epic Battle! The Mighty Ones of the Otherworld,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_340.png,banners/en/event/eve_banner/quest_list_banner_340.png,banners/en/event/eve_banner/quest_event_banner_340.png,banners/en/event/eve_listbutton/myp_banner_event_340.png,1,200,100912.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
341,Area::EventArea,7,1,,Tournament of Power Commencement,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_341.png,banners/en/event/eve_banner/quest_list_banner_341.png,banners/en/event/eve_banner/quest_event_banner_341.png,banners/en/event/eve_listbutton/myp_banner_event_341.png,1,200,100864.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
343,Area::EventArea,7,1,,Lord Slug,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_343_1.png,banners/en/event/eve_banner/quest_list_banner_343.png,banners/en/event/eve_banner/quest_event_banner_343.png,banners/en/event/eve_listbutton/myp_banner_event_343.png,1,200,101105.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
344,Area::EventArea,7,1,,Final Battle of the Tournament of Power,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_344_A1.png,banners/en/event/eve_banner/quest_list_banner_344.png,banners/en/event/eve_banner/quest_event_banner_344.png,banners/en/event/eve_listbutton/myp_banner_event_344.png,1,200,101048.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
345,Area::EventArea,7,1,,Dragon Ball GT: Ultimate Android Saga,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_345_2.png,banners/en/event/eve_banner/quest_list_banner_345.png,banners/en/event/eve_banner/quest_event_banner_345.png,banners/en/event/eve_listbutton/myp_banner_event_345_2.png,1,200,101126.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
346,Area::EventArea,7,1,,Face-off with the Fearsome Ginyu Force,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_346.png,banners/en/event/eve_banner/quest_list_banner_346.png,banners/en/event/eve_banner/quest_event_banner_346.png,banners/en/event/eve_listbutton/myp_banner_event_346.png,0,200,101001.0,0,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
347,Area::EventArea,7,1,,A Lone Warrior's Last Battle,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_347_B.png,banners/en/event/eve_banner/quest_list_banner_347.png,banners/en/event/eve_banner/quest_event_banner_347.png,banners/en/event/eve_listbutton/myp_banner_event_347_B.png,1,200,101099.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
348,Area::EventArea,7,1,,The Unknown Battle of Gods and Majin,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_348.png,banners/en/event/eve_banner/quest_list_banner_348.png,banners/en/event/eve_banner/quest_event_banner_348.png,banners/en/event/eve_listbutton/myp_banner_event_348.png,1,200,101187.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
349,Area::EventArea,7,1,,Fight! 10 Billion Power Warriors,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_349.png,banners/en/event/eve_banner/quest_list_banner_349.png,banners/en/event/eve_banner/quest_event_banner_349.png,banners/en/event/eve_listbutton/myp_banner_event_349.png,1,200,101275.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
351,Area::EventArea,7,1,,Videl's Flying Technique Tutorial,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_351_1.png,banners/en/event/eve_banner/quest_list_banner_351.png,banners/en/event/eve_banner/quest_event_banner_351.png,banners/en/event/eve_listbutton/myp_banner_event_351.png,1,200,101299.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
352,Area::EventArea,7,1,,Curse of the Blood Rubies,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_352.png,banners/en/event/eve_banner/quest_list_banner_352.png,banners/en/event/eve_banner/quest_event_banner_352.png,banners/en/event/eve_listbutton/myp_banner_event_352.png,1,200,101230.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
353,Area::EventArea,7,1,,Sleeping Princess in Devil's Castle,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_353.png,banners/en/event/eve_banner/quest_list_banner_353.png,banners/en/event/eve_banner/quest_event_banner_353.png,banners/en/event/eve_listbutton/myp_banner_event_353.png,1,200,101319.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
354,Area::EventArea,7,1,,Mystical Adventure,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_354.png,banners/en/event/eve_banner/quest_list_banner_354.png,banners/en/event/eve_banner/quest_event_banner_354.png,banners/en/event/eve_listbutton/myp_banner_event_354.png,1,200,101326.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
355,Area::EventArea,7,1,,Dragon Ball Super: Broly,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_355.png,banners/en/event/eve_banner/quest_list_banner_355.png,banners/en/event/eve_banner/quest_event_banner_355.png,banners/en/event/eve_listbutton/myp_banner_event_355.png,1,200,101202.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
356,Area::EventArea,7,1,,Desert Rescue! Giru Saves the Day!,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_356.png,banners/en/event/eve_banner/quest_list_banner_356.png,banners/en/event/eve_banner/quest_event_banner_356.png,banners/en/event/eve_listbutton/myp_banner_event_356.png,1,200,101375.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
357,Area::EventArea,7,1,,Dragon Ball GT: 7 Shadow Dragons Saga,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_357_A.png,banners/en/event/eve_banner/quest_list_banner_357.png,banners/en/event/eve_banner/quest_event_banner_357.png,banners/en/event/eve_listbutton/myp_banner_event_357_A.png,1,200,101402.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
361,Area::EventArea,7,1,,Vegeta's Demise?! The Secret of Planet Potaufeu,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_361.png,banners/en/event/eve_banner/quest_list_banner_361.png,banners/en/event/eve_banner/quest_event_banner_361.png,banners/en/event/eve_listbutton/myp_banner_event_361.png,1,200,101566.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
362,Area::EventArea,7,1,,Cataclysmic Clash! Final Showdown with Frieza,,,,27,1500,1800,1,27,1,2,3,banners/en/event/eve_header/quest_top_banner_362.png,banners/en/event/eve_banner/quest_list_banner_362.png,banners/en/event/eve_banner/quest_event_banner_362.png,banners/en/event/eve_listbutton/myp_banner_event_362.png,1,200,101507.0,1,,2024-02-27 09:30:22.706117,2024-02-27 09:30:22.706117
