id,type,name,image_path,dragonball_session_id,priority,created_at,updated_at
3028,MissionCategory::ExtraMissionCategory,【極限Zバトル】地獄へのいざない　パーフェクトセル,images/mission/mission_banner_event_zbattle_028.png,,10028,2024-05-20 01:34:08,2024-05-20 01:34:08
3030,MissionCategory::ExtraMissionCategory,【極限Zバトル】進化を遂げた一撃　超サイヤ人ゴッドSS孫悟空,images/mission/mission_banner_event_zbattle_030.png,,10030,2024-05-20 01:34:08,2024-05-20 01:34:08
3031,MissionCategory::ExtraMissionCategory,【極限Zバトル】絶望のマイナスエネルギー　超一星龍,images/mission/mission_banner_event_zbattle_031.png,,10031,2024-05-20 01:34:08,2024-05-20 01:34:08
3032,MissionCategory::ExtraMissionCategory,【極限Zバトル】比類なき黄金の気　超ベジット,images/mission/mission_banner_event_zbattle_032.png,,10032,2024-05-20 01:34:08,2024-05-20 01:34:08
3033,MissionCategory::ExtraMissionCategory,【極限Zバトル】絶対神の憤怒　合体ザマス,images/mission/mission_banner_event_zbattle_033.png,,10033,2024-05-20 01:34:08,2024-05-20 01:34:08
3034,MissionCategory::ExtraMissionCategory,【極限Zバトル】宿命のライバル編,images/mission/mission_banner_event_zbattle_034.png,,10034,2024-05-20 01:34:08,2024-05-20 01:34:08
3035,MissionCategory::ExtraMissionCategory,【極限Zバトル】極まりしブルーの力　超サイヤ人ゴッドSSベジット,images/mission/mission_banner_event_zbattle_035.png,,10035,2024-05-20 01:34:08,2024-05-20 01:34:08
3036,MissionCategory::ExtraMissionCategory,【極限Zバトル】戦闘民族の熱き思い　超サイヤ人ゴッドSSベジータ,images/mission/mission_banner_event_zbattle_036.png,,10036,2024-05-20 01:34:08,2024-05-20 01:34:08
3037,MissionCategory::ExtraMissionCategory,【極限Zバトル】希望と願いの剣　超サイヤ人トランクス(未来),images/mission/mission_banner_event_zbattle_037.png,,10037,2024-05-20 01:34:08,2024-05-20 01:34:08
3038,MissionCategory::ExtraMissionCategory,【極限Zバトル】薔薇色に染まる超サイヤ人　ゴクウブラック(超サイヤ人ロゼ),images/mission/mission_banner_event_zbattle_038.png,,10038,2024-05-20 01:34:08,2024-05-20 01:34:08
3039,MissionCategory::ExtraMissionCategory,【極限Zバトル】第6宇宙の女戦士編,images/mission/mission_banner_event_zbattle_039.png,,10039,2024-05-20 01:34:08,2024-05-20 01:34:08
3040,MissionCategory::ExtraMissionCategory,【極限Zバトル】伝説を超えた進化形態　超サイヤ人3ブロリー,images/mission/mission_banner_event_zbattle_040.png,,10040,2024-05-20 01:34:08,2024-05-20 01:34:08
3041,MissionCategory::ExtraMissionCategory,【極限Zバトル】プライド・トルーパーズ,images/mission/mission_banner_event_zbattle_041.png,,10041,2024-05-20 01:34:08,2024-05-20 01:34:08
3042,MissionCategory::ExtraMissionCategory,【極限Zバトル】究極の人造人間　超17号,images/mission/mission_banner_event_zbattle_042.png,,10042,2024-05-20 01:34:08,2024-05-20 01:34:08
3043,MissionCategory::ExtraMissionCategory,【極限Zバトル】全てを超える魔人　魔人ブウ(純粋),images/mission/mission_banner_event_zbattle_043.png,,10043,2024-05-20 01:34:08,2024-05-20 01:34:08
3044,MissionCategory::ExtraMissionCategory,【極限Zバトル】暗黒の意思　仮面のサイヤ人,images/mission/mission_banner_event_zbattle_044.png,,10044,2024-05-20 01:34:08,2024-05-20 01:34:08
3045,MissionCategory::ExtraMissionCategory,【極限Zバトル】悪を砕く光　超ゴジータ,images/mission/mission_banner_event_zbattle_045.png,,10045,2024-05-20 01:34:08,2024-05-20 01:34:08
3046,MissionCategory::ExtraMissionCategory,【極限Zバトル】邪悪な侵犯　スーパージャネンバ,images/mission/mission_banner_event_zbattle_046.png,,10046,2024-05-20 01:34:08,2024-05-20 01:34:08
3047,MissionCategory::ExtraMissionCategory,【極限Zバトル】 宿命のライバル編2,images/mission/mission_banner_event_zbattle_047.png,,10047,2024-05-20 01:34:08,2024-05-20 01:34:08
3048,MissionCategory::ExtraMissionCategory,【極限Zバトル】超次元の極意　孫悟空(身勝手の極意“兆”),images/mission/mission_banner_event_zbattle_048.png,,10048,2024-05-20 01:34:08,2024-05-20 01:34:08
3049,MissionCategory::ExtraMissionCategory,【極限Zバトル】奇跡の決着　孫悟空&フリーザ(最終形態)(天使),images/mission/mission_banner_event_zbattle_049.png,,10049,2024-05-20 01:34:08,2024-05-20 01:34:08
3050,MissionCategory::ExtraMissionCategory,【極限Zバトル】 打倒超戦士編,images/mission/mission_banner_event_zbattle_050.png,,10050,2024-05-20 01:34:08,2024-05-20 01:34:08
3051,MissionCategory::ExtraMissionCategory,【極限Zバトル】宇宙一の大爆走　超サイヤ人3ゴテンクス,images/mission/mission_banner_event_zbattle_051.png,,10051,2024-05-20 01:34:08,2024-05-20 01:34:08
3052,MissionCategory::ExtraMissionCategory,【極限Zバトル】不滅の最凶戦士　伝説の超サイヤ人ブロリー,images/mission/mission_banner_event_zbattle_052.png,,10052,2024-05-20 01:34:08,2024-05-20 01:34:08
3053,MissionCategory::ExtraMissionCategory,【極限Zバトル】幻魔人が眠る身体　タピオン(ヒルデガーン),images/mission/mission_banner_event_zbattle_053.png,,10053,2024-05-20 01:34:08,2024-05-20 01:34:08
3054,MissionCategory::ExtraMissionCategory,【極限Zバトル】宿命のライバル編3[超サイヤ人4孫悟空_ベジータ],images/mission/mission_banner_event_zbattle_054.png,,10054,2024-05-20 01:34:08,2024-05-20 01:34:08
3055,MissionCategory::ExtraMissionCategory,【極限Zバトル】地獄の幕開け　クウラ(最終形態)[体属性],images/mission/mission_banner_event_zbattle_055.png,,10055,2024-05-20 01:34:08,2024-05-20 01:34:08
3056,MissionCategory::ExtraMissionCategory,【極限Zバトル】全身全霊のかめはめ波_超サイヤ人2孫悟飯(少年期),images/mission/mission_banner_event_zbattle_056.png,,10056,2024-05-20 01:34:08,2024-05-20 01:34:08
3057,MissionCategory::ExtraMissionCategory,【極限Zバトル】驚愕の超変身　超サイヤ人3孫悟空(天使)[技属性],images/mission/mission_banner_event_zbattle_057.png,,10057,2024-05-20 01:34:08,2024-05-20 01:34:08
3058,MissionCategory::ExtraMissionCategory,【極限Zバトル】凍てつく威光　フリーザ(第一形態)[技属性],images/mission/mission_banner_event_zbattle_058.png,,10058,2024-05-20 01:34:08,2024-05-20 01:34:08
3059,MissionCategory::ExtraMissionCategory,【極限Zバトル】ヒロインコレクション編,images/mission/mission_banner_event_zbattle_059.png,,10059,2024-05-20 01:34:08,2024-05-20 01:34:08
3060,MissionCategory::ExtraMissionCategory,【極限Zバトル】 凄絶な光の彼方に　魔人ベジータ[速属性],images/mission/mission_banner_event_zbattle_060.png,,10060,2024-05-20 01:34:08,2024-05-20 01:34:08
3061,MissionCategory::ExtraMissionCategory,【極限Zバトル】熱く震える力　超サイヤ人孫悟空[速属性],images/mission/mission_banner_event_zbattle_061.png,,10061,2024-05-20 01:34:08,2024-05-20 01:34:08
3062,MissionCategory::ExtraMissionCategory,【極限Zバトル】宇宙に輝く命　バーダック,images/mission/mission_banner_event_zbattle_062.png,,10062,2024-05-20 01:34:08,2024-05-20 01:34:08
3063,MissionCategory::ExtraMissionCategory,【極限Zバトル】大猿編[孫悟空(少年期)(大猿)_ベジータ(大猿)_ラディッツ(大猿)],images/mission/mission_banner_event_zbattle_063.png,,10063,2024-05-20 01:34:08,2024-05-20 01:34:08
3064,MissionCategory::ExtraMissionCategory,【極限Zバトル】殺し屋の極意　ヒット,images/mission/mission_banner_event_zbattle_064.png,,10064,2024-05-20 01:34:08,2024-05-20 01:34:08
3065,MissionCategory::ExtraMissionCategory,【極限Zバトル】ドラゴンボールファイターズ編[人造人間16号_人造人間21号(変身)],images/mission/mission_banner_event_zbattle_065.png,,10065,2024-05-20 01:34:08,2024-05-20 01:34:08
3066,MissionCategory::ExtraMissionCategory,【極限Zバトル】DBヒーローズ編,images/mission/mission_banner_event_zbattle_066.png,,10066,2024-05-20 01:34:08,2024-05-20 01:34:08
3067,MissionCategory::ExtraMissionCategory,【極限Zバトル】ふたりめの超サイヤ人_超サイヤ人トランクス(青年期),images/mission/mission_banner_event_zbattle_067.png,,10067,2024-05-20 01:34:08,2024-05-20 01:34:08
3068,MissionCategory::ExtraMissionCategory,【極限Zバトル】絶望に立ち向かう力_超サイヤ人孫悟飯(未来),images/mission/mission_banner_event_zbattle_068.png,,10068,2024-05-20 01:34:08,2024-05-20 01:34:08
3069,MissionCategory::ExtraMissionCategory,【極限Zバトル】DBフュージョンズ編,images/mission/mission_banner_event_zbattle_069.png,,10069,2024-05-20 01:34:08,2024-05-20 01:34:08
3070,MissionCategory::ExtraMissionCategory,【極限Zバトル】DBフュージョンズ編2,images/mission/mission_banner_event_zbattle_070.png,,10070,2024-05-20 01:34:08,2024-05-20 01:34:08
3071,MissionCategory::ExtraMissionCategory,【極限Zバトル】希望の星_トランクス(幼年期)&孫悟天(幼年期),images/mission/mission_banner_event_zbattle_071.png,,10071,2024-05-20 01:34:08,2024-05-20 01:34:08
3072,MissionCategory::ExtraMissionCategory,【極限Zバトル】宿命のライバル編4,images/mission/mission_banner_event_zbattle_072.png,,10072,2024-05-20 01:34:08,2024-05-20 01:34:08
3073,MissionCategory::ExtraMissionCategory,【極限Zバトル】超サイヤ人4ゴジータVS超一星龍,images/mission/mission_banner_event_zbattle_073.png,,10073,2024-05-20 01:34:08,2024-05-20 01:34:08
3074,MissionCategory::ExtraMissionCategory,【極限Zバトル】ふたつの力の融合_超サイヤ人孫悟空(天使)&超サイヤ人ベジータ(天使),images/mission/mission_banner_event_zbattle_074.png,,10074,2024-05-20 01:34:08,2024-05-20 01:34:08
3075,MissionCategory::ExtraMissionCategory,【極限Zバトル】合体する超パワー_超サイヤ人孫悟空&超サイヤ人ベジータ,images/mission/mission_banner_event_zbattle_075.png,,10075,2024-05-20 01:34:08,2024-05-20 01:34:08
3076,MissionCategory::ExtraMissionCategory,【極限Zバトル】宿命のライバル編5,images/mission/mission_banner_event_zbattle_076.png,,10076,2024-05-20 01:34:08,2024-05-20 01:34:08
3077,MissionCategory::ExtraMissionCategory,【極限Zバトル】誇りの遵守_超サイヤ人ゴッドSSベジータ,images/mission/mission_banner_event_zbattle_077.png,,10077,2024-05-20 01:34:08,2024-05-20 01:34:08
3078,MissionCategory::ExtraMissionCategory,【極限Zバトル】ドッカンオールスター,images/mission/mission_banner_event_zbattle_078.png,,10078,2024-05-20 01:34:08,2024-05-20 01:34:08
3079,MissionCategory::ExtraMissionCategory,【極限Zバトル】爆発的な進化_ターレス,images/mission/mission_banner_event_zbattle_079.png,,10079,2024-05-20 01:34:08,2024-05-20 01:34:08
3080,MissionCategory::ExtraMissionCategory,【極限Zバトル】潜在パワーのすべて_アルティメット孫悟飯,images/mission/mission_banner_event_zbattle_080.png,,10080,2024-05-20 01:34:08,2024-05-20 01:34:08
3081,MissionCategory::ExtraMissionCategory,【極限Zバトル】死を呼ぶセルゲーム_セル(完全体)&セルジュニア,images/mission/mission_banner_event_zbattle_081.png,,10081,2024-05-20 01:34:08,2024-05-20 01:34:08
3082,MissionCategory::ExtraMissionCategory,【極限Zバトル】帝王の真の輝き_ゴールデンフリーザ(天使)[知属性],images/mission/mission_banner_event_zbattle_082.png,,10082,2024-05-20 01:34:08,2024-05-20 01:34:08
3083,MissionCategory::ExtraMissionCategory,【極限Zバトル】青き合体と薔薇色の超サイヤ人,images/mission/mission_banner_event_zbattle_083.png,,10083,2024-05-20 01:34:08,2024-05-20 01:34:08
3084,MissionCategory::ExtraMissionCategory,【極限Zバトル】未来への希望と約束_トランクス(青年期)(未来)&マイ(未来),images/mission/mission_banner_event_zbattle_084.png,,10084,2024-05-20 01:34:08,2024-05-20 01:34:08
3085,MissionCategory::ExtraMissionCategory,【極限Zバトル】容赦なき断罪_ゴクウブラック(超サイヤ人ロゼ)&ザマス,images/mission/mission_banner_event_zbattle_085.png,,10085,2024-05-20 01:34:08,2024-05-20 01:34:08
3086,MissionCategory::ExtraMissionCategory,【極限Zバトル】希望を背負った一撃_超フルパワーサイヤ人4孫悟空,images/mission/mission_banner_event_zbattle_086.png,,10086,2024-05-20 01:34:08,2024-05-20 01:34:08
3087,MissionCategory::ExtraMissionCategory,【極限Zバトル】まだまだ続くアドベンチャー_孫悟空(GT)&パン(GT)&トランクス(GT),images/mission/mission_banner_event_zbattle_087.png,,10087,2024-05-20 01:34:08,2024-05-20 01:34:08
3088,MissionCategory::ExtraMissionCategory,【極限Zバトル】ヒロインコレクション編2,images/mission/mission_banner_event_zbattle_088.png,,10088,2024-05-20 01:34:08,2024-05-20 01:34:08
3089,MissionCategory::ExtraMissionCategory,【極限Zバトル】極限の怒り_孫悟空,images/mission/mission_banner_event_zbattle_089.png,,10089,2024-05-20 01:34:08,2024-05-20 01:34:08
3090,MissionCategory::ExtraMissionCategory,【極限Zバトル】生き残りをかけた最終攻撃_フリーザ(フルパワー),images/mission/mission_banner_event_zbattle_090.png,,10090,2024-05-20 01:34:08,2024-05-20 01:34:08
3091,MissionCategory::ExtraMissionCategory,【極限Zバトル】ビッグゲテスターとの融合_メタルクウラ,images/mission/mission_banner_event_zbattle_091.png,,10091,2024-05-20 01:34:08,2024-05-20 01:34:08
3092,MissionCategory::ExtraMissionCategory,【極限Zバトル】とびっきりの究極パワー_クウラ,images/mission/mission_banner_event_zbattle_092.png,,10092,2024-05-20 01:34:08,2024-05-20 01:34:08
3093,MissionCategory::ExtraMissionCategory,【極限Zバトル】すべてをかけた拳_孫悟空(少年期),images/mission/mission_banner_event_zbattle_093.png,,10093,2024-05-20 01:34:08,2024-05-20 01:34:08
3094,MissionCategory::ExtraMissionCategory,【極限Zバトル】サイヤ人の力の証明_超サイヤ人3バーダック[超知],images/mission/mission_banner_event_zbattle_094.png,,10094,2024-05-20 01:34:08,2024-05-20 01:34:08
3095,MissionCategory::ExtraMissionCategory,【極限Zバトル】DBヒーローズ編2,images/mission/mission_banner_event_zbattle_095_1.png,,10095,2024-05-20 01:34:08,2024-05-20 01:34:08
3096,MissionCategory::ExtraMissionCategory,【極限Zバトル】銀河ギリギリの侵略_フルパワーボージャック,images/mission/mission_banner_event_zbattle_096.png,,10096,2024-05-20 01:34:08,2024-05-20 01:34:08
3097,MissionCategory::ExtraMissionCategory,【極限Zバトル】全てを超えた最強の融合_超サイヤ人ゴジータ[速属性],images/mission/mission_banner_event_zbattle_097.png,,10097,2024-05-20 01:34:08,2024-05-20 01:34:08
3098,MissionCategory::ExtraMissionCategory,【極限Zバトル】戦闘民族の終わりなき進化_超サイヤ人ブロリー[体属性],images/mission/mission_banner_event_zbattle_098.png,,10098,2024-05-20 01:34:08,2024-05-20 01:34:08
3099,MissionCategory::ExtraMissionCategory,【極限Zバトル】神次元の闘い編,images/mission/mission_banner_event_zbattle_099.png,,10099,2024-05-20 01:34:08,2024-05-20 01:34:08
3100,MissionCategory::ExtraMissionCategory,【極限Zバトル】目覚める真の力_超サイヤ人孫悟飯(少年期)[超速],images/mission/mission_banner_event_zbattle_100.png,,10100,2024-05-20 01:34:08,2024-05-20 01:34:08
3101,MissionCategory::ExtraMissionCategory,【極限Zバトル】完全体の真価_セル(完全体)[極知],images/mission/mission_banner_event_zbattle_101.png,,10101,2024-05-20 01:34:08,2024-05-20 01:34:08
3102,MissionCategory::ExtraMissionCategory,【極限Zバトル】よみがえる伝説_超サイヤ人ゴッド孫悟空[海外先行_知属性],images/mission/mission_banner_event_zbattle_102.png,,10102,2024-05-20 01:34:08,2024-05-20 01:34:08
3103,MissionCategory::ExtraMissionCategory,【極限Zバトル】無限の輝き_超ベジット[体属性],images/mission/mission_banner_event_zbattle_103.png,,10103,2024-05-20 01:34:08,2024-05-20 01:34:08
3104,MissionCategory::ExtraMissionCategory,【極限Zバトル】驚異の吸収能力_魔人ブウ(悪)[力属性],images/mission/mission_banner_event_zbattle_104.png,,10104,2024-05-20 01:34:08,2024-05-20 01:34:08
3105,MissionCategory::ExtraMissionCategory,【極限Zバトル】奇跡を起こす超サイヤ人_超サイヤ人孫悟空,images/mission/mission_banner_event_zbattle_105.png,,10105,2024-05-20 01:34:08,2024-05-20 01:34:08
3106,MissionCategory::ExtraMissionCategory,【極限Zバトル】とっておきの超パワー_超サイヤ人ゴッドSS孫悟空(界王拳),images/mission/mission_banner_event_zbattle_106.png,,10106,2024-05-20 01:34:08,2024-05-20 01:34:08
3107,MissionCategory::ExtraMissionCategory,【極限Zバトル】究極最強の融合_ゴジータ[力属性],images/mission/mission_banner_event_zbattle_107.png,,10107,2024-05-20 01:34:08,2024-05-20 01:34:08
3108,MissionCategory::ExtraMissionCategory,【極限Zバトル】究極無敵の合体_ベジット[技属性],images/mission/mission_banner_event_zbattle_108.png,,10108,2024-05-20 01:34:08,2024-05-20 01:34:08
3109,MissionCategory::ExtraMissionCategory,【極限Zバトル】破壊による世界調和_ビルス&ウイス[力属性],images/mission/mission_banner_event_zbattle_109.png,,10109,2024-05-20 01:34:08,2024-05-20 01:34:08
3110,MissionCategory::ExtraMissionCategory,【極限Zバトル】死力を尽くしたサバイバル_人造人間17号[体属性],images/mission/mission_banner_event_zbattle_110.png,,10110,2024-05-20 01:34:08,2024-05-20 01:34:08
3111,MissionCategory::ExtraMissionCategory,【極限Zバトル】ふたりは全宇宙最強_超サイヤ人2カリフラ&超サイヤ人2ケール[速属性],images/mission/mission_banner_event_zbattle_111.png,,10111,2024-05-20 01:34:08,2024-05-20 01:34:08
3112,MissionCategory::ExtraMissionCategory,【極限Zバトル】神と大魔王の融合_ピッコロ[超体],images/mission/mission_banner_event_zbattle_112.png,,10112,2024-05-20 01:34:08,2024-05-20 01:34:08
3113,MissionCategory::ExtraMissionCategory,【極限Zバトル】奇跡を呼ぶ大激闘_超サイヤ人孫悟飯(青年期)&超サイヤ人孫悟天(幼年期)[超技],images/mission/mission_banner_event_zbattle_113.png,,10113,2024-05-20 01:34:08,2024-05-20 01:34:08
3114,MissionCategory::ExtraMissionCategory,【極限Zバトル】激情の破壊神_ビルス[超体],images/mission/mission_banner_event_zbattle_114.png,,10114,2024-05-20 01:34:08,2024-05-20 01:34:08
3115,MissionCategory::ExtraMissionCategory,【極限Zバトル】GT編,images/mission/mission_banner_event_zbattle_115.png,,10115,2024-05-20 01:34:08,2024-05-20 01:34:08
3116,MissionCategory::ExtraMissionCategory,【極限Zバトル】限りない戦闘力_超サイヤ人ベジータ(超体),images/mission/mission_banner_event_zbattle_116.png,,10116,2024-05-20 01:34:08,2024-05-20 01:34:08
3117,MissionCategory::ExtraMissionCategory,【極限Zバトル】ヒロインコレクション編3,images/mission/mission_banner_event_zbattle_117.png,,10117,2024-05-20 01:34:08,2024-05-20 01:34:08
3118,MissionCategory::ExtraMissionCategory,【極限Zバトル】究極の邪悪生命体_スーパーベビー2[極速],images/mission/mission_banner_event_zbattle_118.png,,10118,2024-05-20 01:34:08,2024-05-20 01:34:08
3119,MissionCategory::ExtraMissionCategory,【極限Zバトル】未来を守る強靭な意志_トランクス(青年期)(未来)[超技],images/mission/mission_banner_event_zbattle_119.png,,10119,2024-05-20 01:34:08,2024-05-20 01:34:08
3120,MissionCategory::ExtraMissionCategory,【極限Zバトル】神の真の力_ザマス[極速],images/mission/mission_banner_event_zbattle_120.png,,10120,2024-05-20 01:34:08,2024-05-20 01:34:08
3121,MissionCategory::ExtraMissionCategory,【極限Zバトル】義勇の戦士_孫悟飯(未来)[超知],images/mission/mission_banner_event_zbattle_121.png,,10121,2024-05-20 01:34:08,2024-05-20 01:34:08
3122,MissionCategory::ExtraMissionCategory,【極限Zバトル】未来編,images/mission/mission_banner_event_zbattle_122.png,,10122,2024-05-20 01:34:08,2024-05-20 01:34:08
3123,MissionCategory::ExtraMissionCategory,【極限Zバトル】気高き美しさの頂点_ゴクウブラック[極知],images/mission/mission_banner_event_zbattle_123.png,,10123,2024-05-20 01:34:08,2024-05-20 01:34:08
3124,MissionCategory::ExtraMissionCategory,【極限Zバトル】万物を裁く力の証明_ゴクウブラック(超サイヤ人ロゼ)[極知],images/mission/mission_banner_event_zbattle_124.png,,10124,2024-05-20 01:34:08,2024-05-20 01:34:08
3125,MissionCategory::ExtraMissionCategory,【極限Zバトル】絶対的な強さ_ジレン[超力],images/mission/mission_banner_event_zbattle_125.png,,10125,2024-05-20 01:34:08,2024-05-20 01:34:08
3126,MissionCategory::ExtraMissionCategory,【極限Zバトル】DBヒーローズ編3,images/mission/mission_banner_event_zbattle_126.png,,10126,2024-05-20 01:34:08,2024-05-20 01:34:08
3127,MissionCategory::ExtraMissionCategory,【極限Zバトル】猛威を振るう凶悪サイヤ人_ナッパ/ベジータ[極速],images/mission/mission_banner_event_zbattle_127.png,,10127,2024-05-20 01:34:08,2024-05-20 01:34:08
3128,MissionCategory::ExtraMissionCategory,【極限Zバトル】人造人間たちの旅_人造人間17号&18号/人造人間16号[極体],images/mission/mission_banner_event_zbattle_128.png,,10128,2024-05-20 01:34:08,2024-05-20 01:34:08
3129,MissionCategory::ExtraMissionCategory,【極限Zバトル】標的抹殺の回路_人造人間13号[極速],images/mission/mission_banner_event_zbattle_129.png,,10129,2024-05-20 01:34:08,2024-05-20 01:34:08
3130,MissionCategory::ExtraMissionCategory,【極限Zバトル】黄金色の拳_超サイヤ人3孫悟空[超技],images/mission/mission_banner_event_zbattle_130.png,,10130,2024-05-20 01:34:08,2024-05-20 01:34:08
3131,MissionCategory::ExtraMissionCategory,"【極限Zバトル】逆転の兆し_孫悟空(身勝手の極意""兆"")[超力属性]",images/mission/mission_banner_event_zbattle_131.png,,10131,2024-05-20 01:34:08,2024-05-20 01:34:08
3133,MissionCategory::ExtraMissionCategory,【極限Zバトル】バンパでの新たな生活_ブロリー&チライ&レモ[極体],images/mission/mission_banner_event_zbattle_133.png,,10133,2024-05-20 01:34:08,2024-05-20 01:34:08
3134,MissionCategory::ExtraMissionCategory,134_【極限Zバトル】真の極意_孫悟空(身勝手の極意)[極速],images/mission/mission_banner_event_zbattle_134.png,,10134,2024-05-20 01:34:08,2024-05-20 01:34:08
3135,MissionCategory::ExtraMissionCategory,135_【極限Zバトル】真の戦闘民族_超サイヤ人ゴッドSSベジータ(進化)[超知],images/mission/mission_banner_event_zbattle_135.png,,10135,2024-05-20 01:34:08,2024-05-20 01:34:08
3136,MissionCategory::ExtraMissionCategory,【極限Zバトル】執念の秘策　超ベジータ[超力],images/mission/mission_banner_event_zbattle_136.png,,10136,2024-05-20 01:34:08,2024-05-20 01:34:08
3137,MissionCategory::ExtraMissionCategory,137_【極限Zバトル】果てしない力の凌駕　超サイヤ人ゴッドSS孫悟空(界王拳) &超サイヤ人ゴッドSSベジータ(進化)[超体],images/mission/mission_banner_event_zbattle_137.png,,10137,2024-05-20 01:34:08,2024-05-20 01:34:08
3138,MissionCategory::ExtraMissionCategory,20240331_138_【極限Zバトル】怒涛の反撃_バーダック[超速],images/mission/mission_banner_event_zbattle_138.png,,10138,2024-05-20 01:34:08,2024-05-20 01:34:08
3139,MissionCategory::ExtraMissionCategory,20240408_139_【極限Zバトル】メチャすごい合体パワー_ゴテンクス[超知],images/mission/mission_banner_event_zbattle_139.png,,80179,2024-05-20 01:34:08,2024-05-20 01:34:08
3140,MissionCategory::ExtraMissionCategory,【極限Zバトル】ひとつに重なった希望 孫悟空&ベジータ(天使),images/mission/mission_banner_event_zbattle_140.png,,10140,2024-05-20 01:34:08,2024-05-20 01:34:08
3141,MissionCategory::ExtraMissionCategory,【極限Zバトル】無敵の吸収形態 魔人ブウ(ゴテンクス吸収),images/mission/mission_banner_event_zbattle_141.png,,10141,2024-05-20 01:34:08,2024-05-20 01:34:08
3142,MissionCategory::ExtraMissionCategory,【極限Zバトル】善と悪の分裂_魔人ブウ(善)/魔人ブウ(純粋悪)[極技属性],images/mission/mission_banner_event_zbattle_142.png,,80184,2024-05-20 01:34:08,2024-05-20 01:34:08
3144,MissionCategory::ExtraMissionCategory,20240514_144_【極限Zバトル】限界以上に極められた力　孫悟飯(青年期)[超技],images/mission/mission_banner_event_zbattle_144.png,,80185,2024-05-20 01:34:08,2024-05-20 01:34:08
3701,MissionCategory::ExtraMissionCategory,【極限Zバトル Lv.SUPER追加】最強の奥義_超サイヤ人3孫悟空,images/mission/mission_banner_event_zbattle_701.png,,10701,2024-05-20 01:34:08,2024-05-20 01:34:08
3702,MissionCategory::ExtraMissionCategory,【極限Zバトル Lv.SUPER追加】正義の死神大暴れ_超サイヤ人3ゴテンクス,images/mission/mission_banner_event_zbattle_702.png,,80177,2024-05-20 01:34:08,2024-05-20 01:34:08
3703,MissionCategory::ExtraMissionCategory,【極限Zバトル Lv.SUPER追加】心なき破壊衝動_魔人ブウ(純粋)[極体],images/mission/mission_banner_event_zbattle_703.png,,80178,2024-05-20 01:34:08,2024-05-20 01:34:08
4001,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】襲い来る脅威！戦闘民族サイヤ人 ステージ10,images/mission/mission_banner_event_901.png,,4001,2024-05-20 01:34:08,2024-05-20 01:34:08
4002,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】暴虐非道の銀河戦士（vsフルパワーボージャック）ステージ1,images/mission/mission_banner_event_562.png,,4002,2024-05-20 01:34:08,2024-05-20 01:34:08
4003,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】ドラゴンボールオープニングメドレー(ステージ8),images/mission/mission_banner_event_244.png,,4003,2024-05-20 01:34:08,2024-05-20 01:34:08
4004,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】蒼炎に燃える合体 ステージ3,images/mission/mission_banner_event_519.png,,4004,2024-05-20 01:34:08,2024-05-20 01:34:08
4005,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】全てを照らす最強の光臨 ステージ2,images/mission/mission_banner_event_549.png,,4005,2024-05-20 01:34:08,2024-05-20 01:34:08
4006,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】第7宇宙の破壊神（vs ビルス）ステージ3,images/mission/mission_banner_event_511.png,,4006,2024-05-20 01:34:08,2024-05-20 01:34:08
4007,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】天下無敵!!希望の英雄（vs 超3ゴテンクス）,images/mission/mission_banner_event_513.png,,4007,2024-05-20 01:34:08,2024-05-20 01:34:08
4008,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】熱闘悟空伝,images/mission/mission_banner_event_712.png,,4008,2024-05-20 01:34:08,2024-05-20 01:34:08
4009,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】闇をさすらう宇宙の壊し屋（vs ターレス）,images/mission/mission_banner_event_539.png,,4009,2024-05-20 01:34:08,2024-05-20 01:34:08
4010,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】絶望を呼ぶ邪悪龍（vs 超一星龍）,images/mission/mission_banner_event_517.png,,4010,2024-05-20 01:34:08,2024-05-20 01:34:08
4011,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】未来を守るサイヤの親子（vs超サイヤ人ゴッドSSベジータ&超サイヤ人トランクス(未来)）,images/mission/mission_banner_event_579.png,,4011,2024-05-20 01:34:08,2024-05-20 01:34:08
4012,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】TRICK or TREAT！魔人ブウのお菓子なイタズラ！ステージ2,images/mission/mission_banner_event_152.png,,4012,2024-05-20 01:34:08,2024-05-20 01:34:08
4013,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】限界を超えて！超フルパワー決戦,images/mission/mission_banner_event_586.png,,4013,2024-05-20 01:34:08,2024-05-20 01:34:08
4014,MissionCategory::GenkaiBattleMissionCategory,【バーストモード】怒りの戦士!!超サイヤ人,images/mission/mission_banner_event_553.png,,4014,2024-05-20 01:34:08,2024-05-20 01:34:08
