id,rmbattle_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description
39026,39015,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア
39027,39016,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
39028,39016,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
39029,39016,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
39030,39016,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
39031,39016,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
39032,39017,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
39033,39017,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
39034,39017,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
39035,39017,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
39036,39017,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
39037,39018,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
39038,39018,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア
39039,39018,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア
39040,39018,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア
39041,39018,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア
39042,39019,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア
39043,39019,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア
39044,39019,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリア
39045,39019,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリア
39046,39019,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリア
39047,39020,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリア
39048,39020,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリア
39049,39020,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリア
39050,39020,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリア
39051,39020,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリア
39052,39021,1,CardStickerItem,1,0,スペシャルステッカー ×1,LEVEL3をクリア
39053,39021,11,Point::Stone,12,0,龍石12個,LEVEL3をクリア
39054,39022,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリア
39055,39022,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリア
39056,39023,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリア
40001,40001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう
40002,40002,2000,TreasureItem,1000,0,激闘の記憶1000個,[ウィークリー]ステージ1回クリア
40003,40003,2000,TreasureItem,2000,0,激闘の記憶2000個,[ウィークリー]ステージ2回クリア
40004,40004,2000,TreasureItem,3000,0,激闘の記憶3000個,[ウィークリー]ステージ3回クリア
40005,40005,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア
40006,40005,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア
40007,40005,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア
40008,40005,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア
40009,40005,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア
40010,40006,11,Point::Stone,3,0,龍石3個,ステージ2回クリア
40011,40007,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,ステージ3回クリア
40012,40008,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,ステージ4回クリア
40013,40009,11,Point::Stone,5,0,龍石5個,ステージ5回クリア
40014,40010,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ6回クリア
40015,40010,1013400,Card,1,0,【かすかな寝息】老界王神(居眠り) ×1,ステージ6回クリア
40016,40011,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ7回クリア
40017,40011,1013400,Card,2,0,【かすかな寝息】老界王神(居眠り) ×2,ステージ7回クリア
40018,40012,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ8回クリア
40019,40012,7,TrainingField,3,0,重力室(150倍) ×3,ステージ8回クリア
40020,40013,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ9回クリア
40021,40013,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ9回クリア
40022,40014,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ10回クリア
40023,40014,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ10回クリア
40024,40015,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリア
40025,40015,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリア
40026,40015,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア
40027,40016,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
40028,40016,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
40029,40016,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
40030,40016,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
40031,40016,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
40032,40017,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
40033,40017,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
40034,40017,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
40035,40017,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
40036,40017,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
40037,40018,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
40038,40018,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア
40039,40018,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア
40040,40018,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア
40041,40018,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア
40042,40019,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア
40043,40019,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア
40044,40019,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリア
40045,40019,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリア
40046,40019,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリア
40047,40020,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリア
40048,40020,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリア
40049,40020,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリア
40050,40020,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリア
40051,40020,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリア
40052,40021,1,CardStickerItem,1,0,スペシャルステッカー ×1,LEVEL3をクリア
40053,40021,11,Point::Stone,12,0,龍石12個,LEVEL3をクリア
40054,40022,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリア
40055,40022,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリア
40056,40023,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリア
41001,41001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう
41002,41002,2000,TreasureItem,1000,0,激闘の記憶1000個,[ウィークリー]ステージ1回クリア
41003,41003,2000,TreasureItem,2000,0,激闘の記憶2000個,[ウィークリー]ステージ2回クリア
41004,41004,2000,TreasureItem,3000,0,激闘の記憶3000個,[ウィークリー]ステージ3回クリア
41005,41005,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア
41006,41005,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア
41007,41005,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア
41008,41005,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア
41009,41005,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア
41010,41006,11,Point::Stone,3,0,龍石3個,ステージ2回クリア
41011,41007,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,ステージ3回クリア
41012,41008,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,ステージ4回クリア
41013,41009,11,Point::Stone,5,0,龍石5個,ステージ5回クリア
41014,41010,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ6回クリア
41015,41010,1013400,Card,1,0,【かすかな寝息】老界王神(居眠り) ×1,ステージ6回クリア
41016,41011,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ7回クリア
41017,41011,1013400,Card,2,0,【かすかな寝息】老界王神(居眠り) ×2,ステージ7回クリア
41018,41012,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ8回クリア
41019,41012,7,TrainingField,3,0,重力室(150倍) ×3,ステージ8回クリア
41020,41013,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ9回クリア
41021,41013,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ9回クリア
41022,41014,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ10回クリア
41023,41014,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ10回クリア
41024,41015,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリア
41025,41015,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリア
41026,41015,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア
41027,41016,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
41028,41016,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
41029,41016,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
41030,41016,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
41031,41016,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
41032,41017,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
41033,41017,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
41034,41017,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
41035,41017,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
41036,41017,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
41037,41018,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
41038,41018,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア
41039,41018,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア
41040,41018,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア
41041,41018,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア
41042,41019,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア
41043,41019,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア
41044,41019,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリア
41045,41019,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリア
41046,41019,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリア
41047,41020,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリア
41048,41020,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリア
41049,41020,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリア
41050,41020,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリア
41051,41020,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリア
41052,41021,1,CardStickerItem,1,0,スペシャルステッカー ×1,LEVEL3をクリア
41053,41021,11,Point::Stone,12,0,龍石12個,LEVEL3をクリア
41054,41022,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリア
41055,41022,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリア
41056,41023,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリア
42001,42001,11,Point::Stone,3,0,龍石3個,大乱戦に参加しよう
42002,42002,2000,TreasureItem,1000,0,激闘の記憶1000個,[ウィークリー]ステージ1回クリア
42003,42003,2000,TreasureItem,2000,0,激闘の記憶2000個,[ウィークリー]ステージ2回クリア
42004,42004,2000,TreasureItem,3000,0,激闘の記憶3000個,[ウィークリー]ステージ3回クリア
42005,42005,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア
42006,42005,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア
42007,42005,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア
42008,42005,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア
42009,42005,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア
42010,42006,11,Point::Stone,3,0,龍石3個,ステージ2回クリア
42011,42007,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,ステージ3回クリア
42012,42008,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,ステージ4回クリア
42013,42009,11,Point::Stone,5,0,龍石5個,ステージ5回クリア
42014,42010,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ6回クリア
42015,42010,1013400,Card,1,0,【かすかな寝息】老界王神(居眠り) ×1,ステージ6回クリア
42016,42011,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ7回クリア
42017,42011,1013400,Card,2,0,【かすかな寝息】老界王神(居眠り) ×2,ステージ7回クリア
42018,42012,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ8回クリア
42019,42012,7,TrainingField,3,0,重力室(150倍) ×3,ステージ8回クリア
42020,42013,1003970,Card,2,0,【不思議な儀式】老界王神 ×2,ステージ9回クリア
42021,42013,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ9回クリア
42022,42013,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ9回クリア
42023,42014,11,Point::Stone,3,0,龍石3個,LEVEL1をクリア
42024,42014,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリア
42025,42014,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリア
42026,42014,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア
42027,42015,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
42028,42015,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
42029,42015,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
42030,42015,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
42031,42015,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
42032,42016,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
42033,42016,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
42034,42016,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
42035,42016,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
42036,42016,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
42037,42017,11,Point::Stone,4,0,龍石4個,LEVEL2をクリア
42038,42017,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
42039,42017,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア
42040,42017,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア
42041,42017,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア
42042,42017,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア
42043,42018,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア
42044,42018,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア
42045,42018,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリア
42046,42018,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリア
42047,42018,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリア
42048,42019,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリア
42049,42019,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリア
42050,42019,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリア
42051,42019,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリア
42052,42019,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリア
42053,42020,1,CardStickerItem,1,0,スペシャルステッカー ×1,LEVEL3をクリア
42054,42020,11,Point::Stone,12,0,龍石12個,LEVEL3をクリア
42055,42021,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリア
42056,42021,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリア
42057,42022,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリア
43001,43001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう
43002,43002,2000,TreasureItem,1000,0,激闘の記憶1000個,[ウィークリー]ステージ1回クリア
43003,43003,2000,TreasureItem,2000,0,激闘の記憶2000個,[ウィークリー]ステージ2回クリア
43004,43004,2000,TreasureItem,3000,0,激闘の記憶3000個,[ウィークリー]ステージ3回クリア
43005,43005,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア
43006,43005,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア
43007,43005,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア
43008,43005,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア
43009,43005,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア
43010,43006,11,Point::Stone,3,0,龍石3個,ステージ2回クリア
43011,43007,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,ステージ3回クリア
43012,43008,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,ステージ4回クリア
43013,43009,11,Point::Stone,5,0,龍石5個,ステージ5回クリア
43014,43010,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ6回クリア
43015,43010,1013400,Card,1,0,【かすかな寝息】老界王神(居眠り) ×1,ステージ6回クリア
43016,43011,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ7回クリア
43017,43011,1013400,Card,2,0,【かすかな寝息】老界王神(居眠り) ×2,ステージ7回クリア
43018,43012,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ8回クリア
43019,43012,7,TrainingField,3,0,重力室(150倍) ×3,ステージ8回クリア
43020,43013,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ9回クリア
43021,43013,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ9回クリア
43022,43014,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ10回クリア
43023,43014,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ10回クリア
43024,43015,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリア
43025,43015,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリア
43026,43015,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア
43027,43016,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
43028,43016,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
43029,43016,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
43030,43016,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
43031,43016,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
43032,43017,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
43033,43017,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
43034,43017,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
43035,43017,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
43036,43017,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
43037,43018,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
43038,43018,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア
43039,43018,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア
43040,43018,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア
43041,43018,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア
43042,43019,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア
43043,43019,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア
43044,43019,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリア
43045,43019,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリア
43046,43019,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリア
43047,43020,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリア
43048,43020,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリア
43049,43020,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリア
43050,43020,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリア
43051,43020,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリア
43052,43021,1,CardStickerItem,1,0,スペシャルステッカー ×1,LEVEL3をクリア
43053,43021,11,Point::Stone,12,0,龍石12個,LEVEL3をクリア
43054,43022,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリア
43055,43022,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリア
43056,43023,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリア
44001,44001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう
44002,44002,2000,TreasureItem,1000,0,激闘の記憶1000個,[ウィークリー]ステージ1回クリア
44003,44003,2000,TreasureItem,2000,0,激闘の記憶2000個,[ウィークリー]ステージ2回クリア
44004,44004,2000,TreasureItem,3000,0,激闘の記憶3000個,[ウィークリー]ステージ3回クリア
44005,44005,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア
44006,44005,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア
44007,44005,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア
44008,44005,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア
44009,44005,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア
44010,44006,11,Point::Stone,3,0,龍石3個,ステージ2回クリア
44011,44007,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,ステージ3回クリア
44012,44008,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,ステージ4回クリア
44013,44009,11,Point::Stone,5,0,龍石5個,ステージ5回クリア
44014,44010,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ6回クリア
44015,44010,1013400,Card,1,0,【かすかな寝息】老界王神(居眠り) ×1,ステージ6回クリア
44016,44011,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ7回クリア
44017,44011,1013400,Card,2,0,【かすかな寝息】老界王神(居眠り) ×2,ステージ7回クリア
44018,44012,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ8回クリア
44019,44012,7,TrainingField,3,0,重力室(150倍) ×3,ステージ8回クリア
44020,44013,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ9回クリア
44021,44013,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ9回クリア
44022,44014,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,ステージ10回クリア
44023,44014,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ10回クリア
44024,44015,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリア
44025,44015,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリア
44026,44015,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア
44027,44016,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア
44028,44016,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア
44029,44016,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア
44030,44016,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア
44031,44016,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア
44032,44017,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア
44033,44017,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア
44034,44017,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア
44035,44017,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア
44036,44017,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア
44037,44018,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア
