id,comment
729,"必殺技Lv6以上, 素材ID=76:250個, 素材ID=77:100個, 素材ID=78:15個"
730,"必殺技Lv4以上, 素材ID=76:100個, 素材ID=77:50個, 素材ID=78:5個"
731,"必殺技Lv10以上, 素材ID=76:500個, 素材ID=77:250個, 素材ID=78:30個"
732,"素材ID=79:20個, 素材ID=80:10個, 素材ID=81:1個"
733,素材ID=79:5個
734,"素材ID=79:40個, 素材ID=80:20個, 素材ID=81:2個"
735,素材ID=79:10個
736,"素材ID=79:10個, 素材ID=80:5個"
737,"素材ID=79:10個, 素材ID=80:10個, 素材ID=81:1個"
738,"素材ID=79:250個, 素材ID=80:100個, 素材ID=81:15個"
739,"素材ID=79:50個, 素材ID=80:30個, 素材ID=81:3個"
740,"素材ID=79:20個, 素材ID=80:15個, 素材ID=81:2個"
741,"素材ID=79:30個, 素材ID=80:15個, 素材ID=81:3個"
742,"素材ID=79:75個, 素材ID=80:30個, 素材ID=81:5個"
743,"必殺技Lv2以上, 素材ID=79:10個, 素材ID=80:5個"
744,"必殺技Lv2以上, 素材ID=79:10個, 素材ID=80:10個"
745,"必殺技Lv6以上, 素材ID=79:10個, 素材ID=80:10個"
746,"必殺技Lv4以上, 素材ID=79:10個, 素材ID=80:10個"
747,"必殺技Lv2以上, 素材ID=79:10個"
748,"必殺技Lv4以上, 素材ID=79:10個, 素材ID=80:5個"
749,"必殺技Lv6以上, 素材ID=79:10個, 素材ID=80:10個, 素材ID=81:1個"
750,"必殺技Lv4以上, 素材ID=79:10個, 素材ID=80:10個, 素材ID=81:1個"
751,"必殺技Lv6以上, 素材ID=79:15個, 素材ID=80:15個, 素材ID=81:2個"
752,"必殺技Lv8以上, 素材ID=79:15個, 素材ID=80:15個, 素材ID=81:2個"
753,"必殺技Lv10以上, 素材ID=79:15個, 素材ID=80:15個, 素材ID=81:2個"
754,"必殺技Lv8以上, 素材ID=79:10個, 素材ID=80:10個, 素材ID=81:1個"
755,"必殺技Lv10以上, 素材ID=79:10個, 素材ID=80:10個, 素材ID=81:1個"
756,"必殺技Lv10以上, 素材ID=79:30個, 素材ID=80:20個, 素材ID=81:3個"
757,"必殺技Lv6以上, 素材ID=79:100個, 素材ID=80:50個, 素材ID=81:5個"
758,"必殺技Lv4以上, 素材ID=79:100個, 素材ID=80:50個, 素材ID=81:5個"
759,"必殺技Lv10以上, 素材ID=79:250個, 素材ID=80:100個, 素材ID=81:15個"
760,"素材ID=82:20個, 素材ID=83:10個, 素材ID=84:1個"
761,素材ID=82:5個
762,"素材ID=82:40個, 素材ID=83:20個, 素材ID=84:2個"
763,素材ID=82:10個
764,"素材ID=82:10個, 素材ID=83:5個"
765,"素材ID=82:10個, 素材ID=83:10個, 素材ID=84:1個"
766,"素材ID=82:250個, 素材ID=83:100個, 素材ID=84:15個"
767,"素材ID=82:100個, 素材ID=83:50個, 素材ID=84:5個"
768,"素材ID=82:80個, 素材ID=83:40個, 素材ID=84:4個"
769,"素材ID=82:20個, 素材ID=83:15個, 素材ID=84:2個"
770,"素材ID=82:30個, 素材ID=83:15個, 素材ID=84:3個"
771,"素材ID=82:75個, 素材ID=83:30個, 素材ID=84:5個"
772,"必殺技Lv2以上, 素材ID=82:10個, 素材ID=83:5個"
773,"必殺技Lv2以上, 素材ID=82:10個, 素材ID=83:10個"
774,"必殺技Lv6以上, 素材ID=82:10個, 素材ID=83:10個"
775,"必殺技Lv4以上, 素材ID=82:10個, 素材ID=83:10個"
776,"必殺技Lv2以上, 素材ID=82:10個"
777,"必殺技Lv4以上, 素材ID=82:10個, 素材ID=83:5個"
778,"必殺技Lv6以上, 素材ID=82:10個, 素材ID=83:10個, 素材ID=84:1個"
779,"必殺技Lv4以上, 素材ID=82:10個, 素材ID=83:10個, 素材ID=84:1個"
780,"必殺技Lv6以上, 素材ID=82:15個, 素材ID=83:15個, 素材ID=84:2個"
781,"必殺技Lv8以上, 素材ID=82:15個, 素材ID=83:15個, 素材ID=84:2個"
782,"必殺技Lv10以上, 素材ID=82:15個, 素材ID=83:15個, 素材ID=84:2個"
783,"必殺技Lv8以上, 素材ID=82:10個, 素材ID=83:10個, 素材ID=84:1個"
784,"必殺技Lv10以上, 素材ID=82:10個, 素材ID=83:10個, 素材ID=84:1個"
785,"必殺技Lv10以上, 素材ID=82:30個, 素材ID=83:20個, 素材ID=84:3個"
786,"必殺技Lv6以上, 素材ID=82:250個, 素材ID=83:100個, 素材ID=84:15個"
787,"必殺技Lv4以上, 素材ID=82:100個, 素材ID=83:50個, 素材ID=84:5個"
788,"必殺技Lv10以上, 素材ID=82:500個, 素材ID=83:250個, 素材ID=84:30個"
