id,quest_id,type,card_category_id,quest_category_bonus_rarity_table_id
778,1306007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
779,1306008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
780,1306009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,100
781,1305006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,92,100
782,1305007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,92,100
783,1305008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,92,100
784,420003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,17,100
785,251002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,87,100
786,273001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,57,100
787,273002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,57,100
788,273003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,57,100
789,420001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,17,100
790,420002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,17,100
791,916001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
792,916002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
793,916003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
794,916004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
795,916005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
796,916006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
797,916007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
798,916008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
799,916009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
800,916010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
801,916011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
802,916012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,78,100
803,917001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,100
804,917002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,100
805,917003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,100
806,917004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,100
807,917005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,100
808,917006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,100
809,917007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,100
810,917008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,100
811,918001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,69,100
812,918002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,69,100
813,918003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,69,100
814,918004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,69,100
815,918005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,69,100
816,918006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,69,100
817,918007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,69,100
