id,optimal_awakening_grow_type,step,lv_max,skill_lv_max,passive_skill_set_id,leader_skill_set_id
1505,208,6,135,14,974.0,1011851
1506,208,7,140,15,2682.0,1011851
1507,209,1,125,10,691.0,100924
1508,209,2,125,11,691.0,100924
1509,209,3,130,11,691.0,100924
1510,209,4,130,12,691.0,100924
1511,209,5,130,13,691.0,1009241
1512,209,6,135,14,691.0,1009241
1513,209,7,140,15,2681.0,1009241
1514,210,1,125,10,1191.0,101386
1515,210,2,125,11,1191.0,101386
1516,210,3,130,11,1191.0,101386
1517,210,4,130,12,1191.0,101386
1518,210,5,130,13,1191.0,1013861
1519,210,6,135,14,1191.0,1013861
1520,210,7,140,15,2683.0,1013861
1521,211,1,125,10,2684.0,1023691
1522,211,2,125,11,2684.0,1023691
1523,211,3,130,11,2687.0,1023691
1524,211,4,130,12,2687.0,1023691
1525,211,5,130,13,2687.0,1023692
1526,211,6,135,14,2687.0,1023692
1527,211,7,140,15,2688.0,1023692
1528,212,1,125,10,2685.0,1023701
1529,212,2,125,11,2685.0,1023701
1530,212,3,130,11,2689.0,1023701
1531,212,4,130,12,2689.0,1023701
1532,212,5,130,13,2689.0,1023702
1533,212,6,135,14,2689.0,1023702
1534,212,7,140,15,2690.0,1023702
1535,213,1,125,10,2686.0,1023641
1536,213,2,125,11,2686.0,1023641
1537,213,3,130,11,2691.0,1023641
1538,213,4,130,12,2691.0,1023641
1539,213,5,130,13,2691.0,1023642
1540,213,6,135,14,2691.0,1023642
1541,213,7,140,15,2692.0,1023642
1542,214,1,125,10,1307.0,1015201
1543,214,2,125,11,1307.0,1015201
1544,214,3,130,11,2698.0,1015201
1545,214,4,130,12,2698.0,1015201
1546,214,5,130,13,2698.0,1015202
1547,214,6,135,14,2698.0,1015202
1548,214,7,140,15,2699.0,1015202
1549,215,1,125,10,1343.0,1015591
1550,215,2,125,11,1343.0,1015591
1551,215,3,130,11,2700.0,1015591
1552,215,4,130,12,2700.0,1015591
1553,215,5,130,13,2700.0,1015592
1554,215,6,135,14,2700.0,1015592
1555,215,7,140,15,2701.0,1015592
1556,216,1,125,10,2191.0,1019491
1557,216,2,125,11,2191.0,1019491
1558,216,3,130,11,2702.0,1019491
1559,216,4,130,12,2702.0,1019491
1560,216,5,130,13,2702.0,1019492
1561,216,6,135,14,2702.0,1019492
1562,216,7,140,15,2703.0,1019492
1563,217,1,125,10,2192.0,1019491
1564,217,2,125,11,2192.0,1019491
1565,217,3,130,11,2704.0,1019491
1566,217,4,130,12,2704.0,1019491
1567,217,5,130,13,2704.0,1019492
1568,217,6,135,14,2704.0,1019492
1569,217,7,140,15,2705.0,1019492
1570,218,1,125,10,2706.0,102371
1571,218,2,125,11,2706.0,102371
1572,218,3,130,11,2706.0,102371
1573,218,4,130,12,2706.0,102371
1574,218,5,130,13,2706.0,1023711
1575,218,6,135,14,2706.0,1023711
1576,218,7,140,15,2711.0,1023711
1577,219,1,125,10,2707.0,102368
1578,219,2,125,11,2707.0,102368
1579,219,3,130,11,2707.0,102368
1580,219,4,130,12,2707.0,102368
1581,219,5,130,13,2707.0,1023681
1582,219,6,135,14,2707.0,1023681
1583,219,7,140,15,2712.0,1023681
1584,220,1,125,10,2708.0,102367
1585,220,2,125,11,2708.0,102367
1586,220,3,130,11,2708.0,102367
1587,220,4,130,12,2708.0,102367
1588,220,5,130,13,2708.0,1023671
1589,220,6,135,14,2708.0,1023671
1590,220,7,140,15,2713.0,1023671
1591,221,1,125,10,2709.0,102366
1592,221,2,125,11,2709.0,102366
1593,221,3,130,11,2709.0,102366
1594,221,4,130,12,2709.0,102366
1595,221,5,130,13,2709.0,1023661
1596,221,6,135,14,2709.0,1023661
1597,221,7,140,15,2714.0,1023661
1598,222,1,125,10,2710.0,102365
1599,222,2,125,11,2710.0,102365
1600,222,3,130,11,2710.0,102365
1601,222,4,130,12,2710.0,102365
1602,222,5,130,13,2710.0,1023651
1603,222,6,135,14,2710.0,1023651
1604,222,7,140,15,2715.0,1023651
1605,223,1,125,15,2716.0,1023911
1606,223,2,125,16,2716.0,1023911
1607,223,3,130,16,2717.0,1023911
1608,223,4,130,17,2717.0,1023911
1609,223,5,130,18,2717.0,1023912
1610,223,6,135,19,2717.0,1023912
1611,223,7,140,20,2718.0,1023912
1612,1020,1,150,22,986.0,1011641
1613,1020,2,150,24,986.0,1011641
1614,1020,3,150,25,2719.0,1011641
1615,224,1,125,10,604.0,100842
1616,224,2,125,11,604.0,100842
1617,224,3,130,11,604.0,100842
1618,224,4,130,12,604.0,100842
1619,224,5,130,13,604.0,1008421
1620,224,6,135,14,604.0,1008421
1621,224,7,140,15,2720.0,1008421
1622,225,1,125,10,605.0,100843
1623,225,2,125,11,605.0,100843
1624,225,3,130,11,605.0,100843
1625,225,4,130,12,605.0,100843
1626,225,5,130,13,605.0,1008431
1627,225,6,135,14,605.0,1008431
1628,225,7,140,15,2721.0,1008431
1629,226,1,125,10,868.0,101083
1630,226,2,125,11,868.0,101083
1631,226,3,130,11,868.0,101083
1632,226,4,130,12,868.0,101083
1633,226,5,130,13,868.0,1010831
1634,226,6,135,14,868.0,1010831
1635,226,7,140,15,2722.0,1010831
1636,227,1,125,10,866.0,101057
1637,227,2,125,11,866.0,101057
1638,227,3,130,11,866.0,101057
1639,227,4,130,12,866.0,101057
1640,227,5,130,13,866.0,1010571
1641,227,6,135,14,866.0,1010571
1642,227,7,140,15,2723.0,1010571
1643,228,1,125,10,867.0,101058
1644,228,2,125,11,867.0,101058
1645,228,3,130,11,867.0,101058
1646,228,4,130,12,867.0,101058
1647,228,5,130,13,867.0,1010581
1648,228,6,135,14,867.0,1010581
1649,228,7,140,15,2724.0,1010581
1650,229,1,125,10,953.0,101130
1651,229,2,125,11,953.0,101130
1652,229,3,130,11,953.0,101130
1653,229,4,130,12,953.0,101130
1654,229,5,130,13,953.0,1011301
1655,229,6,135,14,953.0,1011301
1656,229,7,140,15,2754.0,1011301
1657,230,1,125,10,955.0,101132
1658,230,2,125,11,955.0,101132
1659,230,3,130,11,955.0,101132
1660,230,4,130,12,955.0,101132
1661,230,5,130,13,955.0,1011321
1662,230,6,135,14,955.0,1011321
1663,230,7,140,15,2755.0,1011321
1664,231,1,125,10,1394.0,101603
1665,231,2,125,11,1394.0,101603
1666,231,3,130,11,1394.0,101603
1667,231,4,130,12,1394.0,101603
1668,231,5,130,13,1394.0,1016031
1669,231,6,135,14,1394.0,1016031
1670,231,7,140,15,2756.0,1016031
1671,232,1,125,10,1396.0,101605
1672,232,2,125,11,1396.0,101605
1673,232,3,130,11,1396.0,101605
1674,232,4,130,12,1396.0,101605
1675,232,5,130,13,1396.0,1016051
1676,232,6,135,14,1396.0,1016051
1677,232,7,140,15,2757.0,1016051
1678,1021,1,150,22,2739.0,1023891
1679,1021,2,150,24,2739.0,1023891
1680,1021,3,150,25,2758.0,1023891
1681,233,1,125,10,2741.0,1023931
1682,233,2,125,11,2741.0,1023931
1683,233,3,130,11,2759.0,1023931
1684,233,4,130,12,2759.0,1023931
1685,233,5,130,13,2759.0,1023932
1686,233,6,135,14,2759.0,1023932
1687,233,7,140,15,2760.0,1023932
1688,234,1,125,10,2744.0,1023951
1689,234,2,125,11,2744.0,1023951
1690,234,3,130,11,2761.0,1023951
1691,234,4,130,12,2761.0,1023951
1692,234,5,130,13,2761.0,1023952
1693,234,6,135,14,2761.0,1023952
1694,234,7,140,15,2762.0,1023952
1695,235,1,125,10,2745.0,1023951
1696,235,2,125,11,2745.0,1023951
1697,235,3,130,11,2763.0,1023951
1698,235,4,130,12,2763.0,1023951
1699,235,5,130,13,2763.0,1023952
1700,235,6,135,14,2763.0,1023952
1701,235,7,140,15,2764.0,1023952
1702,1022,1,150,22,1091.0,1012901
1703,1022,2,150,24,1091.0,1012901
1704,1022,3,150,25,2765.0,1012901
1705,1023,1,150,22,1092.0,1012901
1706,1023,2,150,24,1092.0,1012901
1707,1023,3,150,25,2766.0,1012901
1708,1024,1,150,22,1096.0,1012931
1709,1024,2,150,24,1096.0,1012931
1710,1024,3,150,25,2767.0,1012931
1711,1025,1,150,22,1097.0,1012931
1712,1025,2,150,24,1097.0,1012931
1713,1025,3,150,25,2768.0,1012931
1714,1026,1,150,22,1424.0,1014211
1715,1026,2,150,24,1424.0,1014211
1716,1026,3,150,25,2778.0,1014211
1717,1027,1,150,22,1427.0,1014221
1718,1027,2,150,24,1427.0,1014221
1719,1027,3,150,25,2779.0,1014221
1720,1028,1,150,22,2773.0,1023861
1721,1028,2,150,24,2773.0,1023861
1722,1028,3,150,25,2780.0,1023861
1723,1029,1,150,22,808.0,1009631
1724,1029,2,150,24,808.0,1009631
1725,1029,3,150,25,2798.0,1009631
1726,236,1,125,10,2048.0,1019171
1727,236,2,125,11,2048.0,1019171
1728,236,3,130,11,2790.0,1019171
1729,236,4,130,12,2790.0,1019171
1730,236,5,130,13,2790.0,1019172
1731,236,6,135,14,2790.0,1019172
1732,236,7,140,15,2791.0,1019172
1733,237,1,125,10,2052.0,1019091
1734,237,2,125,11,2052.0,1019091
1735,237,3,130,11,2788.0,1019091
1736,237,4,130,12,2788.0,1019091
1737,237,5,130,13,2788.0,1019092
1738,237,6,135,14,2788.0,1019092
1739,237,7,140,15,2789.0,1019092
1740,238,1,125,10,2056.0,1019221
1741,238,2,125,11,2056.0,1019221
1742,238,3,130,11,2792.0,1019221
1743,238,4,130,12,2792.0,1019221
1744,238,5,130,13,2792.0,1019222
1745,238,6,135,14,2792.0,1019222
1746,238,7,140,15,2793.0,1019222
1747,239,1,125,10,2050.0,1019201
1748,239,2,125,11,2050.0,1019201
1749,239,3,130,11,2794.0,1019201
1750,239,4,130,12,2794.0,1019201
1751,239,5,130,13,2794.0,1019202
1752,239,6,135,14,2794.0,1019202
1753,239,7,140,15,2795.0,1019202
1754,240,1,125,10,2054.0,1019241
1755,240,2,125,11,2054.0,1019241
1756,240,3,130,11,2796.0,1019241
1757,240,4,130,12,2796.0,1019241
1758,240,5,130,13,2796.0,1019242
1759,240,6,135,14,2796.0,1019242
1760,240,7,140,15,2797.0,1019242
1761,241,1,125,15,2799.0,1024021
1762,241,2,125,16,2799.0,1024021
1763,241,3,130,16,2800.0,1024021
1764,241,4,130,17,2800.0,1024021
1765,241,5,130,18,2800.0,1024022
1766,241,6,135,19,2800.0,1024022
1767,241,7,140,20,2801.0,1024022
1768,242,1,125,10,1155.0,101383
1769,242,2,125,11,1155.0,101383
1770,242,3,130,11,1155.0,101383
1771,242,4,130,12,1155.0,101383
1772,242,5,130,13,1155.0,1013831
1773,242,6,135,14,1155.0,1013831
1774,242,7,140,15,2802.0,1013831
1775,243,1,125,10,1156.0,101383
1776,243,2,125,11,1156.0,101383
1777,243,3,130,11,1156.0,101383
1778,243,4,130,12,1156.0,101383
1779,243,5,130,13,1156.0,1013831
1780,243,6,135,14,1156.0,1013831
1781,243,7,140,15,2803.0,1013831
1782,244,1,125,10,1134.0,101357
1783,244,2,125,11,1134.0,101357
1784,244,3,130,11,1134.0,101357
1785,244,4,130,12,1134.0,101357
1786,244,5,130,13,1134.0,1013571
1787,244,6,135,14,1134.0,1013571
1788,244,7,140,15,2814.0,1013571
1789,245,1,125,10,1135.0,101357
1790,245,2,125,11,1135.0,101357
1791,245,3,130,11,1135.0,101357
1792,245,4,130,12,1135.0,101357
1793,245,5,130,13,1135.0,1013571
1794,245,6,135,14,1135.0,1013571
1795,245,7,140,15,2815.0,1013571
1796,246,1,125,15,2825.0,1024011
1797,246,2,125,16,2825.0,1024011
1798,246,3,130,16,2826.0,1024011
1799,246,4,130,17,2826.0,1024011
1800,246,5,130,18,2826.0,1024012
1801,246,6,135,19,2826.0,1024012
1802,246,7,140,20,2827.0,1024012
1803,247,1,125,10,2098.0,1019851
1804,247,2,125,11,2098.0,1019851
1805,247,3,130,11,2832.0,1019851
1806,247,4,130,12,2832.0,1019851
1807,247,5,130,13,2832.0,1019852
1808,247,6,135,14,2832.0,1019852
1809,247,7,140,15,2833.0,1019852
1810,248,1,125,10,2097.0,1019901
1811,248,2,125,11,2097.0,1019901
1812,248,3,130,11,2834.0,1019901
1813,248,4,130,12,2834.0,1019901
1814,248,5,130,13,2834.0,1019902
1815,248,6,135,14,2834.0,1019902
1816,248,7,140,15,2835.0,1019902
1817,249,1,125,10,979.0,101180
1818,249,2,125,11,979.0,101180
1819,249,3,130,11,979.0,101180
1820,249,4,130,12,979.0,101180
1821,249,5,130,13,979.0,1011801
1822,249,6,135,14,979.0,1011801
1823,249,7,140,15,2836.0,1011801
1824,1030,1,150,22,1315.0,1015031
1825,1030,2,150,24,1315.0,1015031
1826,1030,3,150,25,2837.0,1015031
1827,250,1,125,10,2113.0,1019861
1828,250,2,125,11,2113.0,1019861
1829,250,3,130,11,2852.0,1019861
1830,250,4,130,12,2852.0,1019861
1831,250,5,130,13,2852.0,1019862
1832,250,6,135,14,2852.0,1019862
1833,250,7,140,15,2853.0,1019862
1834,251,1,125,10,2117.0,1019881
1835,251,2,125,11,2117.0,1019881
1836,251,3,130,11,2854.0,1019881
1837,251,4,130,12,2854.0,1019881
1838,251,5,130,13,2854.0,1019882
1839,251,6,135,14,2854.0,1019882
1840,251,7,140,15,2855.0,1019882
1841,252,1,125,10,2115.0,1019891
1842,252,2,125,11,2115.0,1019891
1843,252,3,130,11,2856.0,1019891
1844,252,4,130,12,2856.0,1019891
1845,252,5,130,13,2856.0,1019892
1846,252,6,135,14,2856.0,1019892
1847,252,7,140,15,2857.0,1019892
1848,253,1,125,15,2858.0,1023631
1849,253,2,125,16,2858.0,1023631
1850,253,3,130,16,2859.0,1023631
1851,253,4,130,17,2859.0,1023631
1852,253,5,130,18,2859.0,1023632
1853,253,6,135,19,2859.0,1023632
1854,253,7,140,20,2860.0,1023632
1855,1031,1,150,22,2227.0,1019701
1856,1031,2,150,24,2227.0,1019701
1857,1031,3,150,25,3103.0,1019701
1858,1032,1,150,22,1250.0,1014941
1859,1032,2,150,24,1250.0,1014941
1860,1032,3,150,25,2865.0,1014941
1861,1033,1,150,22,1114.0,1013101
1862,1033,2,150,24,1114.0,1013101
1863,1033,3,150,25,2871.0,1013101
1864,1034,1,150,22,1219.0,1014471
1865,1034,2,150,24,1219.0,1014471
1866,1034,3,150,25,2875.0,1014471
1867,254,1,125,15,2876.0,1024271
1868,254,2,125,16,2876.0,1024271
1869,254,3,130,16,2877.0,1024271
1870,254,4,130,17,2877.0,1024271
1871,254,5,130,18,2877.0,1024272
1872,254,6,135,19,2877.0,1024272
1873,254,7,140,20,2878.0,1024272
1874,255,1,125,10,1003.0,101203
1875,255,2,125,11,1003.0,101203
1876,255,3,130,11,1003.0,101203
1877,255,4,130,12,1003.0,101203
1878,255,5,130,13,1003.0,1012031
1879,255,6,135,14,1003.0,1012031
1880,255,7,140,15,2880.0,1012031
1881,256,1,125,15,2884.0,1024041
1882,256,2,125,16,2884.0,1024041
1883,256,3,130,16,2885.0,1024041
1884,256,4,130,17,2885.0,1024041
1885,256,5,130,18,2885.0,1024042
1886,256,6,135,19,2885.0,1024042
1887,256,7,140,20,2886.0,1024042
1888,257,1,125,10,2256.0,1021081
1889,257,2,125,11,2256.0,1021081
1890,257,3,130,11,2890.0,1021081
1891,257,4,130,12,2890.0,1021081
1892,257,5,130,13,2890.0,1021082
1893,257,6,135,14,2890.0,1021082
1894,257,7,140,15,2891.0,1021082
1895,258,1,125,10,768.0,100972
1896,258,2,125,11,768.0,100972
1897,258,3,130,11,768.0,100972
1898,258,4,130,12,768.0,100972
1899,258,5,130,13,768.0,1009721
1900,258,6,135,14,768.0,1009721
1901,258,7,140,15,2892.0,1009721
1902,259,1,125,10,769.0,100973
1903,259,2,125,11,769.0,100973
1904,259,3,130,11,769.0,100973
1905,259,4,130,12,769.0,100973
1906,259,5,130,13,769.0,1009731
1907,259,6,135,14,769.0,1009731
1908,259,7,140,15,2893.0,1009731
1909,260,1,125,10,770.0,100974
1910,260,2,125,11,770.0,100974
1911,260,3,130,11,770.0,100974
1912,260,4,130,12,770.0,100974
1913,260,5,130,13,770.0,1009741
1914,260,6,135,14,770.0,1009741
1915,260,7,140,15,2894.0,1009741
1916,1035,1,150,22,1040.0,1011681
1917,1035,2,150,24,1040.0,1011681
1918,1035,3,150,25,2937.0,1011681
1919,261,1,125,15,2902.0,1024031
1920,261,2,125,16,2902.0,1024031
1921,261,3,130,16,2903.0,1024031
1922,261,4,130,17,2903.0,1024031
1923,261,5,130,18,2903.0,1024032
1924,261,6,135,19,2903.0,1024032
1925,261,7,140,20,2904.0,1024032
1926,262,1,125,10,1074.0,101274
1927,262,2,125,11,1074.0,101274
1928,262,3,130,11,1074.0,101274
1929,262,4,130,12,1074.0,101274
1930,262,5,130,13,1074.0,1012741
1931,262,6,135,14,1074.0,1012741
1932,262,7,140,15,2907.0,1012741
1933,263,1,125,10,1076.0,101276
1934,263,2,125,11,1076.0,101276
1935,263,3,130,11,1076.0,101276
1936,263,4,130,12,1076.0,101276
1937,263,5,130,13,1076.0,1012761
1938,263,6,135,14,1076.0,1012761
1939,263,7,140,15,2908.0,1012761
1940,1036,1,150,22,1378.0,1014081
1941,1036,2,150,24,1378.0,1014081
1942,1036,3,150,25,2905.0,1014081
1943,1037,1,150,22,920.0,1011141
1944,1037,2,150,24,920.0,1011141
1945,1037,3,150,25,2906.0,1011141
1946,264,1,125,10,1208.0,101413
1947,264,2,125,11,1208.0,101413
1948,264,3,130,11,1208.0,101413
1949,264,4,130,12,1208.0,101413
1950,264,5,130,13,1208.0,1014131
1951,264,6,135,14,1208.0,1014131
1952,264,7,140,15,2912.0,1014131
1953,265,1,125,10,2913.0,1025211
1954,265,2,125,11,2913.0,1025211
1955,265,3,130,11,2917.0,1025211
1956,265,4,130,12,2917.0,1025211
1957,265,5,130,13,2917.0,1025212
1958,265,6,135,14,2917.0,1025212
1959,265,7,140,15,2918.0,1025212
1960,266,1,125,10,2915.0,1025111
1961,266,2,125,11,2915.0,1025111
1962,266,3,130,11,2919.0,1025111
1963,266,4,130,12,2919.0,1025111
1964,266,5,130,13,2919.0,1025112
1965,266,6,135,14,2919.0,1025112
1966,266,7,140,15,2920.0,1025112
1967,267,1,125,10,2916.0,1025111
1968,267,2,125,11,2916.0,1025111
1969,267,3,130,11,2921.0,1025111
1970,267,4,130,12,2921.0,1025111
1971,267,5,130,13,2921.0,1025112
1972,267,6,135,14,2921.0,1025112
1973,267,7,140,15,2922.0,1025112
1974,1038,1,150,22,1435.0,1016311
1975,1038,2,150,24,1435.0,1016311
1976,1038,3,150,25,2923.0,1016311
1977,1039,1,150,22,1436.0,1016311
1978,1039,2,150,24,1436.0,1016311
1979,1039,3,150,25,2924.0,1016311
1980,1040,1,150,22,1541.0,1015571
1981,1040,2,150,24,1541.0,1015571
1982,1040,3,150,25,2931.0,1015571
1983,268,1,125,10,2925.0,1025131
1984,268,2,125,11,2925.0,1025131
1985,268,3,130,11,2933.0,1025131
1986,268,4,130,12,2933.0,1025131
1987,268,5,130,13,2933.0,1025132
1988,268,6,135,14,2933.0,1025132
1989,268,7,140,15,2934.0,1025132
1990,269,1,125,10,2926.0,1025141
1991,269,2,125,11,2926.0,1025141
1992,269,3,130,11,2935.0,1025141
1993,269,4,130,12,2935.0,1025141
1994,269,5,130,13,2935.0,1025142
1995,269,6,135,14,2935.0,1025142
1996,269,7,140,15,2936.0,1025142
1997,1041,1,150,22,1446.0,1016371
1998,1041,2,150,24,1446.0,1016371
1999,1041,3,150,25,2932.0,1016371
2000,270,1,125,10,819.0,100910
2001,270,2,125,11,819.0,100910
2002,270,3,130,11,819.0,100910
2003,270,4,130,12,819.0,100910
2004,270,5,130,13,819.0,1009101
2005,270,6,135,14,819.0,1009101
2006,270,7,140,15,2938.0,1009101
2007,271,1,125,10,1533.0,101718
2008,271,2,125,11,1533.0,101718
2009,271,3,130,11,1533.0,101718
2010,271,4,130,12,1533.0,101718
2011,271,5,130,13,1533.0,1017181
2012,271,6,135,14,1533.0,1017181
2013,271,7,140,15,2948.0,1017181
2014,272,1,125,10,1534.0,101718
2015,272,2,125,11,1534.0,101718
2016,272,3,130,11,1534.0,101718
2017,272,4,130,12,1534.0,101718
2018,272,5,130,13,1534.0,1017181
2019,272,6,135,14,1534.0,1017181
2020,272,7,140,15,2949.0,1017181
2021,273,1,125,10,1535.0,101718
2022,273,2,125,11,1535.0,101718
2023,273,3,130,11,1535.0,101718
2024,273,4,130,12,1535.0,101718
2025,273,5,130,13,1535.0,1017181
2026,273,6,135,14,1535.0,1017181
2027,273,7,140,15,2950.0,1017181
2028,274,1,125,15,2953.0,1024091
2029,274,2,125,16,2953.0,1024091
2030,274,3,130,16,2954.0,1024091
2031,274,4,130,17,2954.0,1024091
2032,274,5,130,18,2954.0,1024092
2033,274,6,135,19,2954.0,1024092
2034,274,7,140,20,2955.0,1024092
2035,275,1,125,10,1411.0,101418
2036,275,2,125,11,1411.0,101418
2037,275,3,130,11,1411.0,101418
2038,275,4,130,12,1411.0,101418
2039,275,5,130,13,1411.0,1014181
2040,275,6,135,14,1411.0,1014181
2041,275,7,140,15,2960.0,1014181
2042,276,1,125,10,1608.0,101419
2043,276,2,125,11,1608.0,101419
2044,276,3,130,11,1608.0,101419
2045,276,4,130,12,1608.0,101419
2046,276,5,130,13,1608.0,1014191
2047,276,6,135,14,1608.0,1014191
2048,276,7,140,15,2961.0,1014191
2049,277,1,125,10,1410.0,101446
2050,277,2,125,11,1410.0,101446
2051,277,3,130,11,1410.0,101446
2052,277,4,130,12,1410.0,101446
2053,277,5,130,13,1410.0,1014461
2054,277,6,135,14,1410.0,1014461
2055,277,7,140,15,2962.0,1014461
2056,278,1,125,10,1610.0,101406
2057,278,2,125,11,1610.0,101406
2058,278,3,130,11,1610.0,101406
2059,278,4,130,12,1610.0,101406
2060,278,5,130,13,1610.0,1014061
2061,278,6,135,14,1610.0,1014061
2062,278,7,140,15,2963.0,1014061
2063,279,1,125,10,1611.0,101406
2064,279,2,125,11,1611.0,101406
2065,279,3,130,11,1611.0,101406
2066,279,4,130,12,1611.0,101406
2067,279,5,130,13,1611.0,1014061
2068,279,6,135,14,1611.0,1014061
2069,279,7,140,15,2964.0,1014061
2070,280,1,125,10,1321.0,101537
2071,280,2,125,11,1321.0,101537
2072,280,3,130,11,1321.0,101537
2073,280,4,130,12,1321.0,101537
2074,280,5,130,13,1321.0,1015371
2075,280,6,135,14,1321.0,1015371
2076,280,7,140,15,2965.0,1015371
2077,281,1,125,10,,101537
2078,281,2,125,11,,101537
2079,281,3,130,11,,101537
2080,281,4,130,12,,101537
2081,281,5,130,13,,1015371
2082,281,6,135,14,,1015371
2083,281,7,140,15,2966.0,1015371
2084,282,1,125,10,1325.0,101531
2085,282,2,125,11,1325.0,101531
2086,282,3,130,11,1325.0,101531
2087,282,4,130,12,1325.0,101531
2088,282,5,130,13,1325.0,1015311
2089,282,6,135,14,1325.0,1015311
2090,282,7,140,15,2967.0,1015311
2091,283,1,125,10,1323.0,101529
2092,283,2,125,11,1323.0,101529
2093,283,3,130,11,1323.0,101529
2094,283,4,130,12,1323.0,101529
2095,283,5,130,13,1323.0,1015291
2096,283,6,135,14,1323.0,1015291
2097,283,7,140,15,2968.0,1015291
2098,284,1,125,10,1930.0,101819
2099,284,2,125,11,1930.0,101819
2100,284,3,130,11,1930.0,101819
2101,284,4,130,12,1930.0,101819
2102,284,5,130,13,1930.0,1018191
2103,284,6,135,14,1930.0,1018191
2104,284,7,140,15,2970.0,1018191
2105,285,1,125,10,1931.0,101819
2106,285,2,125,11,1931.0,101819
2107,285,3,130,11,1931.0,101819
2108,285,4,130,12,1931.0,101819
2109,285,5,130,13,1931.0,1018191
2110,285,6,135,14,1931.0,1018191
2111,285,7,140,15,2971.0,1018191
2112,286,1,125,10,1933.0,101806
2113,286,2,125,11,1933.0,101806
2114,286,3,130,11,1933.0,101806
2115,286,4,130,12,1933.0,101806
2116,286,5,130,13,1933.0,1018061
2117,286,6,135,14,1933.0,1018061
2118,286,7,140,15,2972.0,1018061
2119,287,1,125,10,2981.0,1025151
2120,287,2,125,11,2981.0,1025151
2121,287,3,130,11,2988.0,1025151
2122,287,4,130,12,2988.0,1025151
2123,287,5,130,13,2988.0,1025152
2124,287,6,135,14,2988.0,1025152
2125,287,7,140,15,2989.0,1025152
2126,288,1,125,10,2982.0,1025161
2127,288,2,125,11,2982.0,1025161
2128,288,3,130,11,2990.0,1025161
2129,288,4,130,12,2990.0,1025161
2130,288,5,130,13,2990.0,1025162
2131,288,6,135,14,2990.0,1025162
2132,288,7,140,15,2991.0,1025162
2133,289,1,125,10,2983.0,1025171
2134,289,2,125,11,2983.0,1025171
2135,289,3,130,11,2992.0,1025171
2136,289,4,130,12,2992.0,1025171
2137,289,5,130,13,2992.0,1025172
2138,289,6,135,14,2992.0,1025172
2139,289,7,140,15,2993.0,1025172
2140,290,1,125,10,2984.0,1025181
2141,290,2,125,11,2984.0,1025181
2142,290,3,130,11,2994.0,1025181
2143,290,4,130,12,2994.0,1025181
2144,290,5,130,13,2994.0,1025182
2145,290,6,135,14,2994.0,1025182
2146,290,7,140,15,2995.0,1025182
2147,291,1,125,10,2985.0,1025191
2148,291,2,125,11,2985.0,1025191
2149,291,3,130,11,2996.0,1025191
2150,291,4,130,12,2996.0,1025191
2151,291,5,130,13,2996.0,1025192
2152,291,6,135,14,2996.0,1025192
2153,291,7,140,15,2997.0,1025192
2154,292,1,125,10,2986.0,1025201
2155,292,2,125,11,2986.0,1025201
2156,292,3,130,11,2998.0,1025201
2157,292,4,130,12,2998.0,1025201
2158,292,5,130,13,2998.0,1025202
2159,292,6,135,14,2998.0,1025202
2160,292,7,140,15,2999.0,1025202
2161,293,1,125,10,2612.0,1023161
2162,293,2,125,11,2612.0,1023161
2163,293,3,130,11,3006.0,1023161
2164,293,4,130,12,3006.0,1023161
2165,293,5,130,13,3006.0,1023162
2166,293,6,135,14,3006.0,1023162
2167,293,7,140,15,3007.0,1023162
2168,294,1,125,10,1471.0,101657
2169,294,2,125,11,1471.0,101657
2170,294,3,130,11,1471.0,101657
2171,294,4,130,12,1471.0,101657
2172,294,5,130,13,1471.0,1016571
2173,294,6,135,14,1471.0,1016571
2174,294,7,140,15,3017.0,1016571
2175,295,1,125,15,3008.0,1025471
2176,295,2,125,16,3008.0,1025471
2177,295,3,130,16,3013.0,1025471
2178,295,4,130,17,3013.0,1025471
2179,295,5,130,18,3013.0,1025472
2180,295,6,135,19,3013.0,1025472
2181,295,7,140,20,3014.0,1025472
2182,296,1,125,10,964.0,1010991
2183,296,2,125,11,964.0,1010991
2184,296,3,130,11,3018.0,1010991
2185,296,4,130,12,3018.0,1010991
2186,296,5,130,13,3018.0,1010992
2187,296,6,135,14,3018.0,1010992
2188,296,7,140,15,3019.0,1010992
2189,297,1,125,10,962.0,1010971
2190,297,2,125,11,962.0,1010971
2191,297,3,130,11,3020.0,1010971
2192,297,4,130,12,3020.0,1010971
2193,297,5,130,13,3020.0,1010972
2194,297,6,135,14,3020.0,1010972
2195,297,7,140,15,3021.0,1010972
2196,298,1,125,10,963.0,1010981
2197,298,2,125,11,963.0,1010981
2198,298,3,130,11,3022.0,1010981
2199,298,4,130,12,3022.0,1010981
2200,298,5,130,13,3022.0,1010982
2201,298,6,135,14,3022.0,1010982
2202,298,7,140,15,3023.0,1010982
2203,299,1,125,10,961.0,1010951
2204,299,2,125,11,961.0,1010951
2205,299,3,130,11,3024.0,1010951
2206,299,4,130,12,3024.0,1010951
2207,299,5,130,13,3024.0,1010952
2208,299,6,135,14,3024.0,1010952
2209,299,7,140,15,3025.0,1010952
2210,300,1,125,10,960.0,1010961
2211,300,2,125,11,960.0,1010961
2212,300,3,130,11,3026.0,1010961
2213,300,4,130,12,3026.0,1010961
