id,num,awakening_item_id,quantity,card_awakening_set_id
2418,1,100571,6,1824
2419,1,100572,8,1825
2420,1,100572,12,1826
2421,1,100573,12,1827
2422,1,100574,12,1828
2423,1,100741,3,1829
2424,1,100741,5,1830
2425,1,100741,7,1831
2426,1,100742,10,1832
2427,1,100742,30,1833
2428,1,100743,30,1834
2429,1,100744,30,1835
2430,1,31026,15,1836
2431,1,60801,777,1837
2432,1,100811,3,1838
2433,1,100811,5,1839
2434,1,100811,7,1840
2435,1,100812,10,1841
2436,1,100812,30,1842
2437,1,100813,30,1843
2438,1,100814,30,1844
2439,1,39201,10,1845
2440,1,200571,3,1846
2441,1,200571,5,1847
2442,1,200571,7,1848
2443,1,200572,10,1849
2444,1,200572,30,1850
2445,1,200573,30,1851
2446,1,200574,30,1852
2447,1,200581,3,1853
2448,1,200581,5,1854
2449,1,200581,7,1855
2450,1,200582,10,1856
2451,1,200582,30,1857
2452,1,200583,30,1858
2453,1,200584,30,1859
2454,1,100481,2,1860
2455,1,100481,4,1861
2456,1,100481,6,1862
2457,1,100482,8,1863
2458,1,100482,12,1864
2459,1,100483,12,1865
2460,1,100484,12,1866
2461,1,100481,2,1867
2462,1,100481,4,1868
2463,1,100481,6,1869
2464,1,100482,8,1870
2465,1,100482,12,1871
2466,1,100483,12,1872
2467,1,100484,12,1873
2468,1,39101,20,1874
2469,1,200661,3,1875
2470,1,200661,5,1876
2471,1,200661,7,1877
2472,1,200662,10,1878
2473,1,200662,30,1879
2474,1,200663,30,1880
2475,1,200664,30,1881
2476,1,5532,35,1882
2477,1,5532,35,1883
2478,1,5072,35,1884
2479,1,5072,35,1885
2480,1,5532,35,1886
2481,1,5072,35,1887
2482,1,5532,35,1888
2483,2,5531,35,1883
2484,2,5071,5,1885
2485,1,200631,3,1889
2486,1,200631,5,1890
2487,1,200631,7,1891
2488,1,200632,10,1892
2489,1,200632,30,1893
2490,1,200633,30,1894
2491,1,200634,30,1895
2492,1,200601,3,1896
2493,1,200601,5,1897
2494,1,200601,7,1898
2495,1,200602,10,1899
2496,1,200602,30,1900
2497,1,200603,30,1901
2498,1,200604,30,1902
2499,1,100751,3,1903
2500,1,100751,5,1904
2501,1,100751,7,1905
2502,1,100752,10,1906
2503,1,100752,30,1907
2504,1,100753,30,1908
2505,1,100754,30,1909
2506,1,100761,3,1910
2507,1,100761,5,1911
2508,1,100761,7,1912
2509,1,100762,10,1913
2510,1,100762,30,1914
2511,1,100763,30,1915
2512,1,100764,30,1916
2513,1,100771,3,1917
2514,1,100771,5,1918
2515,1,100771,7,1919
2516,1,100772,10,1920
2517,1,100772,30,1921
2518,1,100773,30,1922
2519,1,100774,30,1923
2520,1,100781,3,1924
2521,1,100781,5,1925
2522,1,100781,7,1926
2523,1,100782,10,1927
2524,1,100782,30,1928
2525,1,100783,30,1929
2526,1,100784,30,1930
2527,1,100791,3,1931
2528,1,100791,5,1932
2529,1,100791,7,1933
2530,1,100792,10,1934
2531,1,100792,30,1935
2532,1,100793,30,1936
2533,1,100794,30,1937
2534,1,200621,3,1938
2535,1,200621,5,1939
2536,1,200621,7,1940
2537,1,200622,10,1941
2538,1,200622,30,1942
2539,1,200623,30,1943
2540,1,200624,30,1944
2541,1,200591,3,1945
2542,1,200591,5,1946
2543,1,200591,7,1947
2544,1,200592,10,1948
2545,1,200592,30,1949
2546,1,200593,30,1950
2547,1,200594,30,1951
2548,1,200611,3,1952
2549,1,200611,5,1953
2550,1,200611,7,1954
2551,1,200612,10,1955
2552,1,200612,30,1956
2553,1,200613,30,1957
2554,1,200614,30,1958
2555,1,200651,3,1959
2556,1,200651,5,1960
2557,1,200651,7,1961
2558,1,200652,10,1962
2559,1,200652,30,1963
2560,1,200653,30,1964
2561,1,200654,30,1965
2562,1,200641,3,1966
2563,1,200641,5,1967
2564,1,200641,7,1968
2565,1,200642,10,1969
2566,1,200642,30,1970
2567,1,200643,30,1971
2568,1,200644,30,1972
2569,1,5681,35,1973
2570,2,32303,7,1973
2571,1,5531,21,1974
2572,2,39101,12,1974
2573,3,33901,12,1974
2574,1,5511,35,1975
2575,2,38302,12,1975
2576,1,5531,21,1976
2577,2,90006,12,1976
2578,3,39201,12,1976
2579,1,100824,10,1977
2580,1,100824,15,1978
2581,1,100824,20,1979
2584,1,5592,77,1982
2585,1,5592,35,1983
2586,1,100491,2,1984
2587,2,100501,2,1984
2588,1,100491,4,1985
2589,2,100501,4,1985
2590,1,100491,6,1986
2591,2,100501,6,1986
2592,1,100492,8,1987
2593,2,100502,8,1987
2594,1,100492,12,1988
2595,2,100502,12,1988
2596,1,100493,12,1989
2597,2,100503,12,1989
2598,1,100494,12,1990
2599,2,100504,12,1990
2600,1,40001,7,1991
2601,1,40001,7,1992
2602,1,100861,3,1993
2603,1,100861,5,1994
2604,1,100861,7,1995
2605,1,100862,10,1996
2606,1,100862,30,1997
2607,1,100863,30,1998
2608,1,100864,30,1999
2609,1,100831,3,2000
2610,1,100831,5,2001
2611,1,100831,7,2002
2612,1,100832,10,2003
2613,1,100832,30,2004
2614,1,100833,30,2005
2615,1,100834,30,2006
2616,1,100841,3,2007
2617,1,100841,5,2008
2618,1,100841,7,2009
2619,1,100842,10,2010
2620,1,100842,30,2011
2621,1,100843,30,2012
2622,1,100844,30,2013
2623,1,100851,3,2014
2624,1,100851,5,2015
2625,1,100851,7,2016
2626,1,100852,10,2017
2627,1,100852,30,2018
2628,1,100853,30,2019
2629,1,100854,30,2020
2630,1,5471,21,2021
2631,2,5141,21,2021
2632,1,5471,35,2022
2633,2,5142,35,2022
2634,1,22401,20,2023
2635,1,200671,3,2024
2636,1,200671,5,2025
2637,1,200671,7,2026
2638,1,200672,10,2027
2639,1,200672,30,2028
2640,1,200673,30,2029
2641,1,200674,30,2030
2642,1,200681,3,2031
2643,1,200681,5,2032
2644,1,200681,7,2033
2645,1,200682,10,2034
2646,1,200682,30,2035
2647,1,200683,30,2036
2648,1,200684,30,2037
2649,1,200691,3,2038
2650,1,200691,5,2039
2651,1,200691,7,2040
2652,1,200692,10,2041
2653,1,200692,30,2042
2654,1,200693,30,2043
2655,1,200694,30,2044
2656,1,90101,7,1980
2657,1,90102,77,1981
2658,2,32302,10,1981
2659,3,32303,10,1981
2660,4,32304,10,1981
2661,1,200701,3,2045
2662,1,200701,5,2046
2663,1,200701,7,2047
2664,1,200702,10,2048
2665,1,200702,30,2049
2666,1,200703,30,2050
2667,1,200704,30,2051
2668,1,200711,3,2052
2669,1,200711,5,2053
2670,1,200711,7,2054
2671,1,200712,10,2055
2672,1,200712,30,2056
2673,1,200713,30,2057
2674,1,200714,30,2058
2675,1,200724,10,2059
2676,1,200724,15,2060
2677,1,200724,20,2061
2678,1,100874,10,2062
2679,1,100874,15,2063
2680,1,100874,20,2064
2681,1,100901,3,2065
2682,1,100901,5,2066
2683,1,100901,7,2067
2684,1,100902,10,2068
2685,1,100902,30,2069
2686,1,100903,30,2070
2687,1,100904,30,2071
2688,1,100911,3,2072
2689,1,100911,5,2073
2690,1,100911,7,2074
2691,1,100912,10,2075
2692,1,100912,30,2076
2693,1,100913,30,2077
2694,1,100914,30,2078
2695,1,100921,3,2079
2696,1,100921,5,2080
2697,1,100921,7,2081
2698,1,100922,10,2082
2699,1,100922,30,2083
2700,1,100923,30,2084
2701,1,100924,30,2085
2702,1,100931,3,2086
2703,1,100931,5,2087
2704,1,100931,7,2088
2705,1,100932,10,2089
2706,1,100932,30,2090
2707,1,100933,30,2091
2708,1,100934,30,2092
2709,1,100941,3,2093
2710,1,100941,5,2094
2711,1,100941,7,2095
2712,1,100942,10,2096
2713,1,100942,30,2097
2714,1,100943,30,2098
2715,1,100944,30,2099
2716,1,100951,3,2100
2717,1,100951,5,2101
2718,1,100951,7,2102
2719,1,100952,10,2103
2720,1,100952,30,2104
2721,1,100953,30,2105
2722,1,100954,30,2106
2723,1,100961,3,2107
2724,1,100961,5,2108
2725,1,100961,7,2109
2726,1,100962,10,2110
2727,1,100962,30,2111
2728,1,100963,30,2112
2729,1,100964,30,2113
2730,1,5701,77,2114
2731,1,5701,35,2115
2732,1,100881,3,2116
2733,1,100881,5,2117
2734,1,100881,7,2118
2735,1,100882,10,2119
2736,1,100882,30,2120
2737,1,100883,30,2121
2738,1,100884,30,2122
2739,1,100891,3,2123
2740,1,100891,5,2124
2741,1,100891,7,2125
2742,1,100892,10,2126
2743,1,100892,30,2127
2744,1,100893,30,2128
2745,1,100894,30,2129
2746,1,200731,3,2130
2747,1,200731,5,2131
2748,1,200731,7,2132
2749,1,200732,10,2133
2750,1,200732,30,2134
2751,1,200733,30,2135
2752,1,200734,30,2136
2753,1,200741,3,2137
2754,1,200741,5,2138
2755,1,200741,7,2139
2756,1,200742,10,2140
2757,1,200742,30,2141
2758,1,200743,30,2142
2759,1,200744,30,2143
2760,1,21201,20,2145
2761,1,100451,2,2146
2762,1,100451,4,2147
2763,1,100451,6,2148
2764,1,100452,8,2149
2765,1,100452,12,2150
2766,1,100453,12,2151
2767,1,100454,12,2152
2768,1,100461,2,2153
2769,1,100461,4,2154
2770,1,100461,6,2155
2771,1,100462,8,2156
2772,1,100462,12,2157
2773,1,100463,12,2158
2774,1,100464,12,2159
2775,1,5711,77,2160
2776,1,5711,35,2161
2777,1,21201,20,2162
2778,1,21201,20,2163
2779,1,21201,20,2164
2780,1,21201,20,2165
2781,1,21201,20,2166
2782,1,21201,20,2167
2783,1,30004,7,2168
2784,1,5671,35,2169
2785,1,5101,10,2170
2786,1,5721,77,2171
2787,1,5721,35,2172
2788,1,5411,35,2173
2789,2,32105,7,2173
2790,1,5412,35,2174
2791,2,32101,7,2174
2792,3,32102,7,2174
2793,1,200754,10,2175
2794,1,200754,15,2176
2795,1,200754,20,2177
2796,1,100541,2,2178
2797,1,100541,4,2179
2798,1,100541,6,2180
2799,1,100542,8,2181
2800,1,100542,12,2182
2801,1,100543,12,2183
2802,1,100544,12,2184
2803,1,100541,2,2185
2804,1,100541,4,2186
2805,1,100541,6,2187
2806,1,100542,8,2188
2807,1,100542,12,2189
2808,1,100543,12,2190
2809,1,100544,12,2191
2810,1,40001,7,2192
2811,1,100971,3,2193
2812,1,100971,5,2194
2813,1,100971,7,2195
2814,1,100972,10,2196
2815,1,100972,30,2197
2816,1,100973,30,2198
2817,1,100974,30,2199
2818,1,100981,3,2200
2819,1,100981,5,2201
2820,1,100981,7,2202
2821,1,100982,10,2203
2822,1,100982,30,2204
2823,1,100983,30,2205
2824,1,100984,30,2206
2825,1,100991,3,2207
2826,1,100991,5,2208
2827,1,100991,7,2209
2828,1,100992,10,2210
2829,1,100992,30,2211
2830,1,100993,30,2212
2831,1,100994,30,2213
2832,1,101001,3,2214
2833,1,101001,5,2215
2834,1,101001,7,2216
2835,1,101002,10,2217
2836,1,101002,30,2218
2837,1,101003,30,2219
2838,1,101004,30,2220
2839,1,101011,3,2221
2840,1,101011,5,2222
2841,1,101011,7,2223
2842,1,101012,10,2224
2843,1,101012,30,2225
2844,1,101013,30,2226
2845,1,101014,30,2227
2846,1,23201,20,2228
2847,1,23201,20,2229
2848,1,23201,20,2230
2849,1,200801,3,2231
2850,1,200801,5,2232
2851,1,200801,7,2233
2852,1,200802,10,2234
2853,1,200802,30,2235
2854,1,200803,30,2236
2855,1,200804,30,2237
2856,1,200811,3,2238
2857,1,200811,5,2239
2858,1,200811,7,2240
2859,1,200812,10,2241
2860,1,200812,30,2242
2861,1,200813,30,2243
2862,1,200814,30,2244
2863,1,200821,3,2245
2864,1,200821,5,2246
2865,1,200821,7,2247
2866,1,200822,10,2248
2867,1,200822,30,2249
2868,1,200823,30,2250
2869,1,200824,30,2251
2870,1,5042,77,2252
2871,1,5032,77,2253
2872,1,200771,3,2254
2873,1,200771,5,2255
2874,1,200771,7,2256
2875,1,200772,10,2257
2876,1,200772,30,2258
2877,1,200773,30,2259
2878,1,200774,30,2260
2879,1,200781,3,2261
2880,1,200781,5,2262
2881,1,200781,7,2263
2882,1,200782,10,2264
2883,1,200782,30,2265
2884,1,200783,30,2266
2885,1,200784,30,2267
2886,1,200791,3,2268
2887,1,200791,5,2269
2888,1,200791,7,2270
2889,1,200792,10,2271
2890,1,200792,30,2272
2891,1,200793,30,2273
2892,1,200794,30,2274
2893,1,23201,20,2275
2894,1,23201,20,2276
2895,1,23201,20,2277
2896,1,23201,20,2278
2897,1,23201,20,2279
2898,1,101031,3,2280
2899,1,101031,5,2281
2900,1,101031,7,2282
2901,1,101032,10,2283
2902,1,101032,30,2284
2903,1,101033,30,2285
2904,1,101034,30,2286
2905,1,101021,3,2287
2906,1,101021,5,2288
2907,1,101021,7,2289
2908,1,101022,10,2290
2909,1,101022,30,2291
2910,1,101023,30,2292
2911,1,101024,30,2293
2912,1,101051,3,2294
2913,1,101051,5,2295
2914,1,101051,7,2296
2915,1,101052,10,2297
2916,1,101052,30,2298
2917,1,101053,30,2299
2918,1,101054,30,2300
2919,1,101061,3,2301
2920,1,101061,5,2302
2921,1,101061,7,2303
2922,1,101062,10,2304
2923,1,101062,30,2305
2924,1,101063,30,2306
2925,1,101064,30,2307
2926,1,101041,3,2308
2927,1,101041,5,2309
2928,1,101041,7,2310
2929,1,101042,10,2311
2930,1,101042,30,2312
2931,1,101043,30,2313
2932,1,101044,30,2314
2933,1,41101,10,2315
2934,1,200761,3,2316
2935,1,200761,5,2317
2936,1,200761,7,2318
2937,1,200762,10,2319
2938,1,200762,30,2320
2939,1,200763,30,2321
2940,1,200764,30,2322
2941,1,101074,10,2323
2942,1,101074,15,2324
2943,1,101074,20,2325
2944,1,100411,2,2326
2945,1,100411,4,2327
2946,1,100411,6,2328
2947,1,100412,8,2329
2948,1,100412,12,2330
2949,1,100413,12,2331
2950,1,100414,12,2332
2951,1,100411,2,2333
2952,1,100411,4,2334
2953,1,100411,6,2335
2954,1,100412,8,2336
2955,1,100412,12,2337
2956,1,100413,12,2338
2957,1,100414,12,2339
2958,1,100551,2,2340
2959,1,100551,4,2341
2960,1,100551,6,2342
2961,1,100552,8,2343
2962,1,100552,12,2344
2963,1,100553,12,2345
2964,1,100554,12,2346
2965,1,100551,2,2347
2966,1,100551,4,2348
2967,1,100551,6,2349
2968,1,100552,8,2350
2969,1,100552,12,2351
2970,1,100553,12,2352
2971,1,100554,12,2353
2972,1,100551,2,2354
2973,1,100551,4,2355
2974,1,100551,6,2356
2975,1,100552,8,2357
2976,1,100552,12,2358
2977,1,100553,12,2359
2978,1,100554,12,2360
2979,1,5731,35,2361
2980,1,5731,35,2362
2981,2,5492,21,2362
2982,3,5491,14,2362
2983,1,5731,35,2363
2984,1,5323,35,2364
2985,1,5323,35,2365
2986,2,5322,21,2365
2987,3,5321,14,2365
2988,1,5323,35,2366
2989,1,39501,30,2367
2990,1,39502,50,2368
2991,1,39401,10,2369
2992,1,39301,10,2370
2993,1,101101,3,2371
2994,1,101101,5,2372
2995,1,101101,7,2373
2996,1,101102,10,2374
2997,1,101102,30,2375
2998,1,101103,30,2376
2999,1,101104,30,2377
3000,1,101111,3,2378
3001,1,101111,5,2379
3002,1,101111,7,2380
3003,1,101112,10,2381
3004,1,101112,30,2382
3005,1,101113,30,2383
3006,1,101114,30,2384
3007,1,101081,3,2385
3008,1,101081,5,2386
3009,1,101081,7,2387
3010,1,101082,10,2388
3011,1,101082,30,2389
3012,1,101083,30,2390
3013,1,101084,30,2391
3014,1,101091,3,2392
3015,1,101091,5,2393
3016,1,101091,7,2394
3017,1,101092,10,2395
3018,1,101092,30,2396
3019,1,101093,30,2397
3020,1,101094,30,2398
3021,1,32301,12,2399
3022,1,90102,7,2400
3023,2,30014,3,2400
3024,1,38301,12,2401
3025,1,38301,7,2402
3026,2,31001,12,2402
3027,1,200834,10,2403
3028,1,200834,15,2404
3029,1,200834,20,2405
3030,1,200841,3,2406
3031,1,200841,5,2407
3032,1,200841,7,2408
3033,1,200842,10,2409
3034,1,200842,30,2410
3035,1,200843,30,2411
3036,1,200844,30,2412
3037,1,200851,3,2413
3038,1,200851,5,2414
3039,1,200851,7,2415
3040,1,200852,10,2416
3041,1,200852,30,2417
3042,1,200853,30,2418
3043,1,200854,30,2419
3044,1,101134,10,2420
3045,1,101134,15,2421
3046,1,101134,20,2422
3047,1,101124,10,2423
3048,1,101124,15,2424
3049,1,101124,20,2425
3050,1,39601,30,2426
3051,1,39602,50,2427
3052,1,101144,10,2428
3053,1,101144,15,2429
3054,1,101144,20,2430
3055,1,101154,10,2431
3056,1,101154,15,2432
3057,1,101154,20,2433
3058,1,200864,10,2434
3059,1,200864,15,2435
3060,1,200864,20,2436
3061,1,5741,77,2437
3062,1,5741,35,2438
3063,1,5741,35,2439
3064,1,500004,10,2440
3065,1,500004,15,2441
3066,1,500004,20,2442
3067,1,5572,77,2443
3068,1,5572,35,2444
3069,1,200871,3,2445
3070,1,200871,5,2446
3071,1,200871,7,2447
3072,1,200872,10,2448
3073,1,200872,30,2449
3074,1,200873,30,2450
3075,1,200874,30,2451
3076,1,200881,3,2452
3077,1,200881,5,2453
3078,1,200881,7,2454
3079,1,200882,10,2455
3080,1,200882,30,2456
3081,1,200883,30,2457
3082,1,200884,30,2458
3083,1,200891,3,2459
3084,1,200891,5,2460
3085,1,200891,7,2461
3086,1,200892,10,2462
3087,1,200892,30,2463
3088,1,200893,30,2464
3089,1,200894,30,2465
3090,1,200901,3,2466
3091,1,200901,5,2467
3092,1,200901,7,2468
3093,1,200902,10,2469
3094,1,200902,30,2470
3095,1,200903,30,2471
3096,1,200904,30,2472
3097,1,200911,3,2473
3098,1,200911,5,2474
3099,1,200911,7,2475
3100,1,200912,10,2476
3101,1,200912,30,2477
3102,1,200913,30,2478
3103,1,200914,30,2479
3104,1,41501,10,2480
3105,1,200921,3,2481
3106,1,200921,5,2482
3107,1,200921,7,2483
3108,1,200922,10,2484
3109,1,200922,30,2485
3110,1,200923,30,2486
3111,1,200924,30,2487
3112,1,101161,3,2488
3113,1,101161,5,2489
3114,1,101161,7,2490
3115,1,101162,10,2491
3116,1,101162,30,2492
3117,1,101163,30,2493
3118,1,101164,30,2494
3119,1,101171,3,2495
3120,1,101171,5,2496
3121,1,101171,7,2497
3122,1,101172,10,2498
3123,1,101172,30,2499
3124,1,101173,30,2500
3125,1,101174,30,2501
3126,1,101181,3,2502
3127,1,101181,5,2503
3128,1,101181,7,2504
3129,1,101182,10,2505
3130,1,101182,30,2506
3131,1,101183,30,2507
3132,1,101184,30,2508
3133,1,23401,10,2509
3134,1,5751,77,2510
3135,1,5751,35,2511
3136,1,40001,7,2512
3137,1,40001,7,2513
3138,1,5441,35,2514
3139,2,5541,35,2514
3140,1,5441,14,2515
3141,2,5541,14,2515
3142,3,90102,7,2515
3143,4,32304,7,2515
3144,5,33601,7,2515
3145,1,42101,10,2516
3146,1,400001,3,2517
3147,1,400001,5,2518
3148,1,400001,7,2519
3149,1,400002,10,2520
3150,1,400002,30,2521
3151,1,400003,30,2522
3152,1,400004,30,2523
3153,1,200931,3,2524
3154,1,200931,5,2525
3155,1,200931,7,2526
3156,1,200932,10,2527
3157,1,200932,30,2528
3158,1,200933,30,2529
3159,1,200934,30,2530
3160,1,200941,3,2531
3161,1,200941,5,2532
3162,1,200941,7,2533
3163,1,200942,10,2534
3164,1,200942,30,2535
3165,1,200943,30,2536
3166,1,200944,30,2537
3167,1,200954,10,2538
3168,1,200954,15,2539
3169,1,200954,20,2540
3170,1,200961,3,2541
3171,1,200961,5,2542
3172,1,200961,7,2543
3173,1,200962,10,2544
3174,1,200962,30,2545
3175,1,200963,30,2546
3176,1,200964,30,2547
3177,1,200971,3,2548
3178,1,200971,5,2549
3179,1,200971,7,2550
3180,1,200972,10,2551
3181,1,200972,30,2552
3182,1,200973,30,2553
3183,1,200974,30,2554
3184,1,200981,3,2555
3185,1,200981,5,2556
3186,1,200981,7,2557
3187,1,200982,10,2558
3188,1,200982,30,2559
3189,1,200983,30,2560
3190,1,200984,30,2561
3191,1,5761,77,2562
3192,1,5761,35,2563
3193,1,5771,77,2564
3194,1,5771,35,2565
3195,1,41401,10,2566
3196,1,400011,3,2567
3197,1,400011,5,2568
3198,1,400011,7,2569
3199,1,400012,10,2570
3200,1,400012,30,2571
3201,1,400013,30,2572
3202,1,400014,30,2573
3203,1,5551,14,2574
3204,2,5021,14,2574
3205,3,5022,14,2574
3206,1,5761,35,2575
3207,2,5771,35,2575
3208,1,200994,10,2576
3209,1,200994,15,2577
3210,1,200994,20,2578
3211,1,101194,10,2579
3212,1,101194,15,2580
3213,1,101194,20,2581
3214,1,101201,3,2582
3215,1,101201,5,2583
3216,1,101201,7,2584
3217,1,101202,10,2585
3218,1,101202,30,2586
3219,1,101203,30,2587
3220,1,101204,30,2588
3221,1,201004,10,2589
3222,1,201004,15,2590
3223,1,201004,20,2591
3224,1,500014,10,2592
3225,1,500014,15,2593
3226,1,500014,20,2594
3227,1,5781,77,2595
3228,1,5781,35,2596
3229,1,40601,10,2597
3230,1,400021,3,2598
3231,1,400021,5,2599
3232,1,400021,7,2600
3233,1,400022,10,2601
3234,1,400022,30,2602
3235,1,400023,30,2603
3236,1,400024,30,2604
3237,1,40001,7,2605
3238,1,40801,10,2606
3239,1,400031,3,2607
3240,1,400031,5,2608
3241,1,400031,7,2609
3242,1,400032,10,2610
3243,1,400032,30,2611
3244,1,400033,30,2612
3245,1,400034,30,2613
3246,1,5161,21,2614
3247,2,5451,21,2614
3248,1,5332,35,2615
3249,2,5331,35,2615
3250,1,201011,3,2616
3251,1,201011,5,2617
3252,1,201011,7,2618
3253,1,201012,10,2619
3254,1,201012,30,2620
3255,1,201013,30,2621
3256,1,201014,30,2622
3257,1,100471,2,2623
3258,1,100471,4,2624
3259,1,100471,6,2625
3260,1,100472,8,2626
3261,1,100472,12,2627
3262,1,100473,12,2628
3263,1,100474,12,2629
3264,1,100471,2,2630
3265,1,100471,4,2631
3266,1,100471,6,2632
3267,1,100472,8,2633
3268,1,100472,12,2634
3269,1,100473,12,2635
3270,1,100474,12,2636
3271,1,100471,2,2637
3272,1,100471,4,2638
3273,1,100471,6,2639
3274,1,100472,8,2640
3275,1,100472,12,2641
3276,1,100473,12,2642
3277,1,100474,12,2643
3278,1,5791,35,2644
3279,1,5791,35,2645
3280,2,5241,14,2645
3281,3,5222,14,2645
3282,4,5221,7,2645
3283,1,5791,35,2646
3284,1,300024,10,2647
3285,1,300024,15,2648
3286,1,300024,20,2649
3287,1,40901,10,2650
3288,1,400041,3,2651
3289,1,400041,5,2652
3290,1,400041,7,2653
3291,1,400042,10,2654
3292,1,400042,30,2655
3293,1,400043,30,2656
3294,1,400044,30,2657
3295,1,101234,10,2658
3296,1,101234,15,2659
3297,1,101234,20,2660
3298,1,101244,10,2661
3299,1,101244,15,2662
3300,1,101244,20,2663
3301,1,101211,3,2664
3302,1,101211,5,2665
3303,1,101211,7,2666
3304,1,101212,10,2667
3305,1,101212,30,2668
3306,1,101213,30,2669
3307,1,101214,30,2670
3308,1,101221,3,2671
3309,1,101221,5,2672
3310,1,101221,7,2673
3311,1,101222,10,2674
3312,1,101222,30,2675
3313,1,101223,30,2676
3314,1,101224,30,2677
3315,1,101251,3,2678
3316,1,101251,5,2679
3317,1,101251,7,2680
3318,1,101252,10,2681
3319,1,101252,30,2682
3320,1,101253,30,2683
3321,1,101254,30,2684
3322,1,5231,35,2685
3323,2,5181,14,2685
3324,3,5201,14,2685
3325,1,5232,35,2686
3326,2,5182,14,2686
3327,3,5202,14,2686
3328,1,397002,7,2701
3329,1,397001,7,2702
3330,1,201051,3,2687
3331,1,201051,5,2688
3332,1,201051,7,2689
3333,1,201052,10,2690
3334,1,201052,30,2691
3335,1,201053,30,2692
3336,1,201054,30,2693
3337,1,201041,3,2694
3338,1,201041,5,2695
3339,1,201041,7,2696
3340,1,201042,10,2697
3341,1,201042,30,2698
3342,1,201043,30,2699
3343,1,201044,30,2700
3344,1,90201,3,2703
3345,1,90202,3,2704
3346,1,500024,10,2705
3347,1,500024,15,2706
3348,1,500024,20,2707
3349,1,5801,77,2708
3350,1,5801,35,2709
3351,1,101324,10,2710
3352,1,101324,15,2711
3353,1,101324,20,2712
3354,1,201031,3,2713
3355,1,201031,5,2714
3356,1,201031,7,2715
3357,1,201032,10,2716
3358,1,201032,30,2717
3359,1,201033,30,2718
3360,1,201034,30,2719
3361,1,201021,3,2720
3362,1,201021,5,2721
3363,1,201021,7,2722
3364,1,201022,10,2723
3365,1,201022,30,2724
3366,1,201023,30,2725
3367,1,201024,30,2726
3368,1,101264,10,2727
3369,1,101264,15,2728
3370,1,101264,20,2729
3371,1,100711,2,2730
3372,1,100711,4,2731
3373,1,100711,6,2732
3374,1,100712,8,2733
3375,1,100712,12,2734
3376,1,100713,12,2735
3377,1,100714,12,2736
3378,1,31027,15,2737
3379,1,60901,777,2738
3380,1,16001,20,2739
3381,1,16001,20,2740
3382,1,101311,3,2741
3383,1,101311,5,2742
3384,1,101311,7,2743
3385,1,101312,10,2744
3386,1,101312,30,2745
3387,1,101313,30,2746
3388,1,101314,30,2747
3389,1,5273,35,2748
3390,1,5273,35,2749
3391,2,5272,21,2749
3392,3,5271,14,2749
3393,1,41301,10,2750
3394,1,400051,3,2751
3395,1,400051,5,2752
3396,1,400051,7,2753
3397,1,400052,10,2754
3398,1,400052,30,2755
3399,1,400053,30,2756
3400,1,400054,30,2757
3401,1,5531,14,2758
3402,2,5441,14,2758
3403,3,5272,14,2758
3404,1,5532,35,2759
3405,2,5273,21,2759
3406,3,5271,21,2759
3407,1,5273,35,2760
3408,1,101281,3,2761
3409,1,101281,5,2762
3410,1,101281,7,2763
3411,1,101282,10,2764
3412,1,101282,30,2765
3413,1,101283,30,2766
3414,1,101284,30,2767
3415,1,101271,3,2768
3416,1,101271,5,2769
3417,1,101271,7,2770
3418,1,101272,10,2771
3419,1,101272,30,2772
3420,1,101273,30,2773
3421,1,101274,30,2774
3422,1,101291,3,2775
3423,1,101291,5,2776
3424,1,101291,7,2777
3425,1,101292,10,2778
3426,1,101292,30,2779
3427,1,101293,30,2780
3428,1,101294,30,2781
3429,1,101301,3,2782
3430,1,101301,5,2783
3431,1,101301,7,2784
3432,1,101302,10,2785
3433,1,101302,30,2786
3434,1,101303,30,2787
3435,1,101304,30,2788
3436,1,101331,3,2789
3437,1,101331,5,2790
3438,1,101331,7,2791
3439,1,101332,10,2792
3440,1,101332,30,2793
3441,1,101333,30,2794
3442,1,101334,30,2795
3443,1,101331,2,2796
3444,1,101331,4,2797
3445,1,101331,6,2798
3446,1,101332,8,2799
3447,1,101332,12,2800
3448,1,101333,12,2801
3449,1,101334,12,2802
3450,1,101331,2,2803
3451,1,101331,4,2804
3452,1,101331,6,2805
3453,1,101332,8,2806
3454,1,101332,12,2807
3455,1,101333,12,2808
3456,1,101334,12,2809
3457,1,101341,3,2810
3458,1,101341,5,2811
3459,1,101341,7,2812
3460,1,101342,10,2813
3461,1,101342,30,2814
3462,1,101343,30,2815
3463,1,101344,30,2816
3464,1,101341,2,2817
3465,1,101341,4,2818
3466,1,101341,6,2819
3467,1,101342,8,2820
3468,1,101342,12,2821
3469,1,101343,12,2822
3470,1,101344,12,2823
3471,1,5811,35,2824
3472,1,5811,35,2825
3473,2,5461,35,2825
3474,1,5811,35,2826
3475,1,5461,35,2827
3476,1,5461,35,2828
3477,2,5811,35,2828
3478,1,397003,7,2829
3479,1,397004,5,2830
3480,1,397004,5,2831
3481,1,397004,5,2832
3482,1,397004,5,2833
3483,1,397004,5,2834
3484,1,201061,3,2835
3485,1,201061,5,2836
3486,1,201061,7,2837
3487,1,201062,10,2838
3488,1,201062,30,2839
3489,1,201063,30,2840
3490,1,201064,30,2841
3491,1,201071,3,2842
3492,1,201071,5,2843
3493,1,201071,7,2844
