id,name,effect_description,condition_description,turn,exec_limit,causality_conditions,ultimate_special_id,special_view_id,costume_special_view_id,bgm_id
228,怒りの時空破裂,"4ターンの間、
「都市(未来)(時空の亀裂)」フィールドを生成し、
「超BOSS」カテゴリの味方全員の気力+2、
自身が分身する","バトル開始から4ターン目以降、
攻撃参加中の味方全員が
「超BOSS」カテゴリのとき発動可能、
またはバトル開始から6ターン目以降発動可能
(1回のみ)",4,1,"{""source"": ""2526&5&3067|2526&388"", ""compiled"": [""|"", [""&"", 2526, 5, 3067], [""&"", 2526, 388]]}",,13416,0,340.0
229,悟飯の自信,"1ターン自身の気力+24、DEF158%UPし、
敵の攻撃を自身に集中させ、必ず会心が発動","敵の攻撃を受けると
次の攻撃参加ターンから発動可能
(1回のみ)",1,1,"{""source"": ""933&11"", ""compiled"": [""&"", 933, 11]}",,13659,0,336.0
230,この宇宙で最高のショー,"相手に究極ダメージを与え、
敵の行動をそのターンのみ1回無効化する","「下級戦士」カテゴリの敵がいるとき発動可能、
またはバトル開始から3ターン目以降、
「純粋サイヤ人」カテゴリの
敵がいるとき発動可能、
またはバトル開始から5ターン目以降発動可能
(1回のみ)",1,1,"{""source"": ""2441|4&137|200"", ""compiled"": [""|"", 2441, [""&"", 4, 137], 200]}",65.0,13816,0,343.0
231,変身,変身する,"バトル開始から3ターン目以降、
HP18%以上のとき発動可能(1回のみ)",1,1,"{""source"": ""4&3083"", ""compiled"": [""&"", 4, 3083]}",,13859,0,344.0
232,ビッグ・バン・アタック,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与える
&発動したターン中必ず会心が発動","バトル中自身が3回以上攻撃を受けると
発動可能、または敵が1体のとき
敵のHPが80%以下で発動可能(1回のみ)",1,1,"{""source"": ""791|9&1288"", ""compiled"": [""|"", 791, [""&"", 9, 1288]]}",66.0,13887,0,345.0
233,変身,変身する,"バトル開始から3ターン目以降、
HP18%以上のとき発動可能(1回のみ)",1,1,"{""source"": ""4&3083"", ""compiled"": [""&"", 4, 3083]}",,13859,0,344.0
234,変身,変身する,"バトル開始から4ターン目以降、
自身の他に攻撃参加中の
「スペシャルポーズ」または「正義の味方」
カテゴリの味方がいるとき発動可能、
またはバトル開始から6ターン目以降
発動可能(1回のみ)",1,1,"{""source"": ""5&(3090|3091)|388"", ""compiled"": [""|"", [""&"", 5, [""|"", 3090, 3091]], 388]}",,13980,0,347.0
235,変身,変身する,"バトル開始から4ターン目以降、
自身の他に攻撃参加中の
「スペシャルポーズ」または「正義の味方」
カテゴリの味方がいるとき発動可能、
またはバトル開始から6ターン目以降
発動可能(1回のみ)",1,1,"{""source"": ""5&(3090|3091)|388"", ""compiled"": [""|"", [""&"", 5, [""|"", 3090, 3091]], 388]}",,13980,0,347.0
236,破壊玉,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与える
&バトル中必ず会心が発動",バトル開始から6ターン目以降発動可能(1回のみ),99,1,"{""source"": ""388"", ""compiled"": 388}",67.0,13981,0,348.0
237,スペシャルファイティングポーズ,"バトル中自身のATKとDEF25%UP、
自身を除く味方全員のATKとDEF15%UP","登場から3ターン目以降、チーム全員が
「ギニュー特戦隊」カテゴリのとき発動可能、
または登場から5ターン目以降、チーム全員が
「スペシャルポーズ」カテゴリのとき発動可能
(1回のみ)",99,1,"{""source"": ""296&3134|2375&692"", ""compiled"": [""|"", [""&"", 296, 3134], [""&"", 2375, 692]]}",,14160,0,350.0
238,お色気作戦,"1ターンの間、自身の回避の発生確率30%UPし、
ターゲットした敵1体の行動を
そのターンのみ1回無効化する","敵が1体で敵のHP50%以上のとき発動可能、
または攻撃参加中の味方全員が
超系の「少年編」カテゴリのとき発動可能
(1回のみ)",1,1,"{""source"": ""9&788|1914&3166"", ""compiled"": [""|"", [""&"", 9, 788], [""&"", 1914, 3166]]}",,14183,0,362.0
239,フルパワーかめはめ波,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与え、
発動したターン中必ず会心が発動","バトル開始から4ターン目以降、
自身の他に攻撃参加中の「魔人ブウ編」
カテゴリの味方がいるとき発動可能
(1回のみ)",1,1,"{""source"": ""5&2830"", ""compiled"": [""&"", 5, 2830]}",68.0,14184,0,355.0
240,お菓子光線,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与え、
ターゲットした敵1体の攻撃ターンを1のばす
&全ての気玉をクッキーに変化させ、
1ターン自身の気力+12","自身の復活スキルが発動すると発動可能、
またはバトル開始から7ターン目以降発動可能
(1回のみ)",1,1,"{""source"": ""1019|580"", ""compiled"": [""|"", 1019, 580]}",69.0,14185,0,357.0
241,爆裂ラッシュ,"相手に究極ダメージを与える
&1ターン自身の気力+24、DEF58%UP","敵が1体のとき
敵のHPが58%以下で発動可能、
または登場から6ターン目以降、
自身の他に攻撃参加中の
「魔人ブウ編」カテゴリの味方がいるとき
発動可能(1回のみ)",1,1,"{""source"": ""9&3137|579&2830"", ""compiled"": [""|"", [""&"", 9, 3137], [""&"", 579, 2830]]}",70.0,14234,0,360.0
242,スクリームエクスプロージョン,"一時的にATKが超大幅上昇し、
相手に究極ダメージを与える
&1ターンの間、DEFを999%UPし、
敵の攻撃を自身に集中させる","バトル開始から4ターン目以降、
攻撃参加中の味方全員が
「人工生命体」または「超BOSS」カテゴリ
のとき発動可能、
またはバトル開始から6ターン目以降、
攻撃参加中の味方全員が極系のとき
発動可能(1回のみ)",1,1,"{""source"": ""5&(3171|3067)|388&757"", ""compiled"": [""|"", [""&"", 5, [""|"", 3171, 3067]], [""&"", 388, 757]]}",71.0,14419,0,365.0
243,吸収,アルティメット孫悟飯を吸収する,"バトル開始から4ターン目以降、
HP50%以上で発動可能(1回のみ)",1,1,"{""source"": ""713&685"", ""compiled"": [""&"", 713, 685]}",,7032,0,89.0
244,吸収,アルティメット孫悟飯を吸収する,"バトル開始から4ターン目以降、
HP50%以上で発動可能(1回のみ)",1,1,"{""source"": ""713&685"", ""compiled"": [""&"", 713, 685]}",,7032,0,89.0
245,覚醒,"覚醒する
&3ターンの間、「輝く無の界」フィールドを生成し、
超系の味方全員の気力+4",登場から5ターン目以降発動可能(1回のみ),3,1,"{""source"": ""2375&2526"", ""compiled"": [""&"", 2375, 2526]}",,14526,0,367.0
246,覚醒,"覚醒する
&3ターンの間、「輝く無の界」フィールドを生成し、
超系の味方全員の気力+4",登場から5ターン目以降発動可能(1回のみ),3,1,"{""source"": ""2375&2526"", ""compiled"": [""&"", 2375, 2526]}",,14526,0,367.0
247,亀仙流の教え,"HPを50%回復し、
1ターン味方全員の気力+3、ATKとDEF30%UP","バトル開始から3ターン目以降、
HP70%以下のとき発動可能、
またはバトル開始から5ターン目以降発動可能
(1回のみ)",1,1,"{""source"": ""4&74|200"", ""compiled"": [""|"", [""&"", 4, 74], 200]}",,14581,0,372.0
