id,param_no,idx,value
3210,1731,3,0
3211,1731,4,0
3212,1731,5,0
3213,1731,6,9512900
3214,1731,7,2
3215,1731,8,49
3216,1732,0,0
3217,1732,1,1666
3218,1732,2,1667
3219,1732,3,0
3220,1732,4,0
3221,1732,5,0
3222,1732,6,9512901
3223,1732,7,2
3224,1732,8,49
3225,1733,0,0
3226,1733,1,3105
3227,1733,2,0
3228,1733,3,0
3229,1733,4,0
3230,1733,5,0
3231,1733,6,9518650
3232,1733,7,1
3233,1733,8,100
3234,1734,0,0
3235,1734,1,3105
3236,1734,2,0
3237,1734,3,0
3238,1734,4,0
3239,1734,5,0
3240,1734,6,9518651
3241,1734,7,1
3242,1734,8,100
3243,655,0,2
3244,655,1,3
3245,655,2,50
3246,655,3,1
3247,655,4,1
3248,655,5,2
3249,655,6,2
3250,656,0,50
3251,656,1,243
3252,656,2,32
3253,656,3,32
3254,656,4,100
3255,656,5,3
3256,656,6,2
3257,656,7,3010
3258,656,8,161870
3259,656,9,161871
3260,656,10,161872
3261,1735,0,0
3262,1735,1,0
3263,1735,2,0
3264,1735,3,0
3265,1735,4,0
3266,1735,5,0
3267,1735,6,0
3268,1735,7,23
3269,1735,8,0
3270,1736,0,0
3271,1736,1,0
3272,1736,2,0
3273,1736,3,0
3274,1736,4,0
3275,1736,5,0
3276,1736,6,0
3277,1736,7,23
3278,1736,8,0
3297,1739,0,0
3298,1739,1,3079
3299,1739,2,0
3300,1739,3,0
3301,1739,4,0
3302,1739,5,0
3303,1739,6,9517490
3304,1739,7,3
3305,1739,8,0
3306,1740,0,0
3307,1740,1,3079
3308,1740,2,0
3309,1740,3,0
3310,1740,4,0
3311,1740,5,0
3312,1740,6,9517491
3313,1740,7,3
3314,1740,8,0
3315,1741,0,0
3316,1741,1,1690
3317,1741,2,0
3318,1741,3,0
3319,1741,4,0
3320,1741,5,0
3321,1741,6,9514660
3322,1741,7,1
3323,1741,8,43
3324,1742,0,0
3325,1742,1,1690
3326,1742,2,0
3327,1742,3,0
3328,1742,4,0
3329,1742,5,0
3330,1742,6,9514661
3331,1742,7,1
3332,1742,8,43
3333,657,0,2
3334,657,1,3
3335,657,2,80
3336,657,3,1
3337,657,4,2
3338,657,5,1
3339,657,6,1
3340,658,0,50
3341,658,1,243
3342,658,2,32
3343,658,3,32
3344,658,4,100
3345,658,5,3
3346,658,6,2
3347,658,7,1904
3348,658,8,3000
3349,658,9,3001
3350,658,10,3002
3351,1743,0,0
3352,1743,1,0
3353,1743,2,0
3354,1743,3,0
3355,1743,4,0
3356,1743,5,0
3357,1743,6,0
3358,1743,7,23
3359,1743,8,0
3360,1744,0,0
3361,1744,1,0
3362,1744,2,0
3363,1744,3,0
3364,1744,4,0
3365,1744,5,0
3366,1744,6,0
3367,1744,7,23
3368,1744,8,0
3369,1745,0,0
3370,1745,1,0
3371,1745,2,0
3372,1745,3,0
3373,1745,4,0
3374,1745,5,0
3375,1745,6,0
3376,1745,7,9
3377,1745,8,0
3378,1746,0,0
3379,1746,1,0
3380,1746,2,0
3381,1746,3,0
3382,1746,4,0
3383,1746,5,0
3384,1746,6,0
3385,1746,7,9
3386,1746,8,0
3387,1747,0,0
3388,1747,1,0
3389,1747,2,0
3390,1747,3,0
3391,1747,4,0
3392,1747,5,0
3393,1747,6,1027120
3394,1747,7,2
3395,1747,8,0
3396,1748,0,0
3397,1748,1,0
3398,1748,2,0
3399,1748,3,0
3400,1748,4,0
3401,1748,5,0
3402,1748,6,1027121
3403,1748,7,2
3404,1748,8,0
3405,1749,0,0
3406,1749,1,0
3407,1749,2,0
3408,1749,3,0
3409,1749,4,0
3410,1749,5,0
3411,1749,6,1027220
3412,1749,7,25
3413,1749,8,0
3414,1750,0,0
3415,1750,1,0
3416,1750,2,0
3417,1750,3,0
3418,1750,4,0
3419,1750,5,0
3420,1750,6,1027221
3421,1750,7,25
3422,1750,8,0
3423,659,0,2
3424,659,1,3
3425,659,2,80
3426,659,3,1
3427,659,4,1
3428,659,5,1
3429,659,6,1
3430,660,0,50
3431,660,1,243
3432,660,2,32
3433,660,3,32
3434,660,4,100
3435,660,5,3
3436,660,6,2
3437,660,7,1904
3438,660,8,3131
3439,660,9,3001
3440,660,10,3002
3441,1751,0,0
3442,1751,1,162083
3443,1751,2,0
3444,1751,3,0
3445,1751,4,0
3446,1751,5,0
3447,1751,6,1027000
3448,1751,7,1
3449,1751,8,0
3450,1752,0,0
3451,1752,1,162083
3452,1752,2,0
3453,1752,3,0
3454,1752,4,0
3455,1752,5,0
3456,1752,6,1027001
3457,1752,7,1
3458,1752,8,0
3459,1753,0,0
3460,1753,1,1944
3461,1753,2,0
3462,1753,3,0
3463,1753,4,0
3464,1753,5,0
3465,1753,6,1017121
3466,1753,7,2
3467,1753,8,0
3468,1754,0,0
3469,1754,1,0
3470,1754,2,0
3471,1754,3,0
3472,1754,4,0
3473,1754,5,0
3474,1754,6,0
3475,1754,7,23
3476,1754,8,0
3477,1755,0,0
3478,1755,1,0
3479,1755,2,0
3480,1755,3,0
3481,1755,4,0
3482,1755,5,0
3483,1755,6,0
3484,1755,7,23
3485,1755,8,0
3486,1756,0,0
3487,1756,1,3093
3488,1756,2,0
3489,1756,3,0
3490,1756,4,0
3491,1756,5,0
3492,1756,6,1018121
3493,1756,7,1
3494,1756,8,94
3495,1757,0,0
3496,1757,1,1930
3497,1757,2,0
3498,1757,3,0
3499,1757,4,0
3500,1757,5,0
3501,1757,6,1015471
3502,1757,7,1
3503,1757,8,47
3504,1758,0,0
3505,1758,1,1938
3506,1758,2,0
3507,1758,3,0
3508,1758,4,0
3509,1758,5,0
3510,1758,6,1016511
3511,1758,7,1
3512,1758,8,0
3513,1759,0,0
3514,1759,1,1939
3515,1759,2,0
3516,1759,3,0
3517,1759,4,0
3518,1759,5,0
3519,1759,6,4016521
3520,1759,7,1
3521,1759,8,0
3522,1760,0,0
3523,1760,1,1940
3524,1760,2,0
3525,1760,3,0
3526,1760,4,0
3527,1760,5,0
3528,1760,6,4016531
3529,1760,7,1
3530,1760,8,0
3531,1761,0,0
3532,1761,1,1941
3533,1761,2,0
3534,1761,3,0
3535,1761,4,0
3536,1761,5,0
3537,1761,6,4016541
3538,1761,7,1
3539,1761,8,69
3540,661,0,2
3541,661,1,3
3542,661,2,50
3543,661,3,1
3544,661,4,1
3545,661,5,1
3546,661,6,1
3547,662,0,50
3548,662,1,243
3549,662,2,32
3550,662,3,32
3551,662,4,100
3552,662,5,3
3553,662,6,2
3554,662,7,3018
3555,662,8,3084
3556,662,9,3085
3557,662,10,3086
3558,1762,0,0
3559,1762,1,155579
3560,1762,2,0
3561,1762,3,0
3562,1762,4,0
3563,1762,5,0
3564,1762,6,1016251
3565,1762,7,1
3566,1762,8,0
3567,663,0,2
3568,663,1,2
3569,663,2,100
3570,663,3,1
3571,663,4,1
3572,663,5,2
3573,663,6,2
3574,664,0,0
3575,664,1,243
3576,664,2,32
3577,664,3,32
3578,664,4,100
3579,664,5,3
3580,664,6,2
3581,664,7,3060
3582,664,8,3061
3583,664,9,3062
3584,664,10,3063
3585,665,0,2
3586,665,1,3
3587,665,2,80
3588,665,3,1
3589,665,4,1
3590,665,5,1
3591,665,6,1
3592,666,0,50
3593,666,1,243
3594,666,2,32
3595,666,3,32
3596,666,4,100
3597,666,5,3
3598,666,6,2
3599,666,7,1904
3600,666,8,3000
3601,666,9,3001
3602,666,10,3002
3612,1764,0,0
3613,1764,1,3113
3614,1764,2,0
3615,1764,3,0
3616,1764,4,0
3617,1764,5,0
3618,1764,6,1019401
3619,1764,7,11
3620,1764,8,108
3621,1765,0,0
3622,1765,1,162420
3623,1765,2,0
3624,1765,3,0
3625,1765,4,0
3626,1765,5,0
3627,1765,6,1027750
3628,1765,7,1
3629,1765,8,0
3630,1766,0,0
3631,1766,1,162420
3632,1766,2,0
3633,1766,3,0
3634,1766,4,0
3635,1766,5,0
3636,1766,6,1027751
3637,1766,7,1
3638,1766,8,0
3639,1767,0,0
3640,1767,1,0
3641,1767,2,0
3642,1767,3,0
3643,1767,4,0
3644,1767,5,0
3645,1767,6,1028130
3646,1767,7,11
3647,1767,8,0
3648,1768,0,0
3649,1768,1,0
3650,1768,2,0
3651,1768,3,0
3652,1768,4,0
3653,1768,5,0
3654,1768,6,1028131
3655,1768,7,11
3656,1768,8,0
3657,1769,0,0
3658,1769,1,0
3659,1769,2,0
3660,1769,3,0
3661,1769,4,0
3662,1769,5,0
3663,1769,6,1027650
3664,1769,7,1
3665,1769,8,0
3666,1770,0,0
3667,1770,1,0
3668,1770,2,0
3669,1770,3,0
3670,1770,4,0
3671,1770,5,0
3672,1770,6,1027651
3673,1770,7,1
3674,1770,8,0
3675,1771,0,0
3676,1771,1,3100
3677,1771,2,0
3678,1771,3,0
3679,1771,4,0
3680,1771,5,0
3681,1771,6,1018271
3682,1771,7,1
3683,1771,8,99
3684,667,0,2
3685,667,1,3
3686,667,2,50
3687,667,3,1
3688,667,4,1
3689,667,5,2
3690,667,6,2
3691,668,0,50
3692,668,1,243
3693,668,2,32
3694,668,3,32
3695,668,4,100
3696,668,5,3
3697,668,6,2
3698,668,7,3010
3699,668,8,3007
3700,668,9,3008
3701,668,10,3009
3702,1772,0,0
3703,1772,1,0
3704,1772,2,0
3705,1772,3,0
3706,1772,4,0
3707,1772,5,0
3708,1772,6,0
3709,1772,7,23
3710,1772,8,0
3711,1773,0,0
3712,1773,1,0
3713,1773,2,0
3714,1773,3,0
3715,1773,4,0
3716,1773,5,0
3717,1773,6,1028160
3718,1773,7,1
3719,1773,8,0
3720,1774,0,0
3721,1774,1,0
3722,1774,2,0
3723,1774,3,0
3724,1774,4,0
3725,1774,5,0
3726,1774,6,1028161
3727,1774,7,1
3728,1774,8,0
3729,1775,0,0
3730,1775,1,3100
3731,1775,2,0
3732,1775,3,0
3733,1775,4,0
3734,1775,5,0
3735,1775,6,9518270
3736,1775,7,1
3737,1775,8,99
3738,1776,0,0
3739,1776,1,3100
3740,1776,2,0
3741,1776,3,0
3742,1776,4,0
3743,1776,5,0
3744,1776,6,9518271
3745,1776,7,1
3746,1776,8,99
3747,1777,0,0
3748,1777,1,3089
3749,1777,2,0
3750,1777,3,0
3751,1777,4,0
3752,1777,5,0
3753,1777,6,9517900
3754,1777,7,9
3755,1777,8,0
3756,1778,0,0
3757,1778,1,3089
3758,1778,2,0
3759,1778,3,0
3760,1778,4,0
3761,1778,5,0
3762,1778,6,9517901
3763,1778,7,9
3764,1778,8,0
3765,1779,0,0
3766,1779,1,0
3767,1779,2,0
3768,1779,3,0
3769,1779,4,0
3770,1779,5,0
3771,1779,6,1027980
3772,1779,7,1
3773,1779,8,0
3774,1780,0,0
3775,1780,1,0
3776,1780,2,0
3777,1780,3,0
3778,1780,4,0
3779,1780,5,0
3780,1780,6,1027981
3781,1780,7,1
3782,1780,8,0
3783,1781,0,0
3784,1781,1,0
3785,1781,2,0
3786,1781,3,0
3787,1781,4,0
3788,1781,5,0
3789,1781,6,1028020
3790,1781,7,1
3791,1781,8,0
3792,1782,0,0
3793,1782,1,0
3794,1782,2,0
3795,1782,3,0
3796,1782,4,0
3797,1782,5,0
3798,1782,6,1028021
3799,1782,7,1
3800,1782,8,0
3801,1783,0,0
3802,1783,1,0
3803,1783,2,0
3804,1783,3,0
3805,1783,4,0
3806,1783,5,0
3807,1783,6,1028550
3808,1783,7,26
3809,1783,8,0
3810,1784,0,0
3811,1784,1,0
3812,1784,2,0
3813,1784,3,0
3814,1784,4,0
3815,1784,5,0
3816,1784,6,1028551
3817,1784,7,26
3818,1784,8,0
3819,1785,0,0
3820,1785,1,0
3821,1785,2,0
3822,1785,3,0
3823,1785,4,0
3824,1785,5,0
3825,1785,6,1028280
3826,1785,7,27
3827,1785,8,0
3828,1786,0,0
3829,1786,1,0
3830,1786,2,0
3831,1786,3,0
3832,1786,4,0
3833,1786,5,0
3834,1786,6,1028281
3835,1786,7,27
3836,1786,8,0
3837,1787,0,0
3838,1787,1,3118
3839,1787,2,0
3840,1787,3,0
3841,1787,4,0
3842,1787,5,0
3843,1787,6,1019741
3844,1787,7,1
3845,1787,8,0
3846,1788,0,0
3847,1788,1,3119
3848,1788,2,0
3849,1788,3,0
3850,1788,4,0
3851,1788,5,0
3852,1788,6,4019751
3853,1788,7,1
3854,1788,8,0
3855,1789,0,0
3856,1789,1,0
3857,1789,2,0
3858,1789,3,0
3859,1789,4,0
3860,1789,5,0
3861,1789,6,0
3862,1789,7,23
3863,1789,8,0
3864,1790,0,0
3865,1790,1,0
3866,1790,2,0
3867,1790,3,0
3868,1790,4,0
3869,1790,5,0
3870,1790,6,0
3871,1790,7,23
3872,1790,8,0
3873,1791,0,0
3874,1791,1,0
3875,1791,2,0
3876,1791,3,0
3877,1791,4,0
3878,1791,5,0
3879,1791,6,0
3880,1791,7,11
3881,1791,8,0
3882,1792,0,0
3883,1792,1,0
3884,1792,2,0
3885,1792,3,0
3886,1792,4,0
3887,1792,5,0
3888,1792,6,0
3889,1792,7,11
3890,1792,8,0
3891,1793,0,0
3892,1793,1,0
3893,1793,2,0
3894,1793,3,0
3895,1793,4,0
3896,1793,5,0
3897,1793,6,1028490
3898,1793,7,1
3899,1793,8,0
3900,1794,0,0
3901,1794,1,3118
3902,1794,2,0
3903,1794,3,0
3904,1794,4,0
3905,1794,5,0
3906,1794,6,9519740
3907,1794,7,1
3908,1794,8,0
3909,1795,0,0
3910,1795,1,3119
3911,1795,2,0
3912,1795,3,0
3913,1795,4,0
3914,1795,5,0
3915,1795,6,9519750
3916,1795,7,1
3917,1795,8,0
3918,1796,0,0
3919,1796,1,3118
3920,1796,2,0
3921,1796,3,0
3922,1796,4,0
3923,1796,5,0
3924,1796,6,9519741
3925,1796,7,1
3926,1796,8,0
3927,1797,0,0
3928,1797,1,3119
3929,1797,2,0
3930,1797,3,0
3931,1797,4,0
3932,1797,5,0
3933,1797,6,9519751
3934,1797,7,1
3935,1797,8,0
3936,1798,0,0
3937,1798,1,0
3938,1798,2,0
3939,1798,3,0
3940,1798,4,0
3941,1798,5,0
3942,1798,6,1028491
3943,1798,7,1
3944,1798,8,0
3945,1799,0,0
3946,1799,1,0
3947,1799,2,0
3948,1799,3,0
3949,1799,4,0
3950,1799,5,0
3951,1799,6,1028680
3952,1799,7,1
3953,1799,8,0
3954,1800,0,0
3955,1800,1,0
3956,1800,2,0
3957,1800,3,0
3958,1800,4,0
3959,1800,5,0
3960,1800,6,1028681
3961,1800,7,1
3962,1800,8,0
3963,1801,0,0
3964,1801,1,3114
3965,1801,2,0
3966,1801,3,0
3967,1801,4,0
3968,1801,5,0
3969,1801,6,1019631
3970,1801,7,1
3971,1801,8,0
3972,699,0,2
3973,699,1,3
3974,699,2,80
3975,699,3,1
3976,699,4,2
3977,699,5,2
3978,699,6,2
3979,670,0,71
3980,670,1,243
3981,670,2,32
3982,670,3,32
3983,670,4,100
3984,670,5,3
3985,670,6,2
3986,670,7,3060
3987,670,8,3061
3988,670,9,3062
3989,670,10,3063
3990,1802,0,0
3991,1802,1,0
3992,1802,2,0
3993,1802,3,0
3994,1802,4,0
3995,1802,5,0
3996,1802,6,9520370
3997,1802,7,5
3998,1802,8,0
3999,1803,0,0
4000,1803,1,0
4001,1803,2,0
4002,1803,3,0
4003,1803,4,0
4004,1803,5,0
4005,1803,6,9520371
4006,1803,7,5
4007,1803,8,0
4008,1804,0,0
4009,1804,1,0
4010,1804,2,0
4011,1804,3,0
4012,1804,4,0
4013,1804,5,0
4014,1804,6,1029050
4015,1804,7,7
4016,1804,8,0
4017,1805,0,0
4018,1805,1,0
4019,1805,2,0
4020,1805,3,0
4021,1805,4,0
4022,1805,5,0
4023,1805,6,1029051
4024,1805,7,7
4025,1805,8,0
4026,1806,0,0
4027,1806,1,0
4028,1806,2,0
4029,1806,3,0
4030,1806,4,0
4031,1806,5,0
4032,1806,6,0
4033,1806,7,23
4034,1806,8,0
4035,1807,0,0
4036,1807,1,0
4037,1807,2,0
4038,1807,3,0
4039,1807,4,0
4040,1807,5,0
4041,1807,6,0
4042,1807,7,23
4043,1807,8,0
4044,1808,0,0
4045,1808,1,0
4046,1808,2,0
4047,1808,3,0
4048,1808,4,0
4049,1808,5,0
4050,1808,6,0
4051,1808,7,7
4052,1808,8,0
4053,1809,0,0
4054,1809,1,0
4055,1809,2,0
4056,1809,3,0
4057,1809,4,0
4058,1809,5,0
4059,1809,6,0
4060,1809,7,7
4061,1809,8,0
