id,z_battle_stage_id,enemy_name,enemy_nickname,enemy_resource_id,params
142000,142,魔人ブウ(善)/魔人ブウ(純粋悪),善と悪の分裂,1029801,"{""lwf"":{""event_top_chara"":{""x"":-58,""y"":-48,""scale"":0.93},""anime_start"":{""x"":-58,""y"":-48,""scale"":0.93},""anime_end"":{""x"":-58,""y"":-116,""scale"":0.93},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":14,""y"":-26,""scale"":0.99}}}"
144000,144,孫悟飯(青年期),限界以上に極められた力,1029791,"{""lwf"":{""event_top_chara"":{""x"":-32,""y"":102,""scale"":0.94},""anime_start"":{""x"":-32,""y"":102,""scale"":0.94},""anime_end"":{""x"":126,""y"":38,""scale"":0.94},""shadow"":{""x"":-338,""y"":778,""scale"":0.75},""start_chara"":{""x"":16,""y"":58,""scale"":1.02}}}"
145000,145,人造人間17号(第7宇宙チーム),第7宇宙の総力戦,1030281,"{""lwf"":{""event_top_chara"":{""x"":18,""y"":80,""scale"":0.72},""anime_start"":{""x"":18,""y"":80,""scale"":0.72},""anime_end"":{""x"":8,""y"":58,""scale"":0.72},""shadow"":{""x"":5000,""y"":5000,""scale"":0.0},""start_chara"":{""x"":8,""y"":24,""scale"":1.0}}}"
146000,146,ゴールデンフリーザ(天使)&人造人間17号,残された最後の可能性,1030291,"{""lwf"":{""event_top_chara"":{""x"":-8,""y"":6,""scale"":0.85},""anime_start"":{""x"":-8,""y"":6,""scale"":0.85},""anime_end"":{""x"":-8,""y"":-60,""scale"":0.85},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-4,""y"":8,""scale"":0.91}}}"
147000,147,第7宇宙代表,極限Zバトル,1029961,"{""lwf"":{""event_top_chara"":{""x"":48,""y"":-24,""scale"":0.93},""anime_start"":{""x"":48,""y"":-24,""scale"":0.93},""anime_end"":{""x"":48,""y"":-74,""scale"":0.93},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":4,""y"":-16,""scale"":1.0}}}"
148000,148,ジレン(フルパワー),強者の威光,1019911,"{""lwf"":{""event_top_chara"":{""x"":-2,""y"":-268,""scale"":1.12},""anime_start"":{""x"":-2,""y"":-268,""scale"":1.12},""anime_end"":{""x"":142,""y"":-372,""scale"":1.12},""shadow"":{""x"":-112,""y"":-48,""scale"":0.92},""start_chara"":{""x"":-8,""y"":-20,""scale"":0.92}}}"
701000,701,超サイヤ人3孫悟空,最強の奥義,1003210,"{""lwf"":{""event_top_chara"":{""x"":-18,""y"":218,""scale"":0.78},""anime_start"":{""x"":-18,""y"":218,""scale"":0.78},""anime_end"":{""x"":130,""y"":132,""scale"":0.78},""shadow"":{""x"":-268,""y"":978,""scale"":0.62},""start_chara"":{""x"":0,""y"":0,""scale"":1.0}}}"
702000,702,超サイヤ人3ゴテンクス,正義の死神大暴れ,1006211,"{""lwf"":{""event_top_chara"":{""x"":42,""y"":42,""scale"":0.79},""anime_start"":{""x"":42,""y"":42,""scale"":0.79},""anime_end"":{""x"":184,""y"":26,""scale"":0.79},""shadow"":{""x"":-64,""y"":782,""scale"":0.52},""start_chara"":{""x"":-2,""y"":-14,""scale"":1.14}}}"
703000,703,魔人ブウ(純粋),心なき破壊衝動,1003311,"{""lwf"":{""event_top_chara"":{""x"":-36,""y"":-118,""scale"":1.13},""anime_start"":{""x"":-36,""y"":-118,""scale"":1.13},""anime_end"":{""x"":124,""y"":-148,""scale"":1.09},""shadow"":{""x"":-278,""y"":300,""scale"":0.86},""start_chara"":{""x"":0,""y"":2,""scale"":1.05}}}"
704000,704,ゴクウブラック,漆黒の脅威,1008851,"{""lwf"":{""event_top_chara"":{""x"":-48,""y"":-56,""scale"":1.1},""anime_start"":{""x"":-48,""y"":-56,""scale"":1.1},""anime_end"":{""x"":124,""y"":-170,""scale"":1.08},""shadow"":{""x"":-352,""y"":530,""scale"":0.88},""start_chara"":{""x"":0,""y"":0,""scale"":1.14}}}"
