id,kind,description,conditions
576,2,報酬ブーストの回復時間が1050秒短縮する,"{""shortened_sec"": 1050}"
577,2,報酬ブーストの回復時間が1055秒短縮する,"{""shortened_sec"": 1055}"
578,2,報酬ブーストの回復時間が1060秒短縮する,"{""shortened_sec"": 1060}"
579,2,報酬ブーストの回復時間が1065秒短縮する,"{""shortened_sec"": 1065}"
580,2,報酬ブーストの回復時間が1070秒短縮する,"{""shortened_sec"": 1070}"
581,2,報酬ブーストの回復時間が1075秒短縮する,"{""shortened_sec"": 1075}"
582,2,報酬ブーストの回復時間が1080秒短縮する,"{""shortened_sec"": 1080}"
583,2,報酬ブーストの回復時間が1085秒短縮する,"{""shortened_sec"": 1085}"
584,2,報酬ブーストの回復時間が1090秒短縮する,"{""shortened_sec"": 1090}"
585,2,報酬ブーストの回復時間が1095秒短縮する,"{""shortened_sec"": 1095}"
586,2,報酬ブーストの回復時間が1100秒短縮する,"{""shortened_sec"": 1100}"
587,3,ACTの回復時間が56秒短縮する,"{""shortened_sec"": 56}"
588,3,ACTの回復時間が57秒短縮する,"{""shortened_sec"": 57}"
589,3,ACTの回復時間が58秒短縮する,"{""shortened_sec"": 58}"
590,3,ACTの回復時間が59秒短縮する,"{""shortened_sec"": 59}"
591,3,ACTの回復時間が60秒短縮する,"{""shortened_sec"": 60}"
592,2,報酬ブーストの回復時間が1105秒短縮する,"{""shortened_sec"": 1105}"
593,2,報酬ブーストの回復時間が1110秒短縮する,"{""shortened_sec"": 1110}"
594,2,報酬ブーストの回復時間が1115秒短縮する,"{""shortened_sec"": 1115}"
595,2,報酬ブーストの回復時間が1120秒短縮する,"{""shortened_sec"": 1120}"
596,2,報酬ブーストの回復時間が1125秒短縮する,"{""shortened_sec"": 1125}"
597,2,報酬ブーストの回復時間が1130秒短縮する,"{""shortened_sec"": 1130}"
598,2,報酬ブーストの回復時間が1135秒短縮する,"{""shortened_sec"": 1135}"
599,2,報酬ブーストの回復時間が1140秒短縮する,"{""shortened_sec"": 1140}"
600,2,報酬ブーストの回復時間が1145秒短縮する,"{""shortened_sec"": 1145}"
601,2,報酬ブーストの回復時間が1150秒短縮する,"{""shortened_sec"": 1150}"
602,2,報酬ブーストの回復時間が1155秒短縮する,"{""shortened_sec"": 1155}"
603,2,報酬ブーストの回復時間が1160秒短縮する,"{""shortened_sec"": 1160}"
604,2,報酬ブーストの回復時間が1165秒短縮する,"{""shortened_sec"": 1165}"
605,2,報酬ブーストの回復時間が1170秒短縮する,"{""shortened_sec"": 1170}"
606,2,報酬ブーストの回復時間が1175秒短縮する,"{""shortened_sec"": 1175}"
607,2,報酬ブーストの回復時間が1180秒短縮する,"{""shortened_sec"": 1180}"
608,2,報酬ブーストの回復時間が1185秒短縮する,"{""shortened_sec"": 1185}"
609,2,報酬ブーストの回復時間が1190秒短縮する,"{""shortened_sec"": 1190}"
610,2,報酬ブーストの回復時間が1195秒短縮する,"{""shortened_sec"": 1195}"
611,2,報酬ブーストの回復時間が1200秒短縮する,"{""shortened_sec"": 1200}"
612,5,「究極のレッドゾーン 劇場版2」の挑戦回数を+1する,"{""area_id"": 776, ""additional_count"": 1}"
613,5,「【速】解放せよ 潜在能力」の挑戦回数を+1する,"{""area_id"": 225, ""additional_count"": 1}"
614,5,「【技】解放せよ 潜在能力」の挑戦回数を+1する,"{""area_id"": 226, ""additional_count"": 1}"
615,5,「【知】解放せよ 潜在能力」の挑戦回数を+1する,"{""area_id"": 227, ""additional_count"": 1}"
616,5,「【力】解放せよ 潜在能力」の挑戦回数を+1する,"{""area_id"": 228, ""additional_count"": 1}"
617,5,「【体】解放せよ 潜在能力」の挑戦回数を+1する,"{""area_id"": 229, ""additional_count"": 1}"
618,5,「至上のバトルスペクタクル ドラゴンボール超編」の挑戦回数を+1する,"{""area_id"": 790, ""additional_count"": 1}"
619,5,「究極のレッドゾーン 魔人ブウ編」の挑戦回数を+1する,"{""area_id"": 787, ""additional_count"": 1}"
620,5,「至上のバトルスペクタクル 宇宙サバイバル編」の挑戦回数を+1する,"{""area_id"": 795, ""additional_count"": 1}"
